gene	logFC	AveExpr	t	P.Value	adj.P.Val	B
7A5	0.430135253122994	8.62516496441079	9.54869629156721	1.89988603217891e-20	1.81607775876431e-19	35.1220545740524
A1BG	-0.117911551248381	7.06261374795596	-3.10507239948897	0.0019877377366637	0.00351567928655568	-3.05343010644185
A1CF	0.0952617459661897	6.35501899543507	7.19947358403183	1.43053070399461e-07	4.51766267677556e-07	19.7367819171532
A26C3	0.225579756162718	7.4429457978418	3.865071539078	0.114504953498666	0.145065225121384	19.5468681817872
A2BP1	0.185119232150399	7.50743913398052	5.66544781286143	0.0161825426575423	0.024489919904923	21.0083141810583
A2LD1	0.132422057164788	8.22682142636931	2.33178293657473	0.0199814123294782	0.0297447657338529	-5.13446097951394
A2M	0.234025002659738	8.39331985217281	4.54349985526538	6.46619130290461e-06	1.65168042948735e-05	2.335005766019
A2ML1	0.496618252426237	7.40105154884841	11.3728009971817	1.01559882168088e-27	1.40373945648649e-26	51.7110259979503
A3GALT2	-0.0440246256994343	6.46656861581187	-2.94857559244472	0.0947292014623798	0.122558520113226	-2.23385589926917
A4GALT	0.114266893730512	6.30061526830708	4.6583411303844	3.78360513830336e-06	9.96767138083046e-06	2.84848703583365
A4GNT	0.0618737753090679	6.6247034309316	4.51213258476025	7.47038686146182e-06	1.89168500013775e-05	2.19686141574167
AAA1	-0.0797197855560318	7.77221295161629	-3.37716070562086	0.00211243448892131	0.00372005970189739	5.27285483889667
AAAS	-0.0281332460576005	6.37390161233038	-2.24560086162946	0.0250259777359201	0.0365594660066819	-5.33027699740741
AACS	-0.34356069569088	6.89752456995777	-5.07721579875855	4.85850529422922e-07	1.43456845919128e-06	4.82328848687039
AACSL	-0.904876690209524	7.20506177813453	-8.23593945325189	8.13517588196999e-16	5.70135542575817e-15	24.5906564681698
AADAC	-0.104944512331679	13.9833866549534	-5.92480594145303	4.80310072036949e-09	1.8128205007475e-08	9.2995578871523
AADACL1	0.197501129535807	9.92958333606049	6.49367610581297	0.204308586163376	0.242437523246354	34.7270875385281
AADACL2	-0.875828249715385	12.0697744487489	-25.0470726239471	1.39666473866874e-100	3.19438634463112e-98	218.776130104552
AADACL3	0.0363975896954516	6.53921260728187	2.49733319359898	0.0127307813618358	0.0196370140391731	-4.73794485890209
AADACL4	-0.0742752772571187	6.84222840257692	-2.55662976724309	0.0107690144270038	0.0168490686600957	-4.5894188824711
AADAT	0.034242178545288	6.92108612759306	1.02256159775829	0.0679639108837719	0.0908989748861238	21.4902371810169
AAGAB	0.0963708093343225	6.39509925367163	6.58542851092901	8.63638943498308e-11	3.91284885129786e-10	13.2215436922353
AAK1	0.0192647902246321	6.37588717565643	1.06921125511534	0.247618469506074	0.287376462961714	-4.82322463851048
AAMP	-0.0773114626407585	6.26386121219196	-5.36297871109414	1.0974756202716e-07	3.52223335939705e-07	6.26133557418292
AANAT	-0.526952335994948	6.87772122583219	-13.2671212162618	3.6132668161163e-36	7.04530817773417e-35	71.0303683026584
AARS	0.029300759737553	6.76472827800128	1.44500794044681	0.14888184113263	0.183367934045432	-6.80024994268974
