gene	logFC	AveExpr	t	P.Value	adj.P.Val	B
FHOD1	-0.6237877082	8.1404025518	-7.0760866723	3.84962231499502e-12	6.10344113996408e-11	16.5388817778
FHOD3	0.5142951384	7.0379433195	3.2861522468	0.0010702725	0.0029233193	-2.1996327351
FIBCD1	-0.0900817909	6.822005018	-1.1422464045	0.2537721045	0.328314809	-6.8972599524
FIBIN	-0.175550977	6.8827830842	-1.2859120322	0.1989315602	0.2672736109	-6.7234423688
FIBP	0.0927598322	8.8327590487	1.2615705081	0.240823283	0.0034790702	-4.8404513559
FICD	-0.7243518111	7.5757042214	-9.4190414537	7.79406490303889e-20	3.08051447226301e-18	33.9772792385
FIG4	0.2748862884	7.9260224363	3.8101309464	0.0001520722	0.000520699	-0.378247412
FIGF	-0.1081843444	6.4062155768	-2.4403877594	0.0149374832	0.0291968329	-4.5875632985
FIGLA	-0.0697517377	6.1402659903	-3.0535799912	0.0023536573	0.0058486657	-2.9247269665
FIGN	-0.1382985211	6.3752720394	-4.4647415274	9.45062709239296e-06	4.37524571849453e-05	2.2569424918
FIGNL1	0.0804543799	6.773487445	1.4287033647	0.3660441815	0.0037823571	-4.9787583949
FIGNL2	-0.1690842081	6.62609917	-5.4362582506	7.70529078885633e-08	5.68816175755663e-07	6.8841951139
FILIP1	-0.0416193451	6.5925556363	-0.3730066753	0.7092650553	0.766171073	-7.4787163424
FILIP1L	-1.2553918655	8.5865249328	-6.7739643701	0.0369885141	5.88262795246819e-20	18.8932731662
FIP1L1	-0.0135271897	7.3570484796	-0.8553258925	0.422727878	0.0818881982	-6.5661459946
FIS	0.010404207	6.5256160701	0.2802353273	0.7793861082	0.8249744577	-7.5089763145
FIS1	-0.0568477503	9.7839214903	-0.6882311964	0.4915526882	0.568948807	-7.311729979
FIT1	-0.011138642	6.6119443898	-0.2320501395	0.816572093	0.8563112628	-7.5213026705
FITM2	-0.0527818907	6.2032899378	-1.7770504764	0.0760274092	0.1184473732	-5.9749441047
FIZ1	0.0840506941	7.2801196559	2.0507738307	0.040689309	0.0694165343	-5.4546388904
FJX1	0.4369695412	8.5991794735	3.526002791	0.0004515382	0.0013656018	-1.398015762
FKBP10	-1.4509689592	8.5090940937	-11.7132377172	6.9224692030724e-29	5.29053629337075e-27	54.6024326373
FKBP11	0.0087828946	8.8984871171	0.032273346	0.9742639701	0.9805336055	-7.5476730182
FKBP14	-0.956878532	9.6098925309	-6.504236491	5.27686805786168e-10	3.09105117351735e-10	12.9577742589
FKBP15	-0.1241518381	7.6449386754	-2.8059909052	0.0051663229	0.0115787921	-3.6397644342
FKBP1A	0.1499842865	9.4361405531	1.7443718815	0.4236406323	1.23355199178831e-17	2.8850448353
FKBP1B	0.178402729	6.9373070874	3.1975485781	0.0014532522	0.0038302766	-2.4819538892
FKBP1P1	-0.1209085276	6.6733348667	-3.8622309802	0.0001235995	0.0004335898	-0.1830507435
