gene	logFC	AveExpr	t	P.Value	adj.P.Val	B
TTLL12	1.4131840033	7.8884001462	9.7641023859	4.50608756951508e-21	1.7373634448634e-19	36.6337100659
TTLL13	-0.1167366475	6.2746052418	-2.0549795365	0.0402907253	0.1273125664	-5.6502672512
TTLL2	0.0527839684	6.3767070259	0.9892783129	0.3738503209	0.3333496581	-7.1566405691
TTLL3	-0.5503859749	7.2275879069	-3.1179738042	0.3313197902	3.76967105436638e-10	0.7829769604
TTLL4	0.8832512657	6.7656050071	9.04690691	1.78736183367715e-18	5.64102722434303e-17	30.718785684
TTLL5	0.0055346411	7.4947877155	0.0440046439	0.9649145762	0.985040426	-7.7532699848
TTLL6	0.1311629729	6.5531798722	0.7799031575	0.4357393164	0.6654295025	-7.4503286247
TTLL7	-0.2805879886	6.8185387114	-2.0766039547	0.0382409047	0.1221861839	-5.6059053808
TTLL8	-0.0270201123	6.4775138013	-0.5079840785	0.611641429	0.7969883392	-7.6252696163
TTLL9	0.0049118835	6.3088371857	0.1452163605	0.3044565445	0.4604105443	-7.2049782687
TTN	-0.0487184129	6.2583686151	-0.9188931204	0.4258638396	0.2241571426	-7.178016787
TTPA	-0.0111865335	6.2046710943	-0.2477204004	0.8046381265	0.891167693	-7.7224845424
TTPAL	-0.6542652518	8.1889270338	-3.8317026907	0.0098618121	1.4001557156841e-06	0.5407623637
TTR	-0.0637167481	6.5237035154	-0.4397554213	0.6602643192	0.8283733746	-7.6575822476
TTRAP	-0.0325061611	6.5533419323	-0.2813230374	0.7060051421	0.7174493987	-7.6376588238
TTTY1	-0.073742003	6.394120029	-1.3551316875	0.175858862	0.3784222475	-6.8375861344
TTTY10	-0.1344381425	6.2502439882	-2.0874016442	0.0372510843	0.1197385709	-5.5835827596
TTTY11	-0.095930011	6.4427485315	-1.7250194947	0.1202515079	0.0955709211	-6.1581041692
TTTY12	-0.0710552241	6.1014017839	-1.7140324048	0.0870121948	0.2299713622	-6.2890201595
TTTY13	0.0854942716	6.3487527044	1.4732378654	0.1938613555	0.1426843605	-6.5370785639
TTTY14	-0.087855499	6.3135666332	-1.4204982009	0.1559549365	0.3493103621	-6.7471657695
TTTY15	0.0453177168	6.4204116962	0.7399451052	0.4596075742	0.685630343	-7.4806591001
TTTY16	-0.0271417768	6.3827745341	-0.5327843817	0.5943697818	0.7855426541	-7.612372383
TTTY17A	-0.0517880793	6.3995380899	-0.8163862746	0.2907701812	0.064227061	-6.5994891657
TTTY17B	0.0156895805	6.2685320508	0.3240394925	0.7460151486	0.878613607	-7.7017534269
TTTY17C	0.0020327571	6.3249069139	0.046214942	0.9631535056	0.984029575	-7.7531703016
TTTY18	-0.0237297186	6.402065824	-0.4245962794	0.6731504368	0.7846908063	-7.6580669016
TTTY19	0.0217666868	6.4417250117	0.4085716387	0.6644502569	0.6134076177	-7.5597448076
TTTY2	0.0107325897	6.365337855	0.1741784719	0.2615405727	0.3230525097	-7.0487780746
TTTY20	-0.0455233673	6.3033788454	-0.8836717684	0.3772088332	0.6117485574	-7.364129481
TTTY21	0.0222114875	6.344116179	0.4000140244	0.7038264285	0.6961771008	-7.6237917649
TTTY22	0.035428428	6.3202138385	0.752411093	0.4520835069	0.6794919843	-7.4713675468
TTTY23	-0.0020851695	6.2639518912	-0.0429097434	0.96578701	0.9854555159	-7.7533175552
TTTY3	0.0536729087	6.3003263527	1.0633407784	0.2880328163	0.5208498773	-7.1895242513
