,SYMBOL,logFC,adj.P.Val
8569,CABLES2,-0.0617377089713,1.0
8570,CABP1,-0.753533013278,1.0
8571,CABP2,0.0,1.0
8572,CABP4,inf,1.0
8573,CABP5,0.0,1.0
8574,CABP7,0.0810224622786,1.0
8575,CABS1,0.0,1.0
8576,CABYR,0.073187221011,1.0
8577,CABYRP1,0.0,1.0
8578,CACFD1,0.10557418231,1.0
8579,CACHD1,-0.0678523994039,1.0
8580,CACNA1A,0.231743564458,1.0
8581,CACNA1B,0.0662990400152,1.0
8582,CACNA1C,0.0,1.0
8583,CACNA1C-AS1,0.0,1.0
8584,CACNA1C-AS2,0.0,1.0
8585,CACNA1C-AS3,0.0,1.0
8586,CACNA1C-AS4,0.0,1.0
8587,CACNA1C-IT1,0.0,1.0
8588,CACNA1C-IT2,0.0,1.0
8589,CACNA1C-IT3,0.0,1.0
8590,CACNA1D,0.0373806449489,1.0
8591,CACNA1E,0.0,1.0
8592,CACNA1F,0.0,1.0
8593,CACNA1G,0.0892937216668,1.0
8594,CACNA1G-AS1,1.49646698672,1.0
8595,CACNA1H,-0.0115321195918,1.0
8596,CACNA1I,-0.136739232625,1.0
8597,CACNA1S,0.0,1.0
8598,CACNA2D1,-0.104313321075,1.0
8599,CACNA2D2,-0.236072016125,1.0
8600,CACNA2D3,0.0,1.0
8601,CACNA2D3-AS1,0.0,1.0
8602,CACNA2D4,inf,1.0
8603,CACNB1,-0.0853586471563,1.0
8604,CACNB2,0.0384415906233,1.0
8605,CACNB3,-0.145419102525,1.0
8606,CACNB4,-0.691898491794,1.0
8607,CACNG1,0.0,1.0
8608,CACNG2,0.0,1.0
8609,CACNG3,0.0,1.0
8610,CACNG4,0.0200805711632,1.0
8611,CACNG5,0.0,1.0
8612,CACNG6,0.0148614352021,1.0
8613,CACNG7,0.00519692847498,1.0
8614,CACNG8,0.0411307529345,1.0
8615,CACTIN,0.00203126342594,1.0
8616,CACTIN-AS1,-1.12743432108,1.0
8617,CACUL1,-0.101099357492,0.706956226871
8618,CACYBP,0.0572669450264,1.0
8619,CACYBPP1,0.0,1.0
8620,CACYBPP2,0.0278576104131,1.0
8621,CACYBPP3,0.0,1.0
8622,CAD,-0.0590616541136,1.0
8623,CADM1,-0.0630947446738,1.0
8624,CADM2,-1.32546110817,1.0
8625,CADM2-AS1,0.0,1.0
8626,CADM2-AS2,0.0,1.0
8627,CADM3,0.0,1.0
8628,CADM4,-0.141370077978,1.0
8629,CADPS,0.0,1.0
8630,CADPS2,-0.561729911453,1.0
8631,CAGE1,0.0,1.0
8632,CAHM,-0.148656545473,1.0
8633,CALB1,inf,1.0
8634,CALB2,-0.177449458817,1.0
8635,CALCA,0.481743564458,1.0
8636,CALCB,0.0577451111808,1.0
8637,CALCOCO1,-0.0595324714134,1.0
8638,CALCOCO2,-0.00372289500275,1.0
8639,CALCP,0.0,1.0
8640,CALCR,0.0,1.0
8641,CALCRL,-1.5238483888,1.0
8642,CALD1,-0.10377318718,0.868807656839
8643,CALHM1,-inf,1.0
8644,CALHM2,-0.0140403136434,1.0
8645,CALHM3,0.481743564458,1.0
8646,CALM1,-0.082155844945,0.785643012916
8647,CALM1P1,0.448469546944,1.0
8648,CALM1P2,0.401261540736,1.0
8649,CALM2,0.0854393027679,1.0
8650,CALM2P1,0.975125511618,0.687875670239
8651,CALM2P2,0.113852146461,1.0
8652,CALM2P3,0.433018005781,0.971463959354
8653,CALM2P4,0.367760207721,0.923821358799
8654,CALM3,-0.14143532986,0.785643012916
8655,CALML3,0.0,1.0
8656,CALML3-AS1,inf,1.0
8657,CALML4,0.0278656187166,1.0
8658,CALML5,0.0,1.0
8659,CALML6,-0.11334263082,1.0
8660,CALN1,0.0,1.0
8661,CALR,-0.0953877532306,0.836218264967
8662,CALR3,0.0,1.0
8663,CALR4P,0.0,1.0
8664,CALU,-0.112801541068,0.704203925478
8665,CALY,-0.421933896571,1.0
8666,CAMK1,0.229551908202,1.0
8667,CAMK1D,-0.198050704969,0.468832502464
8668,CAMK1G,-0.149773638459,1.0
8669,CAMK2A,0.0652694440236,1.0
8670,CAMK2B,0.231743564458,1.0
8671,CAMK2D,0.00643971707844,1.0
8672,CAMK2G,0.0144031318309,1.0
8673,CAMK2N1,-0.0933705644361,1.0
8674,CAMK2N2,-0.588577963139,1.0
8675,CAMK4,inf,1.0
8676,CAMKK1,0.0750744948471,1.0
8677,CAMKK2,-0.00886686475579,1.0
8678,CAMKMT,-0.0434254477327,1.0
8679,CAMKV,0.203903287221,1.0
8680,CAMLG,-0.0483582797643,1.0
8681,CAMP,0.0,1.0
8682,CAMSAP1,-0.0613901334148,1.0
8683,CAMSAP2,-0.0310180579985,1.0
8684,CAMSAP3,0.14910213676,1.0
8685,CAMTA1,-0.211696743716,0.625679906253
8686,CAMTA1-IT1,0.0,1.0
8687,CAMTA2,0.000282640839531,1.0
8688,CAND1,0.030076180983,1.0
8689,CAND2,0.068861816019,1.0
8690,CANT1,-0.006040933892,1.0
8691,CANX,-0.219101801182,0.568153052755
8692,CAP1,-0.0596916760022,1.0
8693,CAP1P2,-0.127067587279,1.0
8694,CAP2,-0.0919929363786,0.923467014719
8695,CAP2P1,-inf,1.0
8696,CAPG,0.0521885723689,1.0
8697,CAPN1,0.0106389604125,1.0
8698,CAPN10,0.0906907421403,1.0
8699,CAPN10-AS1,0.165694062824,1.0
8700,CAPN11,0.0,1.0
8701,CAPN12,0.324572239007,1.0
8702,CAPN13,0.193742791097,1.0
8703,CAPN14,-0.98025566218,1.0
8704,CAPN15,0.101639687123,0.812660820473
8705,CAPN2,0.0257712821383,1.0
8706,CAPN3,-0.0987384592636,1.0
8707,CAPN5,-0.292593323163,0.768998855719
8708,CAPN6,0.0,1.0
8709,CAPN7,0.0138489416221,1.0
8710,CAPN8,0.55348848675,1.0
8711,CAPN9,0.0,1.0
8712,CAPNS1,-0.0133149258333,1.0
8713,CAPNS1P1,1.06237583761,1.0
8714,CAPNS2,0.0,1.0
8715,CAPRIN1,-0.0689009646866,0.646730179738
8716,CAPRIN2,-0.0967776121608,0.706956226871
8717,CAPS,0.0982361075991,1.0
8718,CAPS2,0.226250509918,1.0
8719,CAPSL,0.0,1.0
8720,CAPZA1,-0.0596461505575,1.0
8721,CAPZA2,-0.0757496059044,0.664237547936
8722,CAPZA3,0.0,1.0
8723,CAPZB,-0.0213796027915,1.0
8724,CARD10,0.0489780818903,1.0
8725,CARD11,-0.137150390771,1.0
8726,CARD14,-0.308133516331,0.425723408531
8727,CARD16,0.0,1.0
8728,CARD17,0.0,1.0
8729,CARD18,0.0,1.0
8730,CARD6,-0.247256732256,1.0
8731,CARD8,0.00267787733727,1.0
8732,CARD9,-0.0261300067224,1.0
8733,CARF,-0.0569057260135,1.0
8734,CARHSP1,0.00288780500554,1.0
8735,CARKD,0.0529271752113,1.0
8736,CARM1,-0.00255696868998,1.0
8737,CARM1P1,0.0,1.0
8738,CARNS1,0.503041552695,1.0
8739,CARS,0.0326141213735,1.0
8740,CARS-AS1,inf,1.0
8741,CARS2,-0.00463208660205,1.0
8742,CARTPT,0.0,1.0
8743,CASC1,0.386538118473,1.0
8744,CASC10,0.0677711358338,1.0
8745,CASC11,-inf,1.0
8746,CASC14,0.0,1.0
8747,CASC15,-0.454025760222,1.0
8748,CASC16,0.0,1.0
8749,CASC17,0.0,1.0
8750,CASC18,0.0,1.0
8751,CASC19,-inf,1.0
8752,CASC2,0.263933178527,1.0
8753,CASC20,0.0,1.0
8754,CASC3,-0.0398275719069,1.0
8755,CASC4,-0.0864917731807,1.0
8756,CASC4P1,-0.442050267942,1.0
8757,CASC5,0.133529813477,1.0
8758,CASC6,0.0,1.0
8759,CASC7,0.0454131121066,1.0
8760,CASC8,-0.0494150853813,1.0
8761,CASC9,-0.105693696312,1.0
8762,CASD1,0.040697360894,1.0
8763,CASK,-0.1486683965,0.923821358799
8764,CASK-AS1,0.0,1.0
8765,CASKIN1,-0.0257679578461,1.0
8766,CASKIN2,-0.0465206258046,1.0
8767,CASKP1,0.0,1.0
8768,CASP1,0.0,1.0
8769,CASP10,-0.366892052823,0.917524857887
8770,CASP12,0.0,1.0
8771,CASP14,0.0,1.0
8772,CASP16,0.231743564458,1.0
8773,CASP1P1,0.0,1.0
8774,CASP1P2,0.0,1.0
8775,CASP2,-0.121075540963,0.883851573109
8776,CASP3,-0.0268348254237,1.0
8777,CASP3P1,0.214146232485,1.0
8778,CASP4,-0.209741193006,1.0
8779,CASP5,0.0,1.0
8780,CASP6,-0.0175845574919,1.0
8781,CASP7,-0.0160628918988,1.0
8782,CASP8,-0.0609434967893,1.0
8783,CASP8AP2,-0.130795132528,0.836218264967
8784,CASP9,-0.267172861106,0.803370839222
8785,CASQ1,-0.768256435542,1.0
8786,CASQ2,0.0,1.0
8787,CASR,0.0,1.0
8788,CASS4,-inf,1.0
8789,CAST,-0.0396190487851,1.0
8790,CASZ1,0.355557099178,0.855718831546
8791,CAT,-0.00361027443843,1.0
8792,CATSPER1,-0.224496065467,1.0
8793,CATSPER2,-0.220499372935,1.0
8794,CATSPER2P1,-0.342568965835,1.0
8795,CATSPER3,0.552203786063,1.0
8796,CATSPER4,0.0,1.0
8797,CATSPERB,0.0,1.0
8798,CATSPERD,0.0,1.0
8799,CATSPERG,-0.504427489991,1.0
8800,CATX-2,0.0,1.0
8801,CAV1,-0.0514548812258,0.993715663965
8802,CAV2,0.0180758746368,1.0
8803,CAV3,inf,1.0
8804,CBFA2T2,-0.0622488705187,1.0
8805,CBFA2T3,0.255020915556,1.0
8806,CBFB,-0.0194976616242,1.0
8807,CBL,-0.0732153598176,1.0
8808,CBLB,-0.0598338958352,1.0
8809,CBLC,-inf,1.0
8810,CBLL1,0.0613345955865,1.0
8811,CBLN1,0.0,1.0
8812,CBLN2,-0.195060998235,1.0
8813,CBLN3,-0.0265101998488,1.0
8814,CBLN4,0.0,1.0
8815,CBR1,0.0391909989423,1.0
8816,CBR3,0.0573073559021,1.0
8817,CBR3-AS1,-0.461051762918,1.0
8818,CBR4,-0.00687724234333,1.0
8819,CBS,0.210979054708,0.804067057328
8820,CBWD1,0.301154663517,0.805010628853
8821,CBWD2,0.104816737744,1.0
8822,CBWD3,0.604706838541,1.0
8823,CBWD5,0.0595344123261,1.0
8824,CBWD6,0.379897696834,1.0
8825,CBWD7,0.0,1.0
8826,CBX1,-0.0797329602338,1.0
8827,CBX1P1,0.158550363326,1.0
8828,CBX1P2,0.159463437681,1.0
8829,CBX1P3,inf,1.0
8830,CBX1P4,0.377984189639,1.0
8831,CBX1P5,0.0,1.0
8832,CBX2,-0.064204912277,1.0
8833,CBX3,0.0617467442144,1.0
8834,CBX3P1,0.0,1.0
8835,CBX3P2,0.0373416697924,1.0
8836,CBX3P3,0.0893897236998,1.0
8837,CBX3P4,-0.914497060722,1.0
8838,CBX3P5,-0.115840700204,1.0
8839,CBX3P6,0.0,1.0
8840,CBX3P7,0.0,1.0
8841,CBX3P8,0.0,1.0
8842,CBX3P9,0.0235644805923,1.0
8843,CBX4,-0.0685930049851,1.0
8844,CBX5,0.0178337633691,1.0
8845,CBX5P1,-0.687893662527,1.0
8846,CBX6,-0.0853104439617,1.0
8847,CBX7,-0.180713697185,1.0
8848,CBX8,0.053052923483,1.0
8849,CBY1,-0.0101912889848,1.0
8850,CBY3,0.0,1.0
8851,CC2D1A,0.00717996365784,1.0
8852,CC2D1B,-0.0377230940591,1.0
8853,CC2D2A,0.032528817311,1.0
8854,CC2D2B,0.0,1.0
8855,CCAR1,0.057309406017,1.0
8856,CCAR2,-0.0077194809952,1.0
8857,CCAT1,0.0466833829085,1.0
8858,CCBE1,-0.213824091718,0.834071378123
8859,CCBL1,-0.00355562378921,1.0
8860,CCBL2,-0.0118177012589,1.0
8861,CCDC101,-0.0639416177981,1.0
8862,CCDC102A,-0.0240460738493,1.0
8863,CCDC102B,-0.0987384592636,1.0
8864,CCDC103,0.0,1.0
8865,CCDC104,0.0781209215482,1.0
8866,CCDC105,0.0,1.0
8867,CCDC106,0.0651317875422,1.0
8868,CCDC107,0.129421773936,1.0
8869,CCDC108,0.25390382257,1.0
8870,CCDC109B,0.136878789647,1.0
8871,CCDC11,-0.00447104699364,1.0
8872,CCDC110,0.0,1.0
8873,CCDC112,-0.154837354662,1.0
8874,CCDC113,-0.29944726956,1.0
8875,CCDC114,0.254528095669,1.0
8876,CCDC115,0.00113619047186,1.0
8877,CCDC116,0.0,1.0
8878,CCDC117,0.0758012873026,1.0
8879,CCDC11P1,0.0,1.0
8880,CCDC12,0.16032154042,0.687875670239
8881,CCDC120,-0.0116821128119,1.0
8882,CCDC121,0.179230330219,1.0
8883,CCDC122,-0.042496431785,1.0
8884,CCDC124,0.11739164047,1.0
8885,CCDC125,0.0921454546496,1.0
8886,CCDC126,-0.232898470328,1.0
8887,CCDC127,-0.0575950422641,1.0
8888,CCDC129,0.0,1.0
8889,CCDC13,-0.52569327139,1.0
8890,CCDC13-AS1,0.0,1.0
8891,CCDC130,0.0925761729779,1.0
8892,CCDC132,0.0875135489855,1.0
8893,CCDC134,-0.206232661592,1.0
8894,CCDC135,0.0,1.0
8895,CCDC136,0.0421686855524,1.0
8896,CCDC137,0.0241298689987,1.0
8897,CCDC138,0.192029587862,0.706956226871
8898,CCDC14,0.0665884996926,1.0
8899,CCDC140,0.0,1.0
8900,CCDC141,0.0,1.0
8901,CCDC142,-0.0233656775359,1.0
8902,CCDC144A,0.0290917933923,1.0
8903,CCDC144B,0.0761750839024,1.0
8904,CCDC144CP,0.256627482846,1.0
8905,CCDC144NL,0.0,1.0
8906,CCDC146,0.231632161246,1.0
8907,CCDC147,0.214146232485,1.0
8908,CCDC147-AS1,inf,1.0
8909,CCDC148,0.138414185904,1.0
8910,CCDC148-AS1,0.0,1.0
8911,CCDC149,-0.032508451355,1.0
8912,CCDC15,0.352997319786,1.0
8913,CCDC150,0.0469504370756,1.0
8914,CCDC151,0.231209628372,1.0
8915,CCDC152,0.0,1.0
8916,CCDC153,0.0389482370822,1.0
8917,CCDC154,-0.0327310314688,1.0
8918,CCDC155,inf,1.0
8919,CCDC157,-0.0478990714027,1.0
8920,CCDC158,0.0,1.0
8921,CCDC159,0.149970238192,1.0
8922,CCDC160,0.0,1.0
8923,CCDC162P,0.142505578021,1.0
8924,CCDC163P,-0.243315524879,1.0
8925,CCDC166,0.0,1.0
8926,CCDC167,0.125568082726,1.0
8927,CCDC168,0.0,1.0
8928,CCDC169,0.0547887523316,1.0
8929,CCDC169-SOHLH2,0.0,1.0
8930,CCDC17,0.107400456439,1.0
8931,CCDC170,0.170465439999,1.0
8932,CCDC171,0.260719561244,1.0
8933,CCDC172,0.0,1.0
8934,CCDC173,0.377984189639,1.0
8935,CCDC174,-0.0128964726498,1.0
8936,CCDC175,0.0,1.0
8937,CCDC176,-0.238036151416,1.0
8938,CCDC177,0.0,1.0
8939,CCDC178,0.0,1.0
8940,CCDC179,0.0,1.0
8941,CCDC18,0.00231735137832,1.0
8942,CCDC180,0.494339111758,1.0
8943,CCDC181,-0.253533013278,1.0
8944,CCDC182,0.0,1.0
8945,CCDC183,0.46560850141,1.0
8946,CCDC183-AS1,-0.327803125276,1.0
8947,CCDC19,-0.221701733346,1.0
8948,CCDC22,0.00308898921337,1.0
8949,CCDC23,-0.00053921081811,1.0
8950,CCDC24,-0.0749967221862,1.0
8951,CCDC25,0.0412428454421,1.0
8952,CCDC26,0.0,1.0
8953,CCDC27,0.0,1.0
8954,CCDC28A,-0.161580305939,1.0
8955,CCDC28B,-0.141193687131,1.0
8956,CCDC3,0.108233874013,1.0
8957,CCDC30,0.112052790236,1.0
8958,CCDC33,0.264064318694,1.0
8959,CCDC34,0.0211942016471,1.0
8960,CCDC34P1,0.0,1.0
8961,CCDC36,inf,1.0
8962,CCDC37,0.0,1.0
8963,CCDC38,-0.180337575971,1.0
8964,CCDC39,0.145449720492,1.0
8965,CCDC39-AS1,0.0,1.0
8966,CCDC40,-0.00672667607865,1.0
8967,CCDC41,0.0643776581962,1.0
8968,CCDC42,0.0,1.0
8969,CCDC42B,-0.768256435542,1.0
8970,CCDC43,0.0654083023576,1.0
8971,CCDC47,0.0239615935736,1.0
8972,CCDC50,-0.00910315208656,1.0
8973,CCDC51,-0.0139356663964,1.0
8974,CCDC53,0.157460833156,1.0
8975,CCDC54,0.0,1.0
8976,CCDC57,0.00737814986375,1.0
8977,CCDC58,-0.105063622266,1.0
8978,CCDC58P1,-0.325341857459,1.0
8979,CCDC58P2,0.0,1.0
8980,CCDC58P3,-1.2275320019,0.909318031733
8981,CCDC58P5,0.0,1.0
8982,CCDC59,-0.0171632780594,1.0
8983,CCDC6,0.088234854436,1.0
8984,CCDC60,0.0,1.0
8985,CCDC61,0.0373599672752,1.0
8986,CCDC62,0.762457751405,1.0
8987,CCDC63,inf,1.0
8988,CCDC64,-0.0839785707444,1.0
8989,CCDC64B,inf,1.0
8990,CCDC65,0.0996518725228,1.0
8991,CCDC66,0.0345611378496,1.0
8992,CCDC67,0.0,1.0
8993,CCDC68,-0.128149396203,1.0
8994,CCDC69,-0.286116349128,1.0
8995,CCDC7,-0.136630351398,1.0
8996,CCDC70,inf,1.0
8997,CCDC71,-0.223494324205,1.0
8998,CCDC71L,-0.166083300953,1.0
8999,CCDC73,-inf,1.0
9000,CCDC74A,0.270294001779,0.556965058847
9001,CCDC74B,-0.117041536364,1.0
9002,CCDC75P1,0.2259132959,1.0
9003,CCDC77,0.00653444075117,1.0
9004,CCDC78,0.159485400746,1.0
9005,CCDC79,-0.679220482985,1.0
9006,CCDC8,0.0,1.0
9007,CCDC80,-0.105897940533,1.0
9008,CCDC81,-0.108898955388,1.0
9009,CCDC82,-0.00847014252067,1.0
9010,CCDC83,0.0,1.0
9011,CCDC84,0.0372296374047,1.0
9012,CCDC85A,0.377984189639,1.0
9013,CCDC85B,0.172837067178,1.0
9014,CCDC85C,0.0401836742332,1.0
9015,CCDC86,0.0625071976499,1.0
9016,CCDC87,0.175935215014,1.0
9017,CCDC88A,-0.0247081630416,1.0
9018,CCDC88B,0.0907256077681,1.0
9019,CCDC88C,0.044511479685,1.0
9020,CCDC89,0.0,1.0
9021,CCDC9,0.00689274530437,1.0
9022,CCDC90B,0.00971419692566,1.0
9023,CCDC91,-0.0397788768423,1.0
9024,CCDC92,0.0230090448971,1.0
9025,CCDC93,-0.0538086500539,1.0
9026,CCDC94,0.00308712354738,1.0
9027,CCDC96,0.0353702301764,1.0
9028,CCDC97,0.0628298823773,1.0
9029,CCER1,0.0,1.0
9030,CCER2,-0.104778971932,1.0
9031,CCHCR1,-0.334015037,1.0
9032,CCIN,inf,1.0
9033,CCK,0.839983416277,1.0
9034,CCKAR,0.0,1.0
9035,CCKBR,0.0,1.0
9036,CCL1,0.0,1.0
9037,CCL11,0.0,1.0
9038,CCL13,0.0,1.0
9039,CCL14,0.0,1.0
9040,CCL15,0.0,1.0
9041,CCL15-CCL14,0.0,1.0
9042,CCL16,0.0,1.0
9043,CCL17,0.0,1.0
9044,CCL18,0.0,1.0
9045,CCL19,0.0,1.0
9046,CCL2,-0.055355733366,1.0
9047,CCL20,0.364949783805,1.0
9048,CCL21,0.0,1.0
9049,CCL22,0.0,1.0
9050,CCL23,0.0,1.0
9051,CCL24,0.231743564458,1.0
9052,CCL25,0.0,1.0
9053,CCL26,-0.384576609125,1.0
9054,CCL27,0.0,1.0
9055,CCL28,1.40014444775,1.0
9056,CCL3,0.0,1.0
9057,CCL3L1,0.0,1.0
9058,CCL3L3,0.0,1.0
9059,CCL4,0.0,1.0
9060,CCL4L1,0.0,1.0
9061,CCL4L2,0.0,1.0
9062,CCL5,inf,1.0
9063,CCL7,0.0,1.0
9064,CCL8,0.0,1.0
9065,CCM2,-0.0798773653728,1.0
9066,CCM2L,0.0,1.0
9067,CCNA1,0.0,1.0
9068,CCNA2,0.0653725501638,1.0
9069,CCNB1,0.0723469911896,0.762012961484
9070,CCNB1IP1,-0.00620731873505,1.0
9071,CCNB1IP1P1,0.0,1.0
9072,CCNB1IP1P2,0.0,1.0
9073,CCNB1IP1P3,0.0,1.0
9074,CCNB2,0.120383536319,0.57479425721
9075,CCNB3,0.205397377146,1.0
9076,CCNC,0.0186246942768,1.0
9077,CCND1,-0.0992769832922,0.65597035773
9078,CCND2,inf,1.0
9079,CCND2-AS1,0.0,1.0
9080,CCND2-AS2,0.0,1.0
9081,CCND2P1,0.0,1.0
9082,CCND3,0.126615890695,0.713446600282
9083,CCNDBP1,-0.0927324888122,1.0
9084,CCNE1,-0.218017500941,0.704203925478
9085,CCNE2,-0.0592481919756,1.0
9086,CCNF,0.153605935782,0.829679512216
9087,CCNG1,0.073470607719,1.0
9088,CCNG1P1,inf,1.0
9089,CCNG2,0.0756156745952,1.0
9090,CCNH,-0.00834987287836,1.0
9091,CCNI,-0.224600044914,0.476406639161
9092,CCNI2,-0.253533013278,1.0
9093,CCNJ,-0.00845638490124,1.0
9094,CCNJL,-0.139815755865,1.0
9095,CCNJP1,0.0,1.0
9096,CCNJP2,0.0,1.0
9097,CCNK,0.0387797765829,1.0
9098,CCNL1,-0.117918318074,0.506797123518
9099,CCNL2,0.070954855993,1.0
9100,CCNO,-0.0217265205623,1.0
9101,CCNT1,0.0211769645937,1.0
9102,CCNT2,0.0134566228851,1.0
9103,CCNT2-AS1,-0.474363544396,1.0
9104,CCNT2P1,inf,1.0
9105,CCNY,-0.0932818475853,1.0
9106,CCNYL1,0.111156630357,1.0
9107,CCNYL2,0.0,1.0
9108,CCNYL3,0.0,1.0
9109,CCP110,0.127476158786,1.0
9110,CCPG1,-0.203112600667,0.833251476023
9111,CCR1,0.0,1.0
9112,CCR10,-0.00353301327837,1.0
9113,CCR12P,0.0,1.0
9114,CCR2,0.0,1.0
9115,CCR3,0.0,1.0
9116,CCR4,0.0,1.0
9117,CCR5,0.0,1.0
9118,CCR6,0.0,1.0
9119,CCR7,-0.00944776964579,1.0
9120,CCR8,0.0,1.0
9121,CCR9,inf,1.0
9122,CCRL2,0.0,1.0
9123,CCRN4L,0.0655298667122,1.0
9124,CCS,0.19140822066,0.854302339475
9125,CCSAP,0.0801724449157,1.0
9126,CCSER1,0.0,1.0
9127,CCSER2,-0.116086088441,1.0
9128,CCT2,0.0414086262729,0.903223601194
9129,CCT3,-0.0411433645234,1.0
9130,CCT4,-0.00196893334385,1.0
9131,CCT4P1,0.317337797187,1.0
9132,CCT4P2,0.0,1.0
9133,CCT5,0.0145785372024,1.0
9134,CCT5P1,0.0294169575624,1.0
9135,CCT5P2,0.0303084859101,1.0
9136,CCT6A,0.0263708083089,1.0
9137,CCT6B,0.28497658748,1.0
9138,CCT6P1,0.227408459753,1.0
9139,CCT6P2,-0.0415320354389,1.0
9140,CCT6P3,0.049582231027,1.0
9141,CCT6P4,0.747430040955,1.0
9142,CCT7,-0.0242275726909,1.0
9143,CCT7P1,-0.304562419431,1.0
9144,CCT7P2,inf,1.0
9145,CCT8,0.0204108410212,1.0
9146,CCT8L1P,0.0,1.0
9147,CCT8L2,0.0,1.0
9148,CCT8P1,-0.141690115535,1.0
9149,CCZ1,-0.319640796248,1.0
9150,CCZ1B,-0.142711269258,1.0
9151,CD101,-0.722150292757,0.893707834387
9152,CD109,0.0225863589137,1.0
9153,CD14,0.317695363195,1.0
9154,CD151,-0.0299966790536,1.0
9155,CD160,0.33439146302,1.0
9156,CD163,0.0,1.0
9157,CD163L1,0.119887156891,1.0
9158,CD164,-0.0240552555714,1.0
9159,CD164L2,0.0,1.0
9160,CD177,0.0,1.0
9161,CD177P1,0.0,1.0
9162,CD180,0.0,1.0
9163,CD19,0.0,1.0
9164,CD1A,0.0,1.0
9165,CD1B,0.0,1.0
9166,CD1C,0.0,1.0
9167,CD1D,0.0,1.0
9168,CD1E,0.0,1.0
9169,CD2,0.0,1.0
9170,CD200,0.0,1.0
9171,CD200R1,-inf,1.0
9172,CD200R1L,0.0,1.0
9173,CD207,0.0,1.0
9174,CD209,-0.0987384592636,1.0
9175,CD22,-0.117535333362,1.0
9176,CD226,-0.119328951653,1.0
9177,CD244,0.0,1.0
9178,CD247,-0.135132665335,1.0
9179,CD248,inf,1.0
9180,CD24P2,0.0,1.0
9181,CD24P4,-0.377021756551,0.939503087437
9182,CD27,inf,1.0
9183,CD27-AS1,0.217910387263,0.555982002797
9184,CD274,-0.137539122776,1.0
9185,CD276,-0.0456554179239,1.0
9186,CD28,0.0,1.0
9187,CD2AP,-0.0142298056529,1.0
9188,CD2BP2,-0.0685558875957,1.0
9189,CD300A,0.0,1.0
9190,CD300C,inf,1.0
9191,CD300E,0.0,1.0
9192,CD300LB,0.0,1.0
9193,CD300LD,0.0,1.0
9194,CD300LF,0.0,1.0
9195,CD300LG,0.0,1.0
9196,CD302,-0.224909445726,1.0
9197,CD320,0.012410803821,1.0
9198,CD33,-0.225775185181,1.0
9199,CD34,-inf,1.0
9200,CD36,-1.16449706072,0.687875670239
9201,CD37,0.077072211069,1.0
9202,CD38,0.368713372571,0.991611259814
9203,CD3D,0.0,1.0
9204,CD3E,0.0,1.0
9205,CD3EAP,-0.0239093024533,1.0
9206,CD3G,inf,1.0
9207,CD4,-0.258095939417,1.0
9208,CD40,0.0334204228072,1.0
9209,CD40LG,0.0,1.0
9210,CD44,-0.140208176462,0.556965353203
9211,CD46,0.00293168686045,1.0
9212,CD46P1,0.0,1.0
9213,CD47,-0.0637569479745,1.0
9214,CD48,0.0,1.0
9215,CD5,0.0,1.0
9216,CD52,0.0,1.0
9217,CD53,inf,1.0
9218,CD55,0.00379089171336,1.0
9219,CD58,-0.0828074591341,1.0
9220,CD59,0.000488494143227,1.0
9221,CD5L,0.0,1.0
9222,CD6,0.642707611902,1.0
9223,CD63,-0.0280314850026,1.0
9224,CD68,inf,1.0
9225,CD69,0.0,1.0
9226,CD7,0.0,1.0
9227,CD70,0.149566908073,1.0
9228,CD72,inf,1.0
9229,CD74,0.642707611902,1.0
9230,CD79A,0.471619869901,1.0
9231,CD79B,0.0,1.0
9232,CD80,0.0,1.0
9233,CD81,-0.0324206754815,1.0
9234,CD81-AS1,inf,1.0
9235,CD82,0.115081192076,1.0
9236,CD83,-0.33022771032,1.0
9237,CD84,0.0,1.0
9238,CD86,0.0,1.0
9239,CD8A,-0.22372005848,1.0
9240,CD8B,0.0,1.0
9241,CD8BP,0.0,1.0
9242,CD9,0.0129224544114,1.0
9243,CD93,0.0,1.0
9244,CD96,-inf,1.0
9245,CD97,0.0792636619053,1.0
9246,CD99,0.0,1.0
9247,CD99L2,-0.0297593874914,1.0
9248,CD99P1,0.0,1.0
9249,CDA,0.0344312114641,1.0
9250,CDADC1,0.0652744124227,1.0
9251,CDAN1,0.0734910811214,1.0
9252,CDC123,-0.0108870214598,1.0
9253,CDC14A,-0.160659222107,1.0
9254,CDC14B,-0.0429663250562,1.0
9255,CDC16,-0.0325530978703,1.0
9256,CDC20,0.0796172106668,1.0
9257,CDC20B,0.0,1.0
9258,CDC20P1,-0.0420447876947,1.0
9259,CDC23,-0.0227358018856,1.0
9260,CDC25A,-0.152928537247,1.0
9261,CDC25B,0.0633104517379,1.0
9262,CDC25C,0.0713269228201,1.0
9263,CDC26,-0.167219139758,1.0
9264,CDC27,-0.0268274712143,1.0
9265,CDC27P1,0.225601759048,1.0
9266,CDC27P2,0.0375033428748,1.0
9267,CDC34,0.0450965419323,1.0
9268,CDC37,0.0482301207095,1.0
9269,CDC37L1,-0.0283427517082,1.0
9270,CDC37P1,0.0,1.0
9271,CDC40,-0.0101022641926,1.0
9272,CDC42,-0.0326219116716,1.0
9273,CDC42-IT1,0.0,1.0
9274,CDC42BPA,0.0392416754847,1.0
9275,CDC42BPB,-0.0392752632621,1.0
