SYMBOL	Normal_A1209_16.CEL	Normal_A1209_17.CEL	Normal_A1209_18.CEL	Normal_A1209_19.CEL	Tumour_A1209_01.CEL	Tumour_A1209_05.CEL	Tumour_A1209_09.CEL	Tumour_A1209_13.CEL
ABCC13	19.28636922	16.91847499	19.24791476	23.08730564	17.14607507	21.76634684	21.24998548	17.21267847
ABCC2	58.12541051	50.07675805	36.83743135	38.04271015	74.88577084	101.5992394	57.00714856	57.2995654
ABCC3	196.3250404	184.7663127	207.668936	265.0215204	188.1615561	170.2605997	205.143198	181.7164279
ABCC4	151.0766943	215.7768674	180.9744194	161.5665958	106.2803628	146.9072646	108.0168139	110.7055903
ABCC5	139.2083577	198.9022064	137.0343965	108.426913	189.3103317	142.1983304	238.9186813	189.4710386
ABCC6	54.15754374	47.45906065	59.66108159	59.77286543	83.87520288	61.40857935	68.15984977	57.32485347
ABCC8	55.59075051	48.64805233	63.73927217	57.08817239	53.67101564	62.66058865	53.11512207	59.09064904
ABCC9	43.7076919	21.9396581	28.74811804	29.3052397	20.64945792	17.25774713	19.00784233	16.65904144
ABCD1	67.48472701	72.38967605	70.15246427	59.78840174	61.18846033	69.57979076	54.93562143	59.09000378
ABCD2	18.29813234	17.75848299	19.83462584	20.47738887	21.67977041	19.5027426	23.6033632	24.56518292
ABCD3	610.0338625	673.6349229	647.1380569	746.2248189	686.7080573	654.6327668	582.5238821	663.1705374
ABCD4	177.0038306	171.6702214	143.9683958	148.6148348	129.655419	127.0752621	126.9702917	131.0903196
ABCE1	359.0987715	369.6525827	359.2480612	403.9551142	422.8129027	473.236114	489.1249529	551.263614
ABCF1	346.0989483	326.3684111	302.9203204	287.560011	323.8154154	434.8151816	454.2562426	372.4337286
ABCF2	202.8268505	200.1853602	151.0466205	157.2073292	294.568334	287.1063645	333.127181	338.3823549
ABCF3	226.8330542	202.3537383	198.1466078	191.2102788	163.7032091	184.7109669	201.0422087	205.5457515
ABCG1	96.2887537	98.07486139	101.4356279	76.34426248	283.1367553	278.7652898	209.8703924	258.5817754
ABCG2	25.96236979	29.25874977	27.07585127	20.09953978	40.17532837	54.34900963	40.69460289	43.19562629
ABCG4	62.18732096	58.6541618	65.52166827	70.3028611	370.1069845	396.4685672	299.8582245	402.7346314
ABCG5	38.69769967	35.84591246	39.77004358	44.61169951	53.75970509	42.82721087	43.165268	45.58596341
ABCG8	43.05888606	41.41218454	48.20166208	52.57481515	63.03375254	47.18152048	49.61240678	35.73983105
ABHD1	40.14339471	60.63975834	52.23687895	65.13535646	63.87291627	62.08299137	55.15984694	52.86481512
ABHD10	212.8935914	196.5765347	197.1527013	153.7893918	98.08385085	99.18133899	88.25034676	121.9036116
ABHD11	216.8528832	223.8573472	197.1664392	213.0282687	128.5554544	133.9481033	143.2950445	146.846094
ABHD12	350.0533701	422.2758998	344.5249251	305.8678758	649.2224677	564.6481104	461.1151917	543.072406
ABHD12B	410.6343294	590.3706961	296.0729498	295.107509	1504.909942	630.8887636	956.0175299	972.4204237
ABHD13	626.9929934	629.8282265	698.2394696	693.4033754	601.1100386	602.8735508	613.6791127	628.3665722
ABHD14A	251.3689672	207.6951968	228.6707542	246.819031	359.7607279	325.6859305	298.5363236	358.7795583
ABHD14B	200.6952496	189.5548998	201.9312174	205.6912215	176.0314341	190.5565026	209.5536843	191.2361404
ABHD15	108.3203811	94.19290399	113.2608234	105.7851349	100.6171426	127.5390967	82.90281916	74.38288083
ABHD16A	175.0431623	163.7414063	160.335528	162.0595718	165.8866632	192.2474211	183.0602738	186.2479205
ABHD16B	91.38052941	82.53234074	107.9687808	98.80236902	114.3941479	89.79625684	103.5574157	105.1169733
ABHD17A	404.1533612	403.8063295	416.2625182	408.562691	473.3218266	480.3648778	445.9175659	444.3564669
ABHD17B	188.213658	248.145467	209.3931889	205.8247894	602.5960891	450.575314	497.2247328	526.7088616
ABHD17C	318.7608928	348.4499154	361.8730513	333.2777507	555.9635441	588.1975156	543.8390845	573.6133261
ABHD2	213.5754791	198.4366259	218.719505	176.8790783	128.4448818	147.7261804	136.1327378	118.213664
ABHD3	135.4097059	152.6992511	105.8373777	93.57987494	98.27924696	114.2201532	115.7445366	107.9802715
ABHD4	316.6031225	385.792072	310.7634224	252.2529022	406.7285475	317.3488273	375.8377571	289.5786018
ABHD5	1226.448295	1192.766826	1070.919996	1050.302284	2361.175107	2236.629764	2707.278146	2274.117479
ABHD6	463.6946547	617.2862254	547.8981665	503.2446428	458.5323699	351.7293563	424.9910044	432.2550788
ABHD8	160.0003304	152.1350427	154.8714662	141.3361589	256.5701096	238.5448085	293.1910314	283.6945945
ABI1	663.4436414	729.0440115	664.3218167	711.1187351	608.5428073	575.0554935	527.0700409	595.7158042
ABI2	197.5856865	201.125836	185.8730431	218.2497089	183.782193	175.947261	175.1177685	175.0767735
ABI3	104.505958	129.5640607	135.7853031	116.3655002	116.6151006	111.9978069	95.79577979	96.95721622
ABI3BP	97.58254429	153.4620664	218.8538056	207.4576986	28.64657545	31.55744181	44.10571683	27.35968757
ABL1	196.674618	193.1985937	181.3994576	213.1979369	165.8692281	181.4798133	172.1531826	166.3135932
ABL2	113.5477105	105.3044758	107.8661231	123.0209854	113.8072814	159.7747136	122.267633	115.2081745
ABLIM1	1043.787824	1126.504296	1057.610215	1123.790298	1482.167293	1128.925285	1428.186371	1412.488435
ABLIM2	161.8124581	170.0131681	161.5816426	118.7227522	83.62904641	101.3962937	100.9964558	76.24674835
ABLIM3	85.93070935	89.69232848	79.34706723	72.8597675	80.44945313	102.628197	91.14144129	120.5882306
ABO	135.0944215	160.8692521	139.029148	158.8917633	117.4399675	101.987732	101.3598544	101.0290956
ABR	459.9605395	472.3767516	447.7819264	383.5616628	225.4664378	254.717259	243.0864747	247.0651671
ABRA	30.17157751	36.60288882	28.44190704	28.95963459	31.10589554	27.29865975	27.52170725	26.47357213
ABRACL	125.7880594	161.1328083	102.5823084	89.99801554	159.051851	188.6710275	175.8228172	180.1097168
ABT1	236.857186	227.8942248	239.9114529	209.4034284	225.6357117	264.1194291	209.7880195	263.5924687
ABTB1	136.7839474	127.076088	149.4632629	133.0620693	135.3445746	129.5108372	130.1508206	111.8867495
ABTB2	179.5470181	161.2858225	165.7409326	165.7603795	129.0740717	157.9130578	127.891076	139.6858562
ACAA1	119.0009451	113.1058081	120.7209745	105.2775911	184.0403865	211.2272368	166.2307331	215.8093639
ACAA2	57.31887148	39.57985171	46.8317277	45.96844811	497.3472266	226.449749	337.6746795	292.5391523
ACACA	222.3856468	216.6193929	223.2050306	219.9598858	415.8020405	443.1879332	448.5232959	459.5810869
ACACB	72.91682022	80.88729281	58.1993645	41.77656223	38.4328925	41.90913964	35.36661922	38.53826063
ACAD10	125.874419	142.380128	126.8789194	104.8849503	78.85321066	80.8338687	158.8785481	92.91563575
ACAD11	234.9932883	248.5647484	198.2242257	176.3173535	163.8734993	191.8357411	123.0373647	223.3229977
ACAD8	271.9744836	321.0999831	231.9765407	210.5521931	417.6371398	488.5365103	453.8466911	478.2335398
ACAD9	1118.370597	1153.035164	949.053677	788.8406117	1100.041707	1160.802435	1296.800717	1263.430028
ACADL	79.03200357	67.30611831	45.2855061	51.29946829	18.58158413	19.64131957	21.32157412	15.86269557
ACADM	341.9828864	349.5758273	404.7809416	317.502042	249.8593975	280.1981041	229.855906	299.4767697
ACADS	161.4110392	143.1731802	159.9472401	160.2952661	178.8083771	167.4218774	179.1477864	148.8222765
ACADSB	232.7852082	332.3979788	106.3980708	231.3973584	71.58275788	105.2220718	137.754175	143.2364344
ACADVL	601.8954733	636.602846	591.8676543	510.8575778	1211.720822	1142.771054	1248.120026	1234.868111
ACAN	47.16282548	42.06334117	44.06111472	58.83635587	45.73674671	51.69946499	56.5137411	50.01045639
ACAP1	48.99075099	67.16670924	60.46614207	57.12687747	56.80152712	50.246965	46.78810894	50.69337953
ACAP2	453.7307402	492.7291508	452.7288524	502.4318464	537.5628447	551.326326	478.087967	576.7250103
ACAP3	285.4645856	304.6188777	273.3307424	271.3076248	166.1234386	192.9593067	189.9588936	194.8048368
ACAT1	317.5778788	267.8920024	237.6116747	216.7618887	140.0000407	215.7132971	145.8832748	215.8479192
ACAT2	168.267018	135.4753751	109.6036911	120.4700142	420.2609917	372.9034138	280.2960313	401.3073449
ACBD3	903.4216348	742.7415113	845.9310885	786.7406262	948.2446808	1004.120608	895.2030071	983.9919374
ACBD4	63.34006991	72.65309368	70.2403499	74.0485274	88.88960003	82.06385403	83.30987936	76.14492517
ACBD5	348.3344954	370.999347	320.7085241	314.652299	325.7351531	275.9953809	331.4540785	378.1611696
ACBD6	64.32174705	75.48559797	68.66803324	65.83910121	62.41350943	76.89119379	79.46896814	100.4737666
ACBD7	35.40088672	30.43271497	46.71432997	37.39804722	22.20589631	24.59766468	29.27179465	26.77370191
ACCS	95.75277753	68.01524624	90.59188878	85.85583126	71.98349429	61.09817858	80.87858197	71.92553673
ACCSL	40.16934547	43.34296669	37.25023369	40.04712132	37.07643382	34.64929576	34.29051855	30.86104622
ACD	80.66345849	82.85904829	93.34017442	77.23392172	72.61982032	73.59227885	80.08430681	76.36339645
ACE	48.99163092	51.23228974	54.80278787	55.33809025	57.34350806	59.75403492	48.5941976	46.72791682
ACE2	33.89828971	33.33375339	29.22356727	27.41687709	83.20492317	71.00078435	86.72783144	93.97076665
ACER1	1851.270028	2043.456482	1592.116619	1785.464076	3481.311084	3180.480251	3439.526536	3822.299135
ACER2	125.8388722	143.7871629	118.0961507	129.3189011	93.53797929	171.9374066	137.8786755	117.2597498
ACER3	123.7003797	163.839508	130.3624952	135.8904579	398.7943792	332.9079461	285.7818348	308.8052764
ACHE	44.68221856	45.13892594	44.30917086	54.98987999	51.38725037	52.86664238	52.89629163	45.43136569
ACIN1	223.0199536	241.2545728	238.4959067	215.2382895	232.7894715	252.1260142	272.9433725	234.8352901
ACKR1	47.72564614	42.18540735	37.73373133	58.18093372	54.21025904	37.33185546	36.68572195	39.04708469
ACKR2	43.76431167	49.74604806	51.22911658	47.93968819	43.15801959	58.10271827	57.61217815	62.08403614
ACKR3	37.22785588	35.20420415	41.79059134	33.36476	26.52247856	27.14874911	30.55902061	29.61652037
ACKR4	52.76277983	85.86438499	85.6431085	101.4684952	42.85615247	43.98723192	46.40620389	60.81738438
ACLY	389.9833543	457.0605899	316.8249704	396.2690993	827.9850068	1037.705605	771.4604623	891.6425309
ACMSD	28.12157011	20.16990827	25.28797276	25.59662168	30.49567536	31.66078775	27.70064541	26.49841877
ACO1	311.9993685	240.7546191	287.5980718	229.0220471	241.3474316	318.553567	253.8076589	309.3617704
ACO2	451.1183495	494.5665385	437.6383836	405.3621556	749.3409074	597.2616122	1014.128336	595.2164254
ACOT1	173.5343759	98.40628082	146.2149192	128.175721	88.15956552	92.14942978	123.6018056	116.9761074
ACOT11	81.57863901	60.29021314	80.12599525	66.05625135	185.7769746	197.3228863	143.477334	159.4283497
ACOT12	20.38680654	19.1398676	27.20068499	21.29745105	22.45874054	23.29366505	19.98235169	18.49725811
ACOT13	609.5358108	556.1219648	555.9692634	412.6639453	1584.881304	1950.184422	1487.640164	1546.914952
ACOT2	150.6329381	119.0207655	101.0113328	108.5493909	109.8754631	87.86757572	115.4090457	121.3738839
ACOT4	43.39304739	39.77025136	36.68265188	41.7566384	41.16409498	45.02418654	40.02012926	42.52051229
ACOT6	22.30547716	15.85227982	18.04583463	21.90790324	22.25448035	22.12591223	25.28772134	19.55831328
ACOT7	243.011432	287.8198636	256.2359472	242.9770739	368.0213033	411.7947624	304.6386221	400.0930393
ACOT8	181.5599524	197.091478	168.2938293	157.2940862	253.9304211	275.9643246	320.7090383	316.2337863
ACOT9	146.4032238	155.2617006	113.4710846	104.0125567	134.8025937	210.0548478	139.4550728	193.5476377
ACOX1	841.5654229	1046.650826	875.7292871	800.4368902	779.7425697	976.6659491	770.2651832	961.4298815
ACOX2	42.18360119	40.77582609	38.24624611	46.91864706	46.18950014	48.58136848	40.51514498	46.58119495
ACOX3	204.4494688	277.1860218	211.4682071	199.1456704	358.0742804	432.778004	477.0468341	444.4719954
ACOXL	23.09224819	22.08296869	26.80724443	28.75226523	25.51354483	26.93228228	24.9149667	23.49912858
ACP1	385.1299862	391.8459377	367.3931236	342.1069938	339.9304251	335.3399336	342.0864093	369.8509819
ACP2	141.6594749	153.7684062	151.9521407	129.9429044	149.4474971	171.1556879	179.2385107	164.7803988
ACP5	146.1105328	162.1954988	141.6012601	144.1281811	392.1959229	377.0121292	293.3853228	397.5013234
ACP6	154.9987415	113.2625063	143.217923	119.1403028	125.1581031	207.8986367	231.5543341	174.5804805
ACPP	583.7023301	702.0424211	614.3771979	386.0544099	450.4295218	510.4317191	639.3341188	581.034598
ACPT	100.1418331	107.4269751	126.1536911	146.415695	146.2987985	124.5659217	134.5730455	129.2503922
ACR	91.80131555	81.29069393	90.49808201	97.04057271	123.7075255	106.5590741	101.4649116	94.78220908
ACRBP	60.18269438	58.19947272	59.88352601	57.75145086	61.0341633	66.49567434	66.19123962	56.48959464
ACRC	42.31757842	36.23114003	32.94287265	33.22153279	46.20464547	44.08635528	36.53639534	44.09498452
ACRV1	29.37444427	31.54484785	31.85397958	33.47849354	42.27579245	34.1555141	57.17064769	84.92371685
ACSBG1	142.9579965	87.54937299	80.79687643	116.9767895	219.4053239	192.9068631	217.2476671	254.7390036
ACSBG2	21.24281271	22.11581024	21.21205148	21.29865202	21.4056894	19.04654365	23.3020448	20.48243755
ACSF2	233.7040533	280.9085468	227.913052	142.2839816	101.9932739	123.9727714	153.4470289	122.2650201
ACSF3	83.93873684	94.35720989	92.55652687	84.85996687	83.85703439	70.86184864	70.57935713	77.83168169
ACSL1	772.684425	737.7659753	682.6243276	657.0163749	1599.67175	1686.645381	1288.881981	1535.234745
ACSL3	221.5769128	185.8642736	161.0490186	191.4947692	636.0157785	673.9145772	496.3839961	595.1400225
ACSL4	112.8524798	125.7617565	107.8153571	79.32694578	146.1514875	204.229881	166.7474249	162.6393567
ACSL5	42.16950841	45.11304033	43.36125638	34.64756067	24.20094083	28.67428249	25.67297953	20.64922349
ACSL6	41.65917704	44.57524588	52.66472149	55.07976403	63.09386751	44.57333423	51.58583595	44.71690055
ACSM1	28.15496268	28.51138492	31.57727234	30.99183447	33.60501361	24.13081517	25.70881255	25.44401641
ACSM2A	22.94966528	21.14959797	29.09608221	32.79267745	30.36978273	39.33448057	28.27768235	33.12053301
ACSM2B	35.23484075	47.51806334	45.0813825	45.45905616	46.85519788	59.18404681	40.01830797	55.10118646
ACSM3	56.93612241	49.85091577	55.44083975	33.94238082	38.57232074	50.21212938	53.5738566	72.28496191
ACSM5	28.56694194	28.71796918	32.79424285	34.43298864	33.84733829	31.25233292	31.57094229	34.63217696
ACSM6	23.53548664	25.08596933	22.18018113	22.53068994	21.39288039	19.1512118	23.11706639	32.92186725
ACSS1	151.9798199	164.8809821	175.1719924	164.0346804	87.40799177	71.95455703	97.14241459	83.33688999
ACSS2	293.3352019	301.1133358	276.8989343	231.5168679	346.194229	404.7880951	367.6306121	369.1282344
ACSS3	45.05036263	15.35529578	45.77416514	27.35711711	23.63596776	20.43283224	20.34555391	20.41107728
ACTA1	219.1426618	235.1407815	269.8442499	229.9343074	262.3567202	263.7481451	240.1516888	253.097552
ACTA2	95.26130173	114.1563605	107.128003	110.5773167	67.70175777	88.80444013	47.45594318	63.78679076
ACTA2-AS1	56.99676278	61.49084915	59.25540407	52.4824161	65.60101733	49.64823694	52.6857596	49.87067558
ACTB	3518.867043	3184.193605	3141.020511	3159.302734	3645.072276	4268.905025	3716.27286	3847.430449
ACTBL2	14.22997867	13.10483012	13.67174183	18.32038052	24.97406471	23.57220313	19.39381292	27.07704885
ACTC1	33.40770234	33.28570758	49.63609099	44.99497012	36.03284478	45.52823882	45.92540384	37.52623021
ACTG1	4278.13874	4073.509282	4284.61205	3829.858251	3396.881086	3630.905465	3393.484127	3360.166664
ACTG1P17	56.19741765	55.35218258	67.80244224	56.58908382	61.45148324	55.69893735	51.62620772	55.58121113
ACTG2	52.97376373	57.59264145	55.57933609	55.62614724	46.10285448	50.13714039	55.40024769	46.32995374
ACTL10	126.924239	110.0033687	137.526396	170.9177185	159.3965238	132.5580868	126.4283399	105.8980999
ACTL6A	288.8145772	281.8598075	234.1053897	225.0026394	261.1595447	299.8798046	307.4430321	303.2556538
ACTL6B	48.34500202	45.9447611	55.9748633	54.84556925	61.56018258	56.63398924	51.29394253	55.23387875
ACTL7A	42.93937011	38.24290126	44.67119131	47.02164664	40.63010578	44.59824579	48.46964259	34.62305722
ACTL7B	86.89827904	93.33030913	85.28348193	95.92382962	108.5443509	99.70428595	96.57024803	87.90604706
ACTL8	35.57751463	33.14789454	45.66102761	48.27470336	50.09398512	48.22451426	38.30139057	36.52345707
ACTL9	168.4927081	168.6239012	196.2669261	229.904555	209.8092425	172.5780408	178.4320916	156.7782332
ACTN1	457.9023354	632.1491685	420.4615841	293.8623985	936.8977278	1376.897351	1001.785433	1211.614984
ACTN2	34.42736164	28.12995965	44.11256496	39.21683023	40.72555993	37.48601953	40.22269308	34.49915031
ACTN3	41.2178041	40.02396993	49.15772664	45.25205017	56.24618484	54.00288652	51.89544858	50.66403888
ACTN4	2636.13446	2786.544093	2579.823177	2529.519424	2312.419652	2540.414988	2187.854177	2018.637458
ACTR10	346.706661	364.1422424	325.3518308	330.7634236	352.9754135	429.8010822	373.9165676	472.0971884
ACTR1A	627.3105993	674.174453	633.0752294	636.0810017	958.7572526	1011.006267	972.2657916	1017.109967
ACTR1B	188.3875787	183.1595354	203.1745491	177.8389719	137.4178588	144.9060918	147.2784888	139.0260366
ACTR2	1220.589231	1147.125972	1096.40458	1124.827785	1262.248362	1290.231484	1218.597168	1299.140499
ACTR3	2066.029772	2418.934722	2172.300804	2474.180823	2486.34096	2830.695001	2419.566856	2709.558722
ACTR3B	257.9621491	195.6950335	236.8528616	232.0246946	215.7023898	247.6713272	213.3764934	257.826549
ACTR3C	67.42825127	170.7042062	99.31739956	106.4311569	126.5189106	118.091993	150.740602	145.0043686
ACTR5	169.6869542	210.958774	166.4137198	136.6701768	136.7046492	155.4915272	192.9823218	169.7098321
ACTR6	76.89565017	66.987109	68.6743607	64.29021475	78.14189069	72.45920893	86.91654114	77.65529121
ACTR8	191.9565934	212.3988697	157.1685236	154.2677907	241.3961521	277.8922439	286.1300351	320.0603505
ACTRT1	18.05311254	17.23541035	17.85400029	19.59924204	22.40982128	20.7008453	22.22132287	16.37896712
ACTRT2	77.16624745	72.04865387	70.1312336	71.82966587	103.5785861	99.87196781	103.1069465	92.16359066
ACTRT3	25.37317189	24.01514594	23.54636124	28.18354853	25.58815068	28.81468298	23.28537286	23.01866313
ACVR1	150.1530012	154.6869235	136.7310286	139.0751926	187.8417406	175.3266995	158.829993	147.1133027
ACVR1B	462.586062	449.0456023	456.4996171	404.6659564	282.3026469	271.5539185	290.1477823	264.5125788
ACVR1C	49.44498082	45.72386664	54.82858331	55.34489648	64.98433382	69.38782128	58.10437337	53.19178071
ACVR2A	495.8619919	525.8925653	537.7553854	429.6262777	253.0752996	248.5713805	245.5514524	224.5899681
ACVR2B	42.53230235	39.99974595	44.3958465	45.63698447	50.64008569	48.11152528	51.03809776	37.12161346
ACVRL1	57.22481297	39.49618196	58.21661959	59.2162285	54.67952427	58.13501624	55.35663447	56.14705583
ACY3	80.78621093	66.54918089	84.88881259	94.58878056	82.97346907	85.90736304	78.68858218	88.88147084
ACYP1	92.94818281	91.23492851	79.41602758	92.93485196	96.80694856	97.25633531	109.7025864	80.81920225
ACYP2	140.1434407	142.1878363	136.4483752	115.9646969	120.9696182	119.668061	117.4831665	129.2392737
ADA	101.4150035	97.18825708	114.9605279	105.4538607	107.0596908	159.0432641	108.6542122	129.899171
ADAD1	16.88111141	16.78559702	18.07061059	24.28511016	19.65247972	15.7680433	20.10817331	20.51293694
ADAD2	144.3861057	133.9656908	149.7260408	150.0493236	170.4479507	160.5285686	140.8906985	149.2786631
ADAL	59.53594622	71.09071131	60.23542458	38.22189712	47.3069068	59.47588334	45.82615955	58.74661842
ADAM10	897.4680574	986.228827	982.7654401	892.599905	1096.280243	1226.946206	1099.965286	978.204029
ADAM11	66.62838672	59.16705362	90.39273616	91.45551278	81.28236901	90.91359433	84.21240509	76.47373736
ADAM12	38.7286316	36.67690908	31.79120396	31.04359465	31.7894029	35.53661788	34.23843735	30.11070637
ADAM15	574.7386371	573.6534274	546.3418565	619.6043003	694.5441296	724.3360615	645.091917	697.4394237
ADAM17	371.132514	351.4724464	341.8832383	392.2975229	495.6930451	523.3298485	464.4683463	552.2044641
ADAM18	13.17792024	11.88009342	10.73241618	13.86141943	13.59316464	14.25285411	13.26153843	12.62075284
ADAM19	39.67309041	40.10402044	45.88720984	39.34915004	47.80087084	36.55310845	42.61142292	39.60354185
ADAM2	12.94211643	12.57186156	11.7041442	13.46176223	12.87069953	14.21184356	11.62550262	14.44662132
ADAM20	66.76804646	76.51580159	79.97296901	82.17327561	109.4191863	90.09066533	105.9424103	90.08430488
