SYMBOL,Norm.y.4,Tumour_24h_10nmol_resveratrol,Norm.y.5,Tumour_24h_50micromol_resveratrol,Norm.x.5,Tumour_48h_10nmol_resveratrol,Norm.x.6,Tumour_48h_50micromol_resveratrol
RIPK3,30.3197592769,41.1830999532,30.3197592769,33.1789328505,32.3758910804,46.1837336718,32.3758910804,41.9386980236
RIPK4,349.176365001,322.362508714,349.176365001,255.596392376,467.400212903,335.234086974,467.400212903,193.486141119
RIPPLY1,11.3391912675,12.6170221147,11.3391912675,12.1461616006,12.8947275407,11.7432475028,12.8947275407,14.3563010888
RIPPLY2,14.527308616,13.8113224711,14.527308616,15.2144711874,14.8585168525,14.3552509492,14.8585168525,12.5809182923
RIT1,51.3792309192,94.3980304361,51.3792309192,93.2246161534,81.1654598934,123.88331481,81.1654598934,108.926690618
RIT2,17.5194798997,14.4516359173,17.5194798997,13.0043890037,14.5163242759,12.6888703211,14.5163242759,13.3254692587
RLBP1,15.662162411,16.2099263715,15.662162411,16.503898315,15.522354219,18.1883686058,15.522354219,17.8894917746
RLF,195.529387017,175.401462633,195.529387017,244.084973491,201.229533689,213.933108673,201.229533689,287.513874259
RLIM,101.841601351,94.0086342287,101.841601351,84.1779293837,88.280324702,92.6303673949,88.280324702,93.687203434
RLN1,11.2674627816,11.3736322132,11.2674627816,15.2706147426,11.7495771655,12.4628272603,11.7495771655,14.2554644571
RLN2,20.2670836827,19.8623860824,20.2670836827,27.6124375776,14.3203209561,14.9088671605,14.3203209561,14.3354112298
RLN3,14.672844163,17.5524471218,14.672844163,16.8585140946,15.1511686043,15.0084365617,15.1511686043,15.8889443632
RLTPR,23.2936817028,22.0770547091,23.2936817028,20.9410423608,20.0214006457,17.9228811722,20.0214006457,19.9195390844
RMI1,111.06150569,126.281609283,111.06150569,110.670284724,65.0756142809,79.2431607608,65.0756142809,40.5328078472
RMND1,109.062190244,106.540761916,109.062190244,107.467370504,84.0123984086,100.048870928,84.0123984086,94.3391668575
RMND5A,134.489320184,117.083052988,134.489320184,136.867614723,114.178988241,116.207032877,114.178988241,135.643245327
RMND5B,54.7270072797,59.4292817955,54.7270072797,65.8547661768,61.8976597365,74.2702117058,61.8976597365,73.0769538736
RMST,14.0376037192,15.5376205838,14.0376037192,14.7786601026,15.5964793851,15.4838724843,15.5964793851,14.8172421807
RNASE1,15.6399801173,16.9151362873,15.6399801173,15.5077713474,16.1459611081,16.4610563864,16.1459611081,15.2501648457
RNASE11,13.4016953163,14.0238466817,13.4016953163,14.083986486,13.2984991629,16.171782882,13.2984991629,14.442726596
RNASE2,11.0615389448,12.4623860583,11.0615389448,11.3025209094,11.8487645416,11.8494479553,11.8487645416,11.4401110686
RNASE3,26.2516093325,23.3740530817,26.2516093325,24.6615063544,26.1077946817,27.0746074249,26.1077946817,26.7815612218
RNASE4,51.6041435866,60.3508294561,51.6041435866,107.585222793,102.514497697,39.0357459998,102.514497697,99.4832462705
RNASE6,13.2419152867,14.3470995112,13.2419152867,16.0845602379,12.527507381,13.2319331128,12.527507381,12.5148086658
RNASE7,115.085365437,79.040322332,115.085365437,157.858550908,112.324798877,87.0798809394,112.324798877,420.754511347
RNASEH1,191.933029982,186.912160415,191.933029982,171.868829266,195.505934178,207.936808545,195.505934178,230.538582864
RNASEH2A,138.228485545,184.197339442,138.228485545,165.494030835,103.142329882,75.6475574201,103.142329882,63.8514291912
RNASEH2B,34.6098064661,32.0439182359,34.6098064661,33.9627643523,32.9069972586,29.5763730499,32.9069972586,31.17406368
RNASEH2C,55.6007037887,62.6632743461,55.6007037887,68.834038246,53.1278362388,66.3962189141,53.1278362388,54.5349235523
RNASEK,2173.22675142,2507.26089995,2173.22675142,2679.67963319,2566.5779869,2634.79794358,2566.5779869,3156.68079503
RNASEL,54.2034189026,65.023602888,54.2034189026,80.1274941517,66.3962189141,68.6824215698,66.3962189141,48.790038411
RNASEN,428.527919801,521.24104661,428.527919801,423.073503522,441.7036217,411.472331585,441.7036217,392.922340942
RNASET2,54.9722922469,63.0694228862,54.9722922469,73.201434289,61.5400305514,66.7386040122,61.5400305514,59.5492702772
RND1,23.6281953885,23.8062745782,23.6281953885,26.0693528044,23.6118663693,27.0030853664,23.6118663693,29.3382863865
RND2,19.9502928551,19.7832013294,19.9502928551,20.7546925748,20.3885518305,21.6852852688,20.3885518305,23.5724947814
RND3,1860.49334466,1912.36781551,1860.49334466,2091.66384115,2903.44059007,2253.91485884,2903.44059007,1966.950485
RNF10,231.511778578,249.698077225,231.511778578,217.638806148,245.75954953,229.468024318,245.75954953,240.509795075
RNF103,88.7970874143,93.5257145456,88.7970874143,99.0785353428,93.9323909316,97.338388322,93.9323909316,96.0014032025
RNF11,1693.35864343,1713.05785128,1693.35864343,1801.53559375,1708.35342997,1860.49334466,1708.35342997,1719.84562538
RNF111,364.45862896,319.361148516,364.45862896,385.785997658,360.185864054,331.882027449,360.185864054,412.599484233
RNF112,28.1649055405,27.0315803703,28.1649055405,29.2554411667,36.4143159905,36.2576546612,36.4143159905,40.7071019924
RNF113A,233.639528523,238.283379195,233.639528523,300.551298712,263.564191148,231.321000694,263.564191148,251.390199521
RNF114,337.222298181,407.096022723,337.222298181,434.183469646,335.851376231,424.323432647,335.851376231,390.026092136
RNF115,200.222531132,223.913620777,200.222531132,244.415299462,214.541338399,188.497772978,214.541338399,199.272567445
RNF121,43.0590633288,44.3776744842,43.0590633288,33.4850857036,34.2330570443,40.6189530435,34.2330570443,30.8330603226
RNF122,39.1655436587,34.4267550368,39.1655436587,34.5949846126,39.9485236968,41.6333626661,39.9485236968,39.6575418835
RNF123,72.0198572786,78.9734441361,72.0198572786,83.1836385778,74.4520919545,90.201181264,74.4520919545,113.676225582
RNF125,43.8506175442,51.5964057817,43.8506175442,42.1105287207,34.8272058439,37.5827341988,34.8272058439,34.3826471522
RNF126,93.6655358375,78.7034453615,93.6655358375,68.3878710919,68.949758017,93.1220159978,68.949758017,82.6174809743
RNF126P1,33.9160054165,30.1316136114,33.9160054165,23.6346773738,26.537857623,29.2419263201,26.537857623,30.1076146338
RNF128,912.903068576,1100.93511792,912.903068576,1082.24037915,1183.9089161,1143.64161888,1183.9089161,1195.80865981
RNF13,540.495292233,615.676967943,540.495292233,660.787911029,627.233937739,655.006111652,627.233937739,621.010977733
RNF130,37.7978017746,35.8917056683,37.7978017746,38.7788449582,35.1874586955,34.2976738908,35.1874586955,37.3371542679
RNF133,20.2524558434,21.9631848486,20.2524558434,23.4729738013,31.5745883712,21.7085711839,31.5745883712,21.553871792
RNF135,277.5599119,387.708808687,277.5599119,444.817305684,457.504150722,432.964094151,457.504150722,307.660082832
RNF138,220.623559095,219.823854042,220.623559095,208.111105931,127.793275519,171.41035366,127.793275519,150.869564045
RNF139,452.284487451,435.059421043,452.284487451,423.888385957,426.757753017,464.863202787,426.757753017,387.708808687
RNF14,169.813469096,171.41035366,169.813469096,164.324737162,165.59735138,166.896494521,165.59735138,152.595962006
RNF141,72.2012873065,79.2922963073,72.2012873065,85.56452388,87.4132323039,84.3895367197,87.4132323039,81.8190141508
RNF144A,19.7610311488,20.0097344524,19.7610311488,20.0880390857,22.0975315448,18.7995943761,22.0975315448,20.0466490893
RNF144B,143.96707124,110.048187565,143.96707124,118.161109497,163.803431995,173.806367959,163.803431995,105.548699448
RNF145,180.141019352,102.404673656,180.141019352,84.7562784784,121.317809415,115.762462378,121.317809415,101.191471831
RNF146,188.600521153,276.223715992,188.600521153,334.596914316,238.928929799,286.1915679,238.928929799,266.188011454
RNF148,12.8506942324,12.0969669085,12.8506942324,11.3226502055,11.7580604331,11.6930437911,11.7580604331,11.114285582
RNF149,913.713206353,1080.27738579,913.713206353,1199.01212212,966.541170644,1304.79606233,966.541170644,1695.5666016
RNF150,16.5125306315,17.1938200169,16.5125306315,16.0031242258,17.7219896998,19.172600875,17.7219896998,20.182286734
RNF151,15.9443453294,13.226440785,15.9443453294,17.0343082387,17.2790063829,15.0237421623,17.2790063829,14.442726596
RNF152,13.5259515645,14.6033170758,13.5259515645,14.7912916635,13.3369296648,12.8045551383,13.3369296648,14.7600497193
RNF157,26.7995442736,26.0762475277,26.7995442736,24.2954010833,26.9962464332,31.8680569583,26.9962464332,27.3432008839
RNF160,101.110461676,93.5756234973,101.110461676,94.454727255,99.7933391404,99.8589434236,99.7933391404,108.586646843
RNF165,16.8723046106,14.7187851533,16.8723046106,15.459087095,16.6882992705,16.8905620635,16.6882992705,15.2391919899
RNF166,17.3344297095,20.3681216096,17.3344297095,21.141707668,16.0409178764,15.0571193047,16.0409178764,17.2272823439
RNF167,134.332804329,129.84409015,134.332804329,117.528812509,122.706849321,150.614150609,122.706849321,118.161109497
RNF168,12.9326946374,11.634977495,12.9326946374,12.0087650094,12.1496404857,12.7956020268,12.1496404857,12.1817073858
RNF169,119.01940838,105.24025805,119.01940838,126.100303811,98.0173340415,79.2067487577,98.0173340415,121.275591401
RNF17,14.2241561691,13.1598322395,14.2241561691,13.8870518078,13.681066709,15.0960327368,13.681066709,13.8611576261
RNF170,97.1679890505,102.971191221,97.1679890505,122.511158713,114.807222551,127.273279976,114.807222551,110.755634204
RNF175,22.7957158828,19.8010727076,22.7957158828,20.6525437308,25.2833806033,19.4904044094,25.2833806033,23.0639115538
RNF180,23.3409731277,23.1222105289,23.3409731277,32.1048948733,24.249964254,20.0343590376,24.249964254,28.4799551117
RNF181,191.666276113,159.591661745,191.666276113,163.012033994,168.741545493,187.21218528,168.741545493,177.615262244
RNF182,27.4063567206,24.6731204919,27.4063567206,28.0314456163,20.1013758256,22.421940269,20.1013758256,24.8352680314
RNF183,24.1880024966,24.8919434522,24.1880024966,20.9003553641,20.7585618851,21.7767077813,20.7585618851,20.2094563953
RNF185,50.8860344026,50.2340070993,50.8860344026,51.6113164094,53.6861424116,61.1917436676,53.6861424116,61.0623891559
RNF186,18.3143877427,18.7030608384,18.3143877427,17.7731163313,17.5754248303,18.7477936306,17.5754248303,17.9974489059
RNF187,79.6251835076,78.6866264997,79.6251835076,83.8477847341,83.6324579535,86.5626906845,83.6324579535,78.067183495
RNF19A,150.869564045,106.624673644,150.869564045,130.590040782,115.855649617,99.9569566005,115.855649617,102.537356792
RNF19B,193.486141119,146.233714423,193.486141119,248.439491681,171.94810257,199.116101637,171.94810257,531.07623053
RNF2,43.2411219725,46.3976440495,43.2411219725,46.8800826636,41.9613340377,38.890247086,41.9613340377,44.0725394247
RNF20,562.332939372,630.067953763,562.332939372,657.6539596,618.550952251,547.320507981,618.550952251,415.38158875
RNF207,34.7585579381,31.2120139997,34.7585579381,38.9668045893,32.3414926771,33.3966972477,32.3414926771,34.3157256758
RNF208,15.9851151907,15.6580490168,15.9851151907,15.0155903945,14.3203209561,16.7375324138,14.3203209561,14.1879688043
RNF212,15.5086548115,16.0745753495,15.5086548115,13.0870963059,16.0970569758,15.3178944999,16.0970569758,15.6885703862
RNF213,41.7938865995,48.2466407882,41.7938865995,44.5099332412,46.3662672459,41.6928262732,46.3662672459,50.9919456086
RNF214,20.9660755357,21.8108912604,20.9660755357,24.090660886,25.8169762799,25.0872482054,25.8169762799,31.3874170045
RNF215,27.505562252,24.6731204919,27.505562252,26.44051784,30.0756310422,25.042478205,30.0756310422,28.2640275512
RNF216,38.0811761775,41.8327022517,38.0811761775,39.812581252,37.9262205979,41.2425405329,37.9262205979,44.9194198974
RNF217,152.846509326,109.139122266,152.846509326,94.3882861629,162.383207544,129.874627624,162.383207544,84.0314778327
RNF219,62.0770897933,64.171824456,62.0770897933,64.6638953624,61.8576831395,59.8156593554,61.8576831395,55.8129884615
RNF220,210.343841883,186.438396357,210.343841883,290.979278402,215.539101511,285.335526927,215.539101511,323.84757526
RNF24,74.2293655197,70.2532356853,74.2293655197,80.3060318802,66.2689798428,79.499443135,66.2689798428,109.291738772
RNF25,88.9945885936,89.2778246887,88.9945885936,79.0545146844,46.0332170024,82.061024226,46.0332170024,111.948985766
RNF26,72.8760604835,69.2527348665,72.8760604835,77.3114508162,92.2110395516,83.6324579535,92.2110395516,82.8196078993
RNF31,27.2111638725,26.5576333916,27.2111638725,24.9311199357,23.7601326743,24.3822154947,23.7601326743,25.9868054244
RNF32,17.5058426539,17.6010474797,17.5058426539,17.1277227755,18.2651248639,18.6818860456,18.2651248639,17.7731163313
RNF34,68.6824215698,59.9788301349,68.6824215698,52.1797312922,63.4728081139,68.2597703965,63.4728081139,59.2834613684
RNF38,72.415265906,58.1790913504,72.415265906,67.7757226615,74.7020211749,63.8432063868,74.7020211749,76.2828335269
RNF39,28.8235975705,35.3488565227,28.8235975705,35.5356806397,40.8545211247,48.192230657,40.8545211247,101.782076496
RNF4,564.952874221,584.082668854,564.952874221,550.675742282,473.776553932,587.192384432,473.776553932,608.701512237
RNF40,50.9919456086,45.4484650943,50.9919456086,45.3056858186,48.4237554705,46.8578017398,48.4237554705,50.6699140786
RNF41,56.7442103577,61.5400305514,56.7442103577,62.3919685288,64.2624246479,60.1301933607,64.2624246479,60.8169841568
RNF43,108.690680965,71.9975830606,108.690680965,103.444439402,76.0227138448,78.9036438087,76.0227138448,132.938799825
RNF44,181.150709927,178.604530029,181.150709927,202.407058211,202.177705929,207.382675335,202.177705929,223.786180008
RNF5,78.8084634205,75.7153862875,78.8084634205,80.5162759509,94.361820463,76.2962436312,94.361820463,72.2260788551
RNF6,104.433612678,119.17587646,104.433612678,130.217422782,109.291738772,106.039070538,109.291738772,109.388708949
RNF7,222.306418121,222.91989072,222.306418121,216.467389436,250.079145225,259.692874351,250.079145225,202.866890995
RNF8,73.9842192996,75.4562752713,73.9842192996,67.5292716727,73.4471759616,77.7054985395,73.4471759616,75.4994568947
RNFT1,66.0577203523,85.0514660319,66.0577203523,102.897218369,55.2380655715,80.0701843925,55.2380655715,76.261053482
RNFT2,18.2390957485,19.9761337483,18.2390957485,22.9034655756,16.7909046741,18.4730377847,16.7909046741,18.7798291549
RNGTT,99.6794719746,88.4243976675,99.6794719746,70.4300001357,78.6058255809,86.1005433988,78.6058255809,86.5626906845
RNH1,163.928144807,164.855716966,163.928144807,138.049017897,156.149146467,170.686965582,156.149146467,163.200131978
RNLS,46.4047158814,51.4965961371,46.4047158814,47.4966786074,39.9050488505,47.3716361216,39.9050488505,40.5187459191
RNMT,120.734328864,103.824462953,120.734328864,143.040010244,103.299514407,114.342318228,103.299514407,173.806367959
RNMTL1,96.0219654839,122.725728521,96.0219654839,111.140361905,98.8961196746,103.201323004,98.8961196746,90.0277057127
RNPC3,68.7440266457,79.7958800878,68.7440266457,73.7116035147,85.1401351574,71.4933137507,85.1401351574,74.1440741533
RNPEP,874.260891126,971.924698934,874.260891126,1015.44072775,887.494882838,1101.68407919,887.494882838,807.157956747
RNPEP ,1030.29038214,1139.30506402,1030.29038214,1221.21848322,1104.21998734,1165.35215272,1104.21998734,1053.51152158
RNPEPL1,28.5687877158,24.75339638,28.5687877158,26.8286820865,22.6154959412,23.2834865415,22.6154959412,24.2023698098
RNPS1,627.233937739,546.287477724,627.233937739,517.872002644,582.58505401,601.162487676,582.58505401,613.367384266
ROBLD3,582.848706382,605.330413056,582.848706382,650.21330268,651.328675753,578.929944789,651.328675753,567.410704465
ROBO1,768.091892392,732.923807358,768.091892392,791.640097527,811.623979414,598.867139611,811.623979414,461.106284357
ROBO2,14.2562720282,15.3981677793,14.2562720282,14.5499441596,14.3719132921,14.3985384425,14.3719132921,13.4686632617
ROBO3,39.4435130787,34.3644010914,39.4435130787,33.3170413018,33.108363581,30.5938982427,33.108363581,34.360703196
ROBO4,28.2102417054,28.8342514674,28.2102417054,22.4671372819,24.2523046321,33.3933142826,24.2523046321,28.384425537
ROCK1,148.615305228,129.132445174,148.615305228,125.049164484,140.804036436,136.886177847,140.804036436,132.19081842
ROCK2,86.9149581223,81.1654598934,86.9149581223,103.078369934,87.2906465592,82.297027288,87.2906465592,114.114641235
ROD1,295.358210013,316.482394378,295.358210013,335.388055069,265.761424907,320.597232223,265.761424907,398.439071767
ROGDI,55.5817415228,68.8960627573,55.5817415228,108.013128482,64.9637425496,59.4479945502,64.9637425496,65.3059839022
ROM1,23.1274847767,16.6950994895,23.1274847767,18.7355586923,18.4171069553,19.6631285407,18.4171069553,18.4492092542
ROMO1,2157.49598905,2219.03111507,2157.49598905,2151.76016402,2079.27881431,2240.74836252,2079.27881431,2000.54177649
ROPN1,20.514683314,18.953383658,20.514683314,15.9936203673,16.5627727488,17.179337699,16.5627727488,17.8374622965
ROPN1 ,15.522354219,16.907345051,15.522354219,15.4051764627,15.8677867477,17.8214265675,15.8677867477,16.1819458466
ROPN1B,18.4098966277,16.76832172,18.4098966277,18.2671748223,16.9102009533,16.2995634656,16.9102009533,15.9433565007
ROPN1L,13.564676337,14.5260934855,13.564676337,13.5985952676,13.5867216159,13.7693541207,13.5867216159,13.872353235
ROR1,35.8465945498,27.1958729653,35.8465945498,34.1291661838,28.6590796153,19.7568390708,28.6590796153,18.8220556678
ROR2,13.0713908441,13.7584871241,13.0713908441,14.4597160755,14.7202677656,13.239705327,14.7202677656,12.2254236316
RORA,24.1825584918,28.6386138316,24.1825584918,32.9826948566,30.341288164,32.9644061058,30.341288164,43.0424036014
RORB,13.5848133002,12.9121518897,13.5848133002,13.442079371,14.2152964426,13.3623349637,14.2152964426,12.3531389474
RORC,20.2964226248,19.6889059369,20.2964226248,20.9782862469,20.9120528442,21.9152249408,20.9120528442,20.2401778251
ROS1,12.4266903729,12.9832024727,12.4266903729,11.6208653948,13.0793155949,13.2752361321,13.0793155949,12.3342615178
RP1,12.2804676548,12.8189060877,12.2804676548,12.3273588646,12.0035933556,12.2887425004,12.0035933556,12.5148086658
RP1-177G6.2,12.9013704505,12.5875086156,12.9013704505,10.5614123792,11.8047393633,12.409772387,11.8047393633,11.8915769554
RP1L1,23.6393519043,21.3301728216,23.6393519043,24.449606232,21.6679358493,25.2795674902,21.6679358493,23.5812346745
RP2,68.6486177737,67.296015646,68.6486177737,70.3426851786,63.5047660241,73.32983131,63.5047660241,87.2425316442
RP9,249.78443265,201.355033714,249.78443265,220.519587014,166.647493058,145.702537532,166.647493058,206.05169839
RP9 ,104.158162637,91.1881595575,104.158162637,79.0237517443,87.1402721633,86.7510146429,87.1402721633,102.238943275
RP9P,54.6200596183,49.880791036,54.6200596183,48.7623802157,55.1288945983,50.2033122524,55.1288945983,51.0666170282
RPA1,259.385849911,254.986160838,259.385849911,237.286564461,279.886492341,249.168628422,279.886492341,199.628144156
RPA2,564.276139949,742.033351676,564.276139949,662.073710791,617.018101862,669.71820551,617.018101862,428.359771197
RPA3,563.455934962,652.287597203,563.455934962,583.617785314,449.253801322,326.662128998,449.253801322,295.306968158
RPA4,27.6424599588,21.3457410674,27.6424599588,21.8914541743,21.2951203403,20.3244774743,21.2951203403,20.8750504851
RPAIN,42.5987362253,42.5591496891,42.5987362253,41.9386980236,46.618150573,42.679583421,46.618150573,41.2725073083
RPAP1,105.49150475,110.202954716,105.49150475,137.784255689,110.187205073,114.114641235,110.187205073,129.980892833
RPAP2,92.8002080907,115.03828402,92.8002080907,108.94913496,101.370589185,98.3790869759,101.370589185,69.2657468804
RPAP3,253.512208338,292.094095999,253.512208338,302.589489353,218.623409371,257.20709012,218.623409371,291.31661367
RPE,599.57647341,555.498423789,599.57647341,443.408010088,540.050294432,553.14582389,540.050294432,452.944589397
RPE65,9.50459755897,10.2647335891,9.50459755897,10.5838302225,8.78361394999,9.93685228804,8.78361394999,9.77240225834
RPF1,63.4007537919,58.3521010719,63.4007537919,60.3635721597,53.7240324775,58.0335298758,53.7240324775,61.7778660465
RPF2,1095.18589478,802.409244439,1095.18589478,593.756070814,775.291217288,768.091892392,775.291217288,552.10011462
RPGR,23.1722484321,21.4030843554,23.1722484321,17.853689897,14.9683743842,15.1032052321,14.9683743842,18.7328279861
RPGRIP1,25.5137531992,22.6340961067,25.5137531992,23.0314071435,20.9425346756,28.2071279242,20.9425346756,21.8372353325
RPGRIP1L,30.6778307849,29.4086702901,30.6778307849,32.0682038034,23.8015226491,22.1973589961,23.8015226491,21.4375650467
RPH3A,25.8749083355,26.7894991233,25.8749083355,27.5882719412,26.6448686983,25.0025955588,26.6448686983,26.2901185769
RPH3AL,16.2948013098,16.0056798774,16.2948013098,17.8500028177,17.5006728219,16.9288333737,17.5006728219,17.7260653648
RPIA,211.599323207,169.710306809,211.599323207,169.020584472,186.569795923,175.28611038,186.569795923,172.930650624
RPL10,131.948861659,124.179029183,131.948861659,118.327718904,144.428104112,142.14800495,144.428104112,127.148799897
RPL10A,1109.45374055,1092.40966293,1109.45374055,1022.65806465,923.387986395,1010.93222532,923.387986395,934.765669042
RPL10L,88.859357167,71.0569532308,88.859357167,90.5956705798,89.8710442169,62.7727575923,89.8710442169,88.859357167
RPL11,4835.71258753,4893.03618322,4835.71258753,4835.71258753,4989.54154249,4583.93147442,4989.54154249,4302.23457981
RPL12,5441.70364926,5697.34605321,5441.70364926,5860.70694551,5697.34605321,5531.95240721,5697.34605321,5756.6134136
RPL13,522.935921618,517.15801338,522.935921618,525.477704561,516.963323581,487.777533464,516.963323581,485.517763803
RPL13A,5652.27106311,5531.95240721,5652.27106311,5388.74795793,5962.96473102,5177.03519438,5962.96473102,4893.03618322
RPL13A ,4922.86917672,4863.14481862,4922.86917672,4583.93147442,4893.03618322,4648.71805308,4893.03618322,4477.43340129
RPL13AP17,82.6174809743,84.4795599013,82.6174809743,81.7283672431,101.542232859,97.3560305887,101.542232859,80.8806902523
RPL13P5,29.5630046587,33.8362539247,29.5630046587,28.6729149852,25.7393361017,29.0467281048,25.7393361017,25.080779365
RPL14,1480.07016819,1464.76084467,1480.07016819,1511.18760252,1587.84162911,1432.90974512,1587.84162911,1509.28108348
RPL15,502.45651095,511.136993254,502.45651095,529.420707658,516.440601511,490.308049916,516.440601511,448.822159331
RPL17,6687.28057831,6779.48944837,6687.28057831,6926.42815102,6867.19339974,6821.85252891,6867.19339974,6687.28057831
RPL18,319.289107574,362.912280825,319.289107574,326.873929464,325.473152953,334.862385132,325.473152953,328.058039391
RPL18A ,984.435830524,931.984877093,984.435830524,1011.4811716,1000.9522038,855.477474051,1000.9522038,831.827563236
RPL19,4771.64301806,4679.42825521,4771.64301806,4558.28159905,4752.75628453,4616.68935113,4752.75628453,4616.68935113
RPL21,5962.96473102,6224.6670222,5962.96473102,6197.69828838,6026.75500506,5574.47986875,6026.75500506,5652.27106311
RPL21 ,25.066146909,24.2343946849,25.066146909,24.0532605707,23.6435078752,22.4312774721,23.6435078752,22.848566987
RPL22,2747.96542302,2723.55071181,2747.96542302,2867.74824024,2877.26953976,2728.57448409,2877.26953976,2723.55071181
RPL22L1,3300.21107289,3333.82085394,3300.21107289,2043.58145923,2199.25784888,2914.79074204,2199.25784888,1330.37521944
RPL23,86.3517948114,47.1305474798,86.3517948114,31.2046121793,52.8876058125,32.6762457639,52.8876058125,34.1893119726
RPL23 ,4734.96029496,4709.111184,4734.96029496,4616.68935113,4648.71805308,4519.98766777,4648.71805308,4226.67321059
RPL23A,7460.16015891,7237.58024193,7460.16015891,7195.02088472,7326.03341848,7037.59051979,7326.03341848,7037.59051979
RPL23AP32,73.720982143,76.7323074369,73.720982143,66.6649486369,69.7921770829,64.5593704845,69.7921770829,64.7915667698
RPL23AP53,18.3028660834,22.1229556302,18.3028660834,23.0814741399,20.2648840194,19.2931770955,20.2648840194,19.8702688612
RPL24,4863.14481862,4822.60661292,4863.14481862,4284.47261071,4795.55103089,4541.71125764,4795.55103089,4001.28042366
RPL26,3707.2917299,3793.73017389,3707.2917299,3986.03170681,3817.89268161,3793.73017389,3817.89268161,3904.70915127
RPL26L1,812.58996402,788.487314723,812.58996402,641.026973347,639.035438203,603.148905703,639.035438203,533.536498102
RPL27,5574.47986875,5240.16297152,5574.47986875,5342.16078313,5388.74795793,4835.71258753,5388.74795793,5137.45658038
RPL27A,481.63111843,372.148421314,481.63111843,312.931119431,402.287602788,355.202660721,402.287602788,333.433917625
RPL28,787.699520539,719.402976819,787.699520539,897.762557573,856.154491705,629.364192074,856.154491705,877.101647387
RPL29,3541.21332153,3573.67722531,3541.21332153,3625.89876792,3460.2546231,3375.08643604,3460.2546231,3283.64456684
RPL3,4679.42825521,4734.96029496,4679.42825521,4679.42825521,4846.6121659,4302.23457981,4846.6121659,4348.18929441
RPL30,5177.03519438,5388.74795793,5177.03519438,5240.16297152,5342.16078313,5095.16575899,5342.16078313,5066.44744422
RPL31,156.110434958,164.902425498,156.110434958,265.577792269,223.160800855,149.279518363,223.160800855,286.859337964
RPL31 ,279.248598925,277.822483044,279.248598925,298.188473469,309.65168588,267.716549531,309.65168588,279.627640344
RPL32,5928.0103293,5909.4259362,5928.0103293,5928.0103293,5928.0103293,5756.6134136,5928.0103293,5790.71079097
RPL32P3,46.0675474625,46.6107712657,46.0675474625,40.6096577403,55.7929238137,57.8832199904,55.7929238137,57.8274884425
RPL34,4362.35334976,4122.84242184,4362.35334976,4122.84242184,4384.06678204,4122.84242184,4384.06678204,4122.84242184
RPL35,4384.06678204,4267.25818236,4384.06678204,4226.67321059,4165.81178707,3559.07455036,4165.81178707,3886.30742703
RPL35A,309.339550458,281.627913503,309.339550458,280.642853967,331.882027449,287.360136911,331.882027449,273.734209259
RPL36,3068.52067312,3272.21900147,3068.52067312,3447.05540668,3134.04629898,2582.18460646,3134.04629898,3029.50985822
RPL36A,4251.44685271,4046.9904189,4251.44685271,4068.82257315,3986.03170681,3657.04540153,3986.03170681,3673.21370444
RPL36AL,2849.9680608,2717.34439253,2849.9680608,2892.58125938,2575.30002139,2546.82293635,2575.30002139,3447.05540668
RPL37,321.670861786,313.885100348,321.670861786,440.834826372,401.639887908,320.451167539,401.639887908,388.948268588
RPL37A,552.911714846,555.24193878,552.911714846,471.30897466,535.335984926,540.050294432,535.335984926,452.284487451
RPL38,1501.21339973,1539.74389572,1501.21339973,1517.6912561,1706.99211524,1639.494209,1706.99211524,1472.85234899
RPL39,6572.41368578,6503.60042087,6572.41368578,6687.28057831,6503.60042087,6449.73741513,6503.60042087,6252.4315481
RPL39L,94.3391668575,104.252235337,94.3391668575,101.370589185,70.2336634378,78.3498220018,70.2336634378,67.1856213827
RPL3L,21.4892470549,25.884935259,21.4892470549,46.4047158814,48.1641405226,24.4012975122,48.1641405226,20.2195536162
RPL4,5137.45658038,4989.54154249,5137.45658038,4846.6121659,5177.03519438,4795.55103089,5177.03519438,4519.98766777
RPL41,8200.7592867,8515.90518637,8200.7592867,8705.10070771,8515.90518637,8200.7592867,8515.90518637,8200.7592867
RPL5,854.401660427,865.24500913,854.401660427,870.84535465,912.903068576,929.609260799,912.903068576,836.873262032
RPL5 ,16.0723011483,16.0524781556,16.0723011483,14.6918534035,13.1234164944,14.2348945865,13.1234164944,15.0417257541
RPL6,5790.71079097,5756.6134136,5790.71079097,5619.45933407,5479.01569487,5697.34605321,5479.01569487,5240.16297152
RPL7,245.87541014,235.976059177,245.87541014,232.837206876,261.980501689,245.939647501,261.980501689,237.530823459
RPL7A,2142.84072703,2124.37533033,2142.84072703,2099.04953925,2334.75524558,2089.02250258,2334.75524558,2034.05972798
RPL7L1,2656.82167586,2626.65590451,2656.82167586,2613.96137353,2329.03527578,2407.42238584,2329.03527578,2059.38059291
RPL8,5756.6134136,5574.47986875,5756.6134136,5479.01569487,5790.71079097,5388.74795793,5790.71079097,4989.54154249
RPL9,6449.73741513,5995.99000139,6449.73741513,5909.4259362,6078.00330962,5860.70694551,6078.00330962,5697.34605321
RPLP0,6026.75500506,6317.33482046,6026.75500506,6317.33482046,6197.69828838,5995.99000139,6197.69828838,6317.33482046
RPLP0 ,3863.23285038,3972.91960793,3863.23285038,4046.9904189,3972.91960793,3778.07607657,3972.91960793,3817.89268161
