SYMBOL,Norm.y.2,Tumour_24h_2millimol_Metformin_hydrochloride,Norm.y.3,Tumour_24h_4millimol_Metformin_hydrochloride,Norm.x.3,Tumour_48h_2millimol_Metformin_hydrochloride,Norm.x.4,Tumour_48h_4millimol_Metformin_hydrochloride
NUDT9,407.644748443,357.429151913,407.644748443,395.213869406,408.913547514,288.220118762,408.913547514,308.320755971
NUDT9P1,17.3441963143,14.9054702156,17.3441963143,20.5070343617,16.7298422075,15.5838433191,16.7298422075,17.3712257598
NUF2,93.1973594129,72.7434699688,93.1973594129,48.7112154151,32.794203592,20.9634706777,32.794203592,19.2636148317
NUFIP1,119.372567738,95.5985999645,119.372567738,97.8165636346,88.0681466385,90.3379581528,88.0681466385,97.8799531791
NUFIP2,307.660082832,306.584415053,307.660082832,290.979278402,330.082040065,408.913547514,330.082040065,400.873123023
NUMA1,28.5188464265,33.0831065231,28.5188464265,32.0203569167,29.8020268126,32.6860857403,29.8020268126,34.0988219974
NUMB,122.950841557,123.831528555,122.950841557,115.762462378,104.447094449,131.700375411,104.447094449,131.67155889
NUMBL,148.143291392,171.560614087,148.143291392,170.892917833,161.59375204,224.288833221,161.59375204,225.444447358
NUP107,406.641703862,343.700144671,406.641703862,362.667828597,322.59163348,190.341633387,322.59163348,194.961112816
NUP133,140.514845238,155.457291119,140.514845238,153.648551565,138.317407987,115.972604603,138.317407987,132.226768164
NUP153,77.4372057112,73.2720308605,77.4372057112,76.2059114346,66.0577203523,73.2426060412,66.0577203523,79.6390109586
NUP155,183.596006368,158.172777044,183.596006368,150.08448533,143.724045139,136.498480835,143.724045139,147.067409362
NUP160,52.4104049954,48.1641405226,52.4104049954,46.3377299293,41.3182837001,46.6651468345,41.3182837001,47.826315278
NUP188,44.2803018102,42.8457013131,44.2803018102,46.8636712021,43.8506175442,43.8750703812,43.8506175442,44.3334775434
NUP205,290.891561997,256.328416952,290.891561997,254.595658852,244.727616979,192.544423469,244.727616979,213.933108673
NUP210,19.9835509026,20.4866386936,19.9835509026,20.8602967752,21.2478275361,18.1987720835,21.2478275361,22.8875021898
NUP210L,13.9703168369,12.9818402343,13.9703168369,12.0010059496,12.7869430523,11.8635958821,12.7869430523,12.3015304362
NUP214,61.3495011937,51.0447112785,61.3495011937,54.1438084634,52.242843748,50.3187256536,52.242843748,49.1041810485
NUP35,422.790305528,345.271071787,422.790305528,352.512864492,302.781503994,177.674831668,302.781503994,198.668266293
NUP37,810.851164483,781.878073661,810.851164483,736.993426361,759.768688976,537.500702589,759.768688976,504.948182644
NUP43,185.565358179,183.380033389,185.565358179,202.407058211,184.591145051,180.068685599,184.591145051,188.203250874
NUP50,157.947291832,153.296144927,157.947291832,156.45236753,134.34694463,134.142348201,134.34694463,144.117039696
NUP54,58.3380635413,53.7402678948,58.3380635413,54.3251705037,57.1577027091,67.5292716727,57.1577027091,55.5897000143
NUP62,65.8547661768,58.0963676165,65.8547661768,55.4871850173,63.5339782738,50.5959854431,63.5339782738,53.7631086763
NUP62CL,17.532565529,19.1655789099,17.532565529,18.1173513163,17.2283813771,18.7686450026,17.2283813771,19.2209395089
NUP85,356.157954898,315.792261495,356.157954898,300.750191476,316.482394378,225.628588347,316.482394378,210.25872599
NUP88,66.2522749873,68.7047629896,66.2522749873,63.1105398351,62.4201700019,59.1681140306,62.4201700019,54.0213032178
NUP93,448.20431665,432.233678622,448.20431665,369.224965227,359.942545528,276.713176928,359.942545528,290.234643771
NUP98,138.631546854,122.79005084,138.631546854,107.893638707,102.475746948,74.4520919545,102.475746948,77.167443435
NUP98 ,475.278430547,367.516791058,475.278430547,380.724776634,359.175029347,365.013203215,359.175029347,346.968014788
NUPL1,143.074695328,132.440887085,143.074695328,148.530053863,119.44108856,133.146867525,119.44108856,145.833680035
NUPL2,168.633594937,150.869564045,168.633594937,152.538917984,173.756533377,168.277214702,173.756533377,160.36580559
NUPR1,912.202479785,1263.49781067,912.202479785,1351.0097285,1686.27874314,2338.1277718,1686.27874314,2426.28502459
NUS1,486.801692106,442.425834669,486.801692106,465.533464267,351.379278902,314.590182849,351.379278902,307.473512436
NUS1 ,263.124049954,270.886967364,263.124049954,259.312315214,170.892917833,211.84774963,170.892917833,234.269372498
NUS1P3,123.368727085,115.03828402,123.368727085,116.433090914,74.9111701592,99.9039145733,74.9111701592,106.540761916
NUSAP1,161.019005948,127.417931748,161.019005948,118.407540113,79.7140531609,35.7695117082,79.7140531609,36.4845514549
NUTF2,645.423764833,601.511097685,645.423764833,622.600648861,562.774220578,421.09273651,562.774220578,393.31753073
NVL,100.432006742,103.944122127,100.432006742,93.8489629867,88.8408957658,83.8477847341,88.8408957658,92.358158011
NXF1,159.698740915,155.275879593,159.698740915,157.821476516,186.203406054,165.053163151,186.203406054,166.647493058
NXF2,33.9907407904,34.84179204,33.9907407904,35.028615652,34.1170037494,35.8854671066,34.1170037494,31.4093335705
NXF2 ,19.9330768091,18.3319753442,19.9330768091,19.0440615681,18.0644479029,20.5892252099,18.0644479029,18.8676167844
NXF3,16.4345911314,17.3793885314,16.4345911314,15.7484436092,15.8618356263,17.3980455037,15.8618356263,16.5755689854
NXF5,18.4632165623,16.9426707819,18.4632165623,15.9982608155,16.5354301734,16.926058861,16.5354301734,15.3030340471
NXN,2305.58586599,2297.67308746,2305.58586599,2263.30098304,2105.36459763,2099.04953925,2105.36459763,2120.4378319
NXNL1,22.6551519611,20.9167740627,22.6551519611,29.7347259583,20.1433377261,25.4763238148,20.1433377261,29.4615685495
NXNL2,14.7354388267,14.6948828837,14.7354388267,12.349113832,12.9723853453,14.3791212404,12.9723853453,13.2562849842
NXPH1,11.8610236914,11.7647247938,11.8610236914,11.0388089137,11.8487645416,13.8777241355,11.8487645416,12.3411763105
NXPH2,21.6381340342,22.0975315448,21.6381340342,20.9907074085,20.0019708235,21.1359737199,20.0019708235,20.4979763826
NXPH3,28.4303892187,28.466664998,28.4303892187,29.0500959706,28.4582357914,27.8703788027,28.4582357914,26.6902004228
NXPH4,19.4514385083,22.6391561416,19.4514385083,19.8435829947,18.7449541061,20.4974306965,18.7449541061,25.8212158628
NXT1,412.880607557,338.483979721,412.880607557,286.089203168,278.081281678,444.682819196,278.081281678,524.54740309
NXT2,108.94913496,98.2827019623,108.94913496,86.118163015,113.435117452,82.8599725499,113.435117452,75.4994568947
NYNRIN,25.7311570345,25.5336780803,25.7311570345,27.4171535692,32.3934907565,23.1424750782,32.3934907565,24.0057444784
NYX,23.4464537058,18.8220556678,23.4464537058,18.0404518179,18.7175518331,24.6222644824,18.7175518331,19.0519897356
OAF,40.2831501877,46.8350606216,40.2831501877,52.4016143949,51.5170628595,52.1350395101,51.5170628595,47.3316412548
OAS1,580.322841171,477.961966561,580.322841171,495.79573627,445.617285753,66.5693321057,445.617285753,72.298071738
OAS2,174.136852811,163.110218926,174.136852811,150.614150609,142.299274087,39.2748304808,142.299274087,43.0854595637
OAS3,175.947268478,140.691651684,175.947268478,126.832477088,113.496807726,59.5886696853,113.496807726,66.129878717
OASL,136.690920536,87.9881697419,136.690920536,102.775574892,77.7054985395,41.0663926745,77.7054985395,39.6756660438
OAT,4122.84242184,3828.33627255,4122.84242184,3863.23285038,3333.82085394,2984.05280549,3333.82085394,3012.07757928
OAZ1,3600.59468008,3745.70719523,3600.59468008,3745.70719523,3366.55359556,3085.37740021,3366.55359556,3108.12892247
OAZ2,332.487348848,322.59163348,332.487348848,307.660082832,297.465779105,154.425136643,297.465779105,150.233686787
OAZ3,24.6388266011,26.0859061655,24.6388266011,24.7493426937,24.766019409,26.0552142023,24.766019409,26.4166413592
OBFC1,65.8951350548,67.296015646,65.8951350548,74.2872836154,74.2491019013,81.6331107425,74.2491019013,79.4334769479
OBFC2A,153.81547417,127.189616116,153.81547417,121.565698342,113.771560351,89.2778246887,113.771560351,94.1952462975
OBFC2B,27.613713062,29.4023093843,27.613713062,25.158874136,22.3625048133,23.316302902,22.3625048133,24.7843794637
OBP2A,24.8073140337,23.0523164011,24.8073140337,28.6386138316,22.3849092131,21.6409284635,22.3849092131,24.3948147749
OBP2A ,22.1824457352,21.4151322261,22.1824457352,21.3242070943,21.0705790191,21.4072505226,21.0705790191,22.2040083548
OBP2B,12.9499395724,14.1747524303,12.9499395724,15.9064224689,15.8147046849,14.1305970582,15.8147046849,16.1853457166
OBSCN,19.0197008404,20.2232605247,19.0197008404,18.70783582,17.7883361096,18.7920059554,17.7883361096,18.2555207837
OBSL1,42.5332811299,42.257556226,42.5332811299,42.374254553,47.2191490292,40.2297891619,47.2191490292,39.7326702426
OCA2,16.5643138444,14.706561404,16.5643138444,13.3851809406,13.4943615454,13.892662912,13.4943615454,13.1846031753
OCEL1,38.8232748023,45.5352055747,38.8232748023,49.0894820271,50.8127419677,42.2352520906,50.8127419677,36.5011546215
OCIAD1,458.488483531,448.822159331,458.488483531,471.008119739,490.027607084,521.020374975,490.027607084,493.725620917
OCIAD2,2036.17004955,1978.73972652,2036.17004955,2076.41257464,1782.38795884,1962.59646452,1782.38795884,1912.36781551
OCLM,23.1274847767,19.3620006025,23.1274847767,22.7341847422,22.4811222661,21.5198852238,22.4811222661,24.2850171699
OCLN,36.5876501928,38.9927302304,36.5876501928,38.6463836598,45.4798663878,99.6523016127,45.4798663878,119.01940838
OCM ,17.4255119526,15.7324063399,17.4255119526,24.5008062283,15.7822897812,16.8435729393,15.7822897812,16.4830918412
OCR1,17.2876597134,19.6255463865,17.2876597134,17.3849989578,17.5541245544,24.2303059465,17.5541245544,20.6622066524
OCRL,211.665499468,240.311961023,211.665499468,236.453062182,253.185919691,258.4240888,253.185919691,286.520687055
ODAM,14.4422135297,13.0615256982,14.4422135297,12.5756210369,12.4868826928,13.14186701,12.4868826928,11.5970223636
ODC1,254.187035751,259.137001919,254.187035751,272.583600738,260.261122742,179.702751384,260.261122742,179.475352183
ODF1,17.8561303212,19.602444902,17.8561303212,16.5033014659,22.0191853955,15.3035952521,22.0191853955,19.0376629695
ODF2,58.1664205609,65.1925485397,58.1664205609,64.5364023639,56.8774420405,62.0490712445,56.8774420405,55.6999662595
ODF2L,48.6944423983,48.0473859633,48.6944423983,48.3204698355,44.575216744,30.1316136114,44.575216744,29.0773782646
ODF3,22.4411548578,23.7094502529,22.4411548578,23.3307934557,25.5411531672,21.5678424864,25.5411531672,20.4226604211
ODF3B,27.9997925813,26.9851556261,27.9997925813,23.4884527891,27.8618933216,34.0859613263,27.8618933216,27.7680210958
ODF3L1,16.9088954923,14.6732563025,16.9088954923,12.7247021045,13.2871352752,13.6214251452,13.2871352752,11.7059229558
ODF3L2,20.4028333454,19.3242346419,20.4028333454,21.265468464,18.0316104995,18.9508229849,18.0316104995,19.7635851685
ODF4,22.9053464134,23.584927918,22.9053464134,23.0934506983,22.0560247429,25.0396883665,22.0560247429,21.4072505226
ODZ1,13.2493177945,14.1785526184,13.2493177945,15.7409359791,15.0401240472,14.0052374893,15.0401240472,15.0706602539
ODZ2,2407.42238584,2780.06738829,2407.42238584,2695.14423098,2687.21121337,2483.08334154,2687.21121337,2444.89193485
ODZ3,28.840223057,26.2612520896,28.840223057,30.8209057935,28.1828429526,30.9487865528,28.1828429526,34.5561767364
ODZ4,101.595884605,102.404673656,101.595884605,106.643954043,101.191471831,99.746014014,101.191471831,96.1491529859
OFCC1,17.9815842479,18.7492624506,17.9815842479,18.3603302203,18.0666690662,19.550743038,18.0666690662,19.5408874532
OFD1,81.7693178491,106.146531008,81.7693178491,118.137632609,111.759851316,199.995129329,111.759851316,225.741534292
OGDH,47.3067929999,44.8111756063,47.3067929999,37.8388827529,40.9417980794,45.3213233315,40.9417980794,50.4181167555
OGDHL,21.9146890176,20.830858771,21.9146890176,19.7756460234,24.3606437083,22.347343099,24.3606437083,21.450650423
OGFOD1,151.928576669,145.923263655,151.928576669,148.906069513,139.913443335,128.51564386,139.913443335,132.091046999
OGFOD2,50.6561096962,52.6903274054,50.6561096962,59.1907683063,56.473851409,56.7863676833,56.473851409,54.3523812092
OGFR,75.4562752713,75.5478644259,75.4562752713,57.0511371662,58.5104737312,68.4813302893,58.5104737312,67.5292716727
OGFRL1,109.139122266,115.929363276,109.139122266,123.994371464,125.086334958,114.988271159,125.086334958,116.657434301
OGG1,43.9719258285,45.5927826308,43.9719258285,45.036820423,42.0478941318,49.2162822587,42.0478941318,49.0640755197
OGN,11.634977495,11.3627404502,11.634977495,12.0419285002,10.9637515844,11.5334495065,10.9637515844,11.8596329863
OGT,174.337264408,217.996793281,174.337264408,202.57755031,205.545899949,202.364763018,205.545899949,193.859468906
OIP5,66.2223588012,65.9451580965,66.2223588012,61.1539026129,43.3237133311,20.7485023098,43.3237133311,20.6486029845
OIT3,12.5321634572,10.4050748108,12.5321634572,11.5352311101,11.6074302126,11.1613086843,11.6074302126,11.4373650135
OK,18.6767738103,18.3503553489,18.6767738103,17.7082583368,19.1174914778,18.0110762254,19.1174914778,16.0251140827
OLA1,213.933108673,216.423227283,213.933108673,218.705035363,196.772374609,204.561453211,196.772374609,201.769130546
OLAH,14.2738051259,13.6066438238,14.2738051259,14.0238466817,13.5716011723,13.7225948305,13.5716011723,14.1596279824
OLFM1,23.4488245761,23.5328729167,23.4488245761,22.5925574242,21.9924028281,21.0474308731,21.9924028281,22.3625048133
OLFM2,13.4960858632,13.4299466273,13.4960858632,14.7275418032,13.9367268652,15.2533669352,13.9367268652,14.1738105633
OLFM3,11.1082539497,11.4460256475,11.1082539497,11.9244644359,11.6663736405,11.0339447418,11.6663736405,10.641803406
OLFM4,11.8610236914,11.6487372821,11.8610236914,11.5260166229,11.4080270421,11.7701543801,11.4080270421,11.9257382149
OLFML1,24.3822154947,20.9634706777,24.3822154947,20.5937033679,18.8147311048,20.6254510689,18.8147311048,19.3428253652
OLFML2A,41.718327057,42.1142872678,41.718327057,48.488557448,217.996793281,173.694328383,217.996793281,173.806367959
OLFML2B,15.1231578144,17.0754213199,15.1231578144,18.0329617047,17.6645081376,18.4644696898,17.6645081376,18.7477936306
OLFML3,36.87473172,34.997349293,36.87473172,32.5995859204,39.148746626,36.9853321479,39.148746626,42.2703740747
OLIG1,16.4496506594,14.5133342874,16.4496506594,14.6905052271,14.9961087744,15.8155592264,14.9961087744,16.0699840878
OLIG2,12.8548143692,13.1478571127,12.8548143692,13.5890711738,14.3340244748,14.7624664433,14.3340244748,13.0373154161
OLIG3,12.1984696088,11.570779861,12.1984696088,10.2803205274,11.2857367186,14.1139596656,11.2857367186,11.8013960665
OLR1,11.8487645416,11.6971647674,11.8487645416,11.7504114707,12.4868826928,13.0240669126,12.4868826928,12.5552356534
OMA1,278.081281678,244.644842332,278.081281678,257.987709188,247.035435351,314.059592527,247.035435351,299.65286382
OMD,14.341952699,14.1049458537,14.341952699,15.0747994322,15.9670164917,15.1828338782,15.9670164917,14.1015059927
OMG,16.9378208573,19.0470548891,16.9378208573,20.1633415587,17.9652782266,15.3110425207,17.9652782266,16.7520589168
OMP,20.0326105448,16.5033014659,20.0326105448,24.4294833702,17.3877014513,17.1302279039,17.3877014513,16.5883424458
ONECUT1,14.5512911195,15.1465976475,14.5512911195,18.9664514916,13.3183679244,11.9717959217,13.3183679244,14.3991434407
ONECUT2,15.2074826317,14.3754000521,15.2074826317,13.9958099293,14.538996881,13.8717071862,14.538996881,14.7926081355
ONECUT3,17.3980455037,20.2098524341,17.3980455037,19.6169071988,17.3514647925,20.1171531885,17.3514647925,17.2753918935
OOEP,24.1062338705,29.6441057792,24.1062338705,28.3076738913,28.3600060999,27.1819103406,28.3600060999,23.8049596133
OPA1,102.64712031,105.00512878,102.64712031,101.99399276,101.807625317,95.1366373784,101.807625317,97.1933351685
OPA3,33.1295261055,29.7920629735,33.1295261055,32.057398237,29.9106629703,24.5359909271,29.9106629703,24.2714897824
OPALIN,16.1000609524,17.5061249149,16.1000609524,15.8799774845,16.6645419723,20.9666248688,16.6645419723,15.5639578573
OPCML,14.3182808875,14.660862264,14.3182808875,15.3539270918,14.268567306,15.0636503906,14.268567306,14.3569320466
OPHN1,1087.06252198,995.882373111,1087.06252198,1089.00238122,1096.07558981,1451.49754146,1096.07558981,1457.64445246
OPLAH,34.278906345,32.0617994241,34.278906345,37.6883261762,28.6376507475,29.3356031302,28.6376507475,31.176317132
OPN1LW ,17.900021969,18.8657757898,17.900021969,19.2040123434,16.2900088119,17.2445965986,16.2900088119,16.4932418164
OPN1SW,15.6708300452,15.4344427475,15.6708300452,22.2962909151,15.607044812,15.6678366677,15.607044812,15.6238073825
OPN3,346.3884316,381.922623563,346.3884316,435.059421043,339.895207919,312.931119431,339.895207919,308.898043628
OPN4,20.71461725,21.2396300952,20.71461725,26.0472022444,20.2370903998,21.7598858656,20.2370903998,20.8347711864
OPN5,18.7788945205,20.1466088796,18.7788945205,16.9894853084,18.8693499012,20.8032104979,18.8693499012,18.5453138235
OPRD1,20.9660755357,16.2442135364,20.9660755357,14.8793202258,19.5117834,19.4484905034,19.5117834,20.0917567843
OPRK1,13.1691958615,13.1716631678,13.1691958615,15.4933297739,13.3200017179,12.7797371054,13.3200017179,12.6972785289
OPRL1,17.2804145257,17.6272036738,17.2804145257,14.8818574819,16.5149816991,17.4966005747,16.5149816991,18.2431957696
OPRM1,12.1379980139,12.5227402941,12.1379980139,12.2173714973,13.0426389818,12.1106952831,13.0426389818,12.9445469842
OPTC,15.7486155592,13.6342417384,15.7486155592,14.2176794418,16.2053668561,15.3156925241,16.2053668561,14.1541159104
OPTN,741.491822561,851.369089337,741.491822561,878.983319731,973.533297452,1013.44604836,973.533297452,1033.109814
OR10A3,18.0798713561,25.4419586108,18.0798713561,22.8115203076,20.7538345177,18.8887827668,20.7538345177,18.8868207655
OR10A4,15.3841114698,15.4750080737,15.3841114698,18.4530776943,15.5540619959,18.3693429347,15.5540619959,15.9546229922
OR10A5,14.4348247725,17.4828195517,14.4348247725,16.15633456,19.1672334955,16.3266505996,19.1672334955,16.2683621251
OR10C1,20.2106146414,23.0434456169,20.2106146414,20.2195536162,22.5391052097,26.0693528044,22.5391052097,20.0136857495
OR10D1P,20.4401895101,24.8850889572,20.4401895101,22.3839652353,21.2985859443,20.7782435447,21.2985859443,21.714276492
OR10D3P,24.406286082,25.6586278776,24.406286082,27.7994052215,27.3255081575,27.2894374709,27.3255081575,27.6805884241
OR10H1,18.652053093,20.3647962519,18.652053093,22.1599399855,17.6578331911,20.150205521,17.6578331911,17.0311938451
OR10H2,14.5848438221,14.5073538539,14.5848438221,13.1041210371,14.4254555521,12.9852341571,14.4254555521,14.1541159104
OR10H3,26.4490433256,26.2729592644,26.4490433256,18.0439046547,26.9691785908,23.0036463664,26.9691785908,20.5452609598
OR10J1,39.0190845009,42.1142872678,39.0190845009,38.8529118192,36.022677041,39.8926897336,36.022677041,38.0694344
OR11A1,17.449141549,16.1047643767,17.449141549,17.1705246826,16.6755677974,14.0739329265,16.6755677974,16.3569813824
OR12D2,32.2338053803,32.9547195505,32.2338053803,35.3304785284,31.17406368,29.4939985179,31.17406368,32.690280999
OR12D3,29.1499300036,31.3472706083,29.1499300036,28.3076738913,33.3473643073,31.381189476,33.3473643073,34.584970672
OR12D3 ,10.965142561,11.427587412,10.965142561,15.033491454,12.9435646676,12.0933922724,12.9435646676,12.3531389474
OR13C4,19.8090671144,20.62907166,19.8090671144,20.3949560279,19.6458047673,21.4386359796,19.6458047673,20.8808466953
OR14J1,18.3721051589,18.8424187288,18.3721051589,17.3216057367,18.0907817733,19.2961436436,18.0907817733,19.4277177289
OR1A1,21.0129746253,21.9986992795,21.0129746253,23.1204296595,21.8683548401,20.4866386936,21.8683548401,19.3926237964
OR1A2,13.196568097,14.9393538018,13.196568097,16.2667109139,13.4883538026,14.087779156,13.4883538026,15.3953797186
OR1C1,15.9294190531,15.3380802223,15.9294190531,15.1707691733,18.5748640314,17.7731163313,18.5748640314,15.101842123
OR1D2,21.3972823465,25.5845855813,21.3972823465,22.6535448888,22.0383091248,19.8285619141,22.0383091248,22.5836980087
OR1D4 ,11.911107031,14.4683301866,11.911107031,12.9595397995,12.0198970554,13.6800550766,12.0198970554,13.4784019383
OR1E1,15.5343759002,13.3791740005,15.5343759002,14.3628589149,14.2817672472,11.8089200115,14.2817672472,12.8879768782
OR1E1 ,17.039305364,17.1352803069,17.039305364,17.3308274448,15.983154936,15.3749988204,15.983154936,17.3881452872
OR1F1,31.8070463177,30.903803498,31.8070463177,31.1008573604,28.4303892187,30.7780624164,28.4303892187,33.4658849257
OR1F2P,24.6011914377,23.8735996722,24.6011914377,33.4684577455,24.3948147749,23.1555272529,24.3948147749,25.3417406869
OR1G1,16.3465413573,16.0480385374,16.3465413573,15.033491454,15.1732724724,15.0344513626,15.1732724724,14.9017220933
OR1I1,37.1371947826,37.2231238719,37.1371947826,45.9301124117,40.8346704787,31.2525289329,40.8346704787,39.0418399302
OR1J2,36.6528419597,36.2025826361,36.6528419597,30.2996604927,30.4748706691,32.1048948733,30.4748706691,29.1438564431
OR1J4,17.1138133801,16.699761841,17.1138133801,15.5609879969,16.247018109,16.2349270682,16.247018109,16.3044183558
OR1Q1,14.647366509,15.6099647253,14.647366509,15.2395731883,14.6747365097,14.9295671375,14.6747365097,15.1714912604
OR2A20P ,33.1465195477,40.0927689174,33.1465195477,45.2193584241,40.0557529782,49.3803783682,40.0557529782,57.8447402739
OR2A4,21.9742373841,22.7710903496,21.9742373841,19.9738539436,21.5481230463,22.6551519611,21.5481230463,23.4189719909
OR2B2,14.5944899238,18.3572702386,14.5944899238,18.5824632237,17.8762575735,16.0813486583,17.8762575735,15.5157320642
OR2B3,15.0195534929,16.9228378244,15.0195534929,14.9478667025,16.5265219471,15.2878810541,16.5265219471,14.3508689991
OR2B6,14.540514127,15.4593189605,14.540514127,16.3955573785,13.7923131892,14.7675407427,13.7923131892,14.7729554117
OR2C1,20.8094907032,15.7324063399,20.8094907032,17.498435649,16.6942749183,16.8244721127,16.6942749183,16.7671215339
OR2C3,15.0951056825,13.8585919789,15.0951056825,17.6666405956,15.0572449277,16.3984745055,15.0572449277,16.6608218051
OR2F1,18.1415571311,18.7015832423,18.1415571311,15.9532504608,16.6576008253,14.5944899238,16.6576008253,19.6477529904
OR2F1 ,11.9719918442,13.5275524055,11.9719918442,14.6605449284,12.8451057336,13.0155923363,12.8451057336,13.1328055086
OR2F2,13.9513314514,12.9054113552,13.9513314514,14.640143488,12.9333786724,12.2657674544,12.9333786724,12.1470925568
OR2H1,16.4550857244,16.3449198633,16.4550857244,17.7451506014,16.5057274963,17.2033330589,16.5057274963,16.816113065
OR2H2,14.4654884571,13.8870518078,14.4654884571,14.4463083145,14.2172458631,13.6006736909,14.2172458631,13.8116628492
OR2J2,16.5977482689,15.3769603034,16.5977482689,13.4340746692,15.3539270918,14.9780911582,15.3539270918,15.4430949994
OR2J3,15.0833448378,16.7298422075,15.0833448378,15.0483907383,13.039162442,13.692554647,13.039162442,13.5368787318
OR2K2,17.1421185499,18.3726767272,17.1421185499,17.9160050278,17.5929075954,17.541765676,17.5929075954,16.2208641093
OR2L13,10.4338060343,10.7448400843,10.4338060343,11.1392479069,9.81307483129,10.5575671327,9.81307483129,11.0800338641
OR2L1P,16.9677479427,21.3195436188,16.9677479427,21.5796624181,17.3216057367,19.2314058974,17.3216057367,20.6964023803
OR2L2,13.0017495456,13.0238339634,13.0017495456,13.4198857733,12.4759510405,12.1496404857,12.4759510405,12.9111370044
OR2M4,12.8210901409,13.3330324011,12.8210901409,14.7391492521,13.2705891115,13.8655207388,13.2705891115,13.6081182491
OR2S2,21.533555628,21.2217455112,21.533555628,23.7321313936,20.2052560909,21.6920991123,20.2052560909,20.7797524105
OR2W1,19.1703930733,21.8461639071,19.1703930733,16.3410807013,19.5574818105,15.7915170608,19.5574818105,18.2695846477
OR2W3,13.8898256923,14.8295871457,13.8898256923,14.8980699634,15.2929956964,13.4051769449,15.2929956964,14.1294783651
OR3A1,15.3133082287,14.1394279942,15.3133082287,18.3572702386,15.8974427621,15.7026582678,15.8974427621,15.5157320642
OR3A2,12.5859520921,13.3391632909,12.5859520921,14.8116571887,12.669808812,13.4152333541,12.669808812,13.0550387585
OR3A3,23.8720045524,33.5008810421,23.8720045524,29.3048935318,28.0343421183,29.0122721938,28.0343421183,33.8734218847
OR4C1P,23.9543218099,19.6255463865,23.9543218099,18.8785909315,22.1526836501,22.6718218995,22.1526836501,22.5509234427
OR4D1,22.2978325869,23.3307934557,22.2978325869,23.9665082815,23.4911996597,21.7636812661,23.4911996597,20.9572135672
OR4D2,21.2746731952,27.3183299784,21.2746731952,24.9215070264,29.1239686504,27.075884553,29.1239686504,22.5784097089
OR4F16 ,45.1552694475,42.6398925097,45.1552694475,42.1374340913,40.3518413965,36.65706295,40.3518413965,39.0418399302
OR51B2,26.7320545369,30.095270296,26.7320545369,27.3720064128,30.7273263162,30.9798779575,30.7273263162,29.2175483118
OR51B4,18.1959956028,19.1471661903,18.1959956028,15.8625532949,15.6903040562,18.9000394203,15.6903040562,16.6410939574
OR51B5,19.632883732,18.7225614296,19.632883732,17.3169920227,16.6682641089,19.1754515381,16.6682641089,21.2412046483
OR51B6,27.8536584214,22.8841681899,27.8536584214,20.8838459674,23.3460662091,27.0207563785,23.3460662091,27.5406272737
OR51E1,15.4180734164,17.2935024074,15.4180734164,18.9062902562,15.4554116406,15.4903229608,15.4554116406,16.0306515436
OR51E2,16.4962426809,16.3823039496,16.4962426809,15.0598917283,15.7580294782,15.6599205567,15.7580294782,14.3685927969
OR51I1,42.6627617567,48.4314177439,42.6627617567,40.514948029,46.8404302788,49.3384395858,46.8404302788,37.5657779484
OR51I2,19.0672727603,16.7484808301,19.0672727603,16.1152054628,18.214916201,17.3782583538,18.214916201,20.3839500988
OR51J1,24.9032646413,20.9634706777,24.9032646413,23.6259206665,22.3764519097,26.8959101121,22.3764519097,24.022979658
OR51M1,36.0642906591,40.1595569536,36.0642906591,55.7867326948,32.4716132697,32.576441768,32.4716132697,34.8150391394
OR52A1,16.9625013084,19.6898499524,16.9625013084,17.5555946107,17.0638532309,14.4336073964,17.0638532309,16.673860312
OR52D1,23.3328708773,27.8929522878,23.3328708773,24.6615063544,29.2539631913,32.0758822013,29.2539631913,32.9007293986
OR52K3P,11.0249597747,13.2688845887,11.0249597747,10.9970613568,12.8210901409,10.8899441548,12.8210901409,10.3308026046
