SYMBOL,Norm.y.6,Tumour_24h_01micromol_Retinoic.acid,Norm.y.7,Tumour_24h_1micromol_Retinoic.acid,Norm.x.7,Tumour_48h_01micromol_Retinoic.acid,Norm,Tumour_48h_1micromol_Retinoic.acid
RTN4,1249.81772808,1300.02365705,1249.81772808,1331.05428718,1341.17274016,1580.82389969,1341.17274016,1584.74089148
RTN4IP1,131.987981751,122.511158713,131.987981751,116.739712155,119.543723796,106.436015974,119.543723796,108.895761933
RTN4R,31.6121891032,32.6094973018,31.6121891032,36.7713364018,30.1687819042,37.0175120332,30.1687819042,34.8119221448
RTN4RL1,26.537857623,22.3994366414,26.537857623,25.9076758129,44.8953938511,20.6109235136,44.8953938511,20.9120528442
RTN4RL2,13.5776419526,15.0840363799,13.5776419526,13.2191976163,13.4943615454,13.2984991629,13.4943615454,12.8080280571
RTP1,13.7211528995,13.2038814651,13.7211528995,12.9971042444,12.8383983333,12.8269104812,12.8383983333,13.2875616943
RTP3,18.5772167446,19.5185805503,18.5772167446,21.4386359796,21.9742373841,20.6237567184,21.9742373841,20.996863941
RTP4,21.9287925086,38.6573145714,21.9287925086,20.7920761178,28.5845300364,35.5514883138,28.5845300364,30.0326386551
RTTN,94.5762518268,106.751321118,94.5762518268,110.137316893,90.3597248715,91.8097226472,90.3597248715,102.431724449
RUFY1,102.916064425,98.6971940958,102.916064425,87.9247635438,111.670896972,104.590127733,111.670896972,95.5651623334
RUFY2,38.0542555301,36.6327184647,38.0542555301,36.9629127657,31.8015002711,42.2966861878,31.8015002711,39.6827225082
RUFY3,61.4327532668,56.4102459141,61.4327532668,55.3999984479,56.5493688402,68.1994994411,56.5493688402,70.0450670119
RUNDC1,54.0571019636,50.2033122524,54.0571019636,52.448720833,54.4517534887,49.6938720614,54.4517534887,50.6243489262
RUNDC2A,38.2367598183,34.0208254399,38.2367598183,32.6476676392,37.2231238719,35.7727497162,37.2231238719,35.0002108336
RUNDC2B ,12.5555831585,13.1119532128,12.5555831585,12.974528277,11.7873817189,11.7931677912,11.7873817189,12.5851375171
RUNDC2C,15.8971439128,16.7687400101,15.8971439128,16.3159562254,16.4171028795,18.1323599455,16.4171028795,17.2694258175
RUNDC3A,31.9218796208,32.5394623827,31.9218796208,35.4564231196,34.938588021,41.8589481288,34.938588021,36.7781567292
RUNDC3B,12.8637418778,13.1049220945,12.8637418778,12.11865778,15.3942480991,13.8847924365,15.3942480991,13.6087504787
RUNX1,34.7861322233,40.2063316812,34.7861322233,43.1381398923,26.7114822096,40.3404744228,26.7114822096,42.2393590202
RUNX1T1,15.6056838909,16.0991312379,15.6056838909,15.7003904921,15.2788896542,15.149627179,15.2788896542,15.9018526545
RUNX2,23.2740393189,23.9886203734,23.2740393189,24.1050291277,23.5595721122,28.1752785843,23.5595721122,25.0212186354
RUNX3,18.9076292532,19.0519897356,18.9076292532,19.4190561144,18.9398549159,18.6075078835,18.9398549159,18.953383658
RUSC1,240.953276907,305.700539756,240.953276907,292.509613494,291.31661367,269.797114819,291.31661367,285.335526927
RUSC2,53.9164779062,62.3046163095,53.9164779062,54.8629798193,60.7163476325,82.2774638323,60.7163476325,67.8375433978
RUVBL1,752.14613357,590.758429193,752.14613357,562.332939372,439.220272208,376.636336592,439.220272208,379.006357674
RUVBL2,269.698503914,264.576424699,269.698503914,275.601448183,222.168090582,203.612838469,222.168090582,209.498331164
RWDD1,139.839180219,139.283318742,139.839180219,141.535257565,134.516029371,135.307766915,134.516029371,132.758193243
RWDD2A,26.4077502187,22.7865380287,26.4077502187,25.495411896,22.1619167119,24.1451528389,22.1619167119,27.1003797715
RWDD2B,168.982514243,152.372693823,168.982514243,132.974346036,158.627454023,134.833772498,158.627454023,136.222905675
RWDD3,197.947646377,241.036593794,197.947646377,193.486141119,197.530827472,278.081281678,197.530827472,296.397454842
RWDD4A,403.89346853,369.514591942,403.89346853,333.955372348,419.83077379,338.483979721,419.83077379,309.65168588
RXFP1,13.1188131049,13.1324124911,13.1188131049,13.5117291678,12.4303517504,13.1542364668,12.4303517504,12.0501551519
RXFP2,16.0928310502,17.5290728461,16.0928310502,16.6637954218,16.7711334925,20.9726972434,16.7711334925,20.3214148758
RXFP3,18.0134134876,16.0529493599,18.0134134876,15.5346323036,17.0191469702,13.9991246714,17.0191469702,14.2072203884
RXRA,117.817386044,123.844952997,117.817386044,120.561343276,168.57420618,162.788952345,168.57420618,142.480720634
RXRB,60.2591060121,57.9959935531,60.2591060121,61.2365917544,59.8156593554,60.1753666859,59.8156593554,61.7642220635
RXRG,13.7120293338,12.3205834016,13.7120293338,15.9311211145,15.017864933,13.0022778598,15.017864933,16.2105575809
RYBP,275.792108708,305.935182802,275.792108708,336.762029966,362.415514461,367.516791058,362.415514461,357.9181819
RYK,658.568092976,671.31844359,658.568092976,671.31844359,657.050651201,643.084168655,657.050651201,626.186929131
RYR1,27.1454876533,29.0378597051,27.1454876533,28.840223057,29.4359203737,28.5305263682,29.4359203737,29.4405188148
RYR2,12.671642224,12.5832410543,12.671642224,13.2921602753,12.3531389474,13.3830489758,12.3531389474,12.7377930908
RYR3,10.5961094713,12.4924349477,10.5961094713,10.7812619196,11.8600500145,11.2062259043,11.8600500145,11.0837624869
S100A1,26.3310400515,23.0150007082,26.3310400515,24.5862121791,23.50056391,23.8720045524,23.50056391,21.999983545
S100A10,7237.58024193,7237.58024193,7237.58024193,6779.48944837,7102.4142383,7037.59051979,7102.4142383,7167.87146964
S100A11,4690.78156023,4284.47261071,4690.78156023,4267.25818236,4709.111184,4636.39680939,4709.111184,4660.61787771
S100A12,14.1751183273,13.6581787615,14.1751183273,15.9311211145,15.0702019824,19.7244159433,15.0702019824,17.5064071804
S100A13,241.703330861,240.400221944,241.703330861,249.698077225,241.486745175,245.014462573,241.486745175,239.63953607
S100A14,3904.70915127,4616.68935113,3904.70915127,4616.68935113,4690.78156023,4362.35334976,4690.78156023,4679.42825521
S100A16,4616.68935113,4558.28159905,4616.68935113,4771.64301806,4302.23457981,4412.04573791,4302.23457981,4477.43340129
S100A2,9002.2520518,9002.2520518,9002.2520518,9002.2520518,8369.81243844,9002.2520518,8369.81243844,9002.2520518
S100A3,103.217873376,108.729685858,103.217873376,96.763993577,75.2860924198,102.150536778,75.2860924198,95.0219084947
S100A4,200.269027282,144.524049883,200.269027282,123.88331481,332.323614237,201.966579939,332.323614237,206.106705993
S100A5,22.8692120522,16.8399048612,22.8692120522,14.0235220779,17.88764425,16.7919622071,17.88764425,16.03206544
S100A6,666.193101555,550.675742282,666.193101555,538.865223687,839.328698452,623.359638618,839.328698452,748.27256176
S100A7,15.4479113048,160.36580559,15.4479113048,113.752682584,24.2343946849,228.899999717,24.2343946849,247.761492137
S100A7A,17.2723157133,19.0792153841,17.2723157133,19.3959776033,18.8082744018,19.5713080939,18.8082744018,16.8503284142
S100A8,377.558800768,321.545405967,377.558800768,320.332000319,1151.24509386,709.746499452,1151.24509386,586.887328561
S100A9,536.636216648,654.357886594,536.636216648,684.87907635,1631.0653746,968.548478593,1631.0653746,993.457085934
S100B,15.3942480991,15.4180734164,15.3942480991,15.2170624494,15.1964521546,14.7983376336,15.1964521546,15.3769603034
S100G,17.1475024483,14.4230047949,17.1475024483,15.5346323036,15.5358332461,17.7172549807,15.5358332461,15.722685839
S100P,35.2037585399,34.3395511797,35.2037585399,29.5898962396,32.6301607896,44.6149200846,32.6301607896,44.0046241618
S100PBP,164.996655239,160.551189696,164.996655239,165.55141895,179.520693661,191.815269228,179.520693661,207.03198539
S100Z,16.0229476961,14.875199518,16.0229476961,14.4401059128,13.4414019742,14.3566165642,13.4414019742,12.9514122203
S1PR1,84.6924672962,70.7819865577,84.6924672962,61.213767843,42.9447271438,41.5120318683,42.9447271438,46.0260598328
S1PR2,34.2976738908,32.4574358662,34.2976738908,34.5085891491,34.6652351671,32.2825404144,34.6652351671,35.4798648224
S1PR3,66.5143315593,75.2474782862,66.5143315593,76.8000885675,63.7539401193,62.4363309214,63.7539401193,52.609054996
S1PR4,33.2199550033,30.2534485671,33.2199550033,26.8540668034,27.0220012695,28.3277861329,27.0220012695,27.5324130576
S1PR5,32.4904508953,34.8846500261,32.4904508953,33.5008810421,39.4435130787,45.7940162243,39.4435130787,35.5118032829
SAA1 ,244.084973491,315.506634803,244.084973491,310.583788344,417.241002503,382.495846266,417.241002503,361.674363104
SAA3P,14.3669651617,14.1098450196,14.3669651617,12.8179156119,15.104510293,13.2766846741,15.104510293,13.2713736189
SAA4,30.5495658269,26.4823667053,30.5495658269,32.192799685,29.0265990979,27.1836287104,29.0265990979,31.765410641
SAAL1,231.894848178,227.869060899,231.894848178,233.639528523,155.173907102,155.531915841,155.173907102,157.616934794
SAC3D1,248.602458534,214.043928499,248.602458534,189.215363084,258.484382385,167.959269009,258.484382385,171.8014738
SACM1L,503.8374284,476.999126158,503.8374284,436.354756237,461.106284357,471.890598791,461.106284357,492.253652337
SACS,539.479629264,417.42253869,539.479629264,450.030348654,293.003228714,330.435375114,293.003228714,338.801064029
SAE1,202.364763018,201.966579939,202.364763018,200.866693155,195.712920333,182.745427274,195.712920333,176.139058484
SAFB,61.0168498996,60.388620163,61.0168498996,59.0711879472,52.9990846645,48.0538069813,52.9990846645,43.18665887
SAFB2,93.0291612447,90.6896789174,93.0291612447,95.1951816545,102.95010263,85.652170015,102.95010263,82.4346292347
SAG,17.3980455037,15.0473067431,17.3980455037,15.0317336941,16.1508110491,14.9390082466,16.1508110491,14.5930874005
SAGE1,10.0172190619,11.0306324101,10.0172190619,10.9286012101,11.2565582709,11.5612424312,11.2565582709,12.2086886766
SALL1,11.6894915525,11.4424258889,11.6894915525,11.7587038927,11.7507343747,12.8767622178,11.7507343747,11.8228552213
SALL2,70.4033618553,64.7300141563,70.4033618553,74.7463732884,110.924628942,81.3457584959,110.924628942,67.9597797076
SALL3,21.1232445457,21.1378702045,21.1232445457,18.9303151248,18.3537105972,20.6005845094,18.3537105972,19.431451337
SALL4,21.1158392299,18.1975194242,21.1158392299,22.3034525737,18.8073600386,20.7822694149,18.8073600386,21.3065238142
SAMD1,30.5614649825,27.0889486061,30.5614649825,27.6001531152,29.6388271763,23.3667317926,29.6388271763,27.7219942842
SAMD10,23.4544382763,28.320715849,23.4544382763,25.248069138,24.5359909271,25.8032165554,24.5359909271,24.9784374499
SAMD11,39.6478768771,46.866786695,39.6478768771,42.6667031516,39.6645581915,43.8648239694,39.6645581915,43.2804996897
SAMD12,12.0311719521,12.4388250669,12.0311719521,12.6146268611,12.3728343808,12.3708112972,12.3728343808,11.6290753867
SAMD13,26.2069441261,28.9688917414,26.2069441261,32.0343791915,41.4559001211,28.9894548665,41.4559001211,27.4330425851
SAMD14,23.1555272529,20.7454508084,23.1555272529,23.4366148928,22.1953074171,21.4151322261,22.1953074171,22.5353995241
SAMD3,12.7505235084,12.633366614,12.7505235084,13.1262586281,13.3172914945,13.018601602,13.3172914945,12.5490978618
SAMD4A,80.4742712189,75.3535726956,80.4742712189,86.3748024336,56.4102459141,84.0474731832,56.4102459141,85.8973065971
SAMD4B,35.2569361297,34.0614820118,35.2569361297,32.6967138645,35.5692351084,35.6579038209,35.5692351084,37.9926007909
SAMD5,26.5719106414,24.2971572726,26.5719106414,23.6649619023,27.2111638725,25.4234545522,27.2111638725,25.0608005681
SAMD8,127.521327396,146.405617453,127.521327396,142.240625855,155.414837985,150.407114132,155.414837985,170.187573423
SAMD9,279.738669062,410.171132848,279.738669062,459.790490826,208.368006896,550.675742282,208.368006896,539.479629264
SAMD9L,80.3970273726,101.402648165,80.3970273726,92.5336753456,55.6254403538,96.8799028039,55.6254403538,77.2715001616
SAMHD1,223.490390491,223.490390491,223.490390491,202.57755031,108.3920364,153.741319747,108.3920364,114.764526992
SAMM50,101.742925266,106.146531008,101.742925266,96.3815139394,109.027944853,100.613991937,109.027944853,94.8327027567
SAMSN1,11.1559950232,11.2133089537,11.1559950232,11.3057500227,11.2368105598,11.0262468015,11.2368105598,11.1613086843
SAP130,96.763993577,107.965636628,96.763993577,91.8837348748,108.761380241,94.551234226,108.761380241,88.5435378778
SAP18,411.96331928,392.504631184,411.96331928,370.522262748,447.588370485,375.333935509,447.588370485,326.221149485
SAP30,61.6051561396,61.4327532668,61.6051561396,61.9467128843,45.8202002059,49.942435096,45.8202002059,54.8225245305
SAP30BP,234.847733201,229.961191664,234.847733201,216.664452692,152.372693823,199.995129329,152.372693823,216.932454043
SAP30L,40.0174135728,38.2616013191,40.0174135728,41.8397338431,43.3049360968,43.4226287074,43.3049360968,44.0176544373
SAPS1,62.4282499387,62.2782373133,62.4282499387,66.4738764149,55.0626102267,66.7749308777,55.0626102267,51.7040588373
SAPS2,35.51960303,34.1718598195,35.51960303,34.3727781055,30.6636488114,36.2427436085,30.6636488114,38.0495869961
SAPS3,231.198830128,219.20085447,231.198830128,233.895992787,208.674448753,204.91181066,208.674448753,227.585482758
SAR1A,349.851695053,334.75761118,349.851695053,379.21678633,348.063832529,339.8205261,348.063832529,304.450166545
SAR1B,163.967107351,160.50364543,163.967107351,151.423917919,155.348123979,144.801931018,155.348123979,148.029045182
SARDH,17.8478543476,20.2704605732,17.8478543476,18.9705064309,17.9051974618,17.393176338,17.9051974618,17.6797110028
SARM1,26.760830614,23.0288868493,26.760830614,20.7642557614,26.5690225605,21.5070759645,26.5690225605,25.4419586108
SARNP,285.335526927,283.513221835,285.335526927,276.138326342,306.28201997,279.886492341,306.28201997,295.706213393
SARS,321.785595466,341.870881688,321.785595466,298.756457421,383.438063828,397.759643297,383.438063828,450.665689495
SARS2,34.205333107,40.2020180431,34.205333107,34.2086622111,32.9575554967,39.2101282083,32.9575554967,28.8165967807
SART1,84.6703978157,75.8873553228,84.6703978157,72.7129348171,82.0324277486,71.7735183655,82.0324277486,70.9289015916
SART3,99.8589434236,104.840509297,99.8589434236,112.596333339,93.1713190957,90.3597248715,93.1713190957,87.2575168258
SASH1,71.0409369984,81.0232023301,71.0409369984,79.0987514663,109.986228788,114.647533436,109.986228788,96.6067101772
SASH3,15.8971439128,18.7477936306,15.8971439128,16.925362831,15.0370658412,19.3754764039,15.0370658412,17.929442209
SASS6,82.4716322205,80.2687274211,82.4716322205,54.3406038956,62.2297413296,46.0403752849,62.2297413296,62.2493806863
SAT1,3828.33627255,3573.67722531,3828.33627255,3500.29559441,4432.54488787,3928.66410698,4432.54488787,3886.30742703
SAT2,217.882469816,269.698503914,217.882469816,224.961005146,342.607743528,340.207137884,342.607743528,339.8205261
SATB1,63.5200921071,51.8496560891,63.5200921071,54.0678268433,95.5268288415,91.9675637286,95.5268288415,92.9166928668
SATB2,35.442558157,38.0694344,35.442558157,28.9653075225,39.5038177462,45.5586441981,39.5038177462,43.4176715026
SAV1,444.097702272,500.788881241,444.097702272,523.406884111,315.23160023,508.633691684,315.23160023,521.847153363
SBDS ,1335.80141917,1205.09266114,1335.80141917,1185.46955005,1161.56428213,1110.30845241,1161.56428213,1110.99793302
SBF1,35.2849431449,34.0383960473,35.2849431449,34.4608210865,36.9991155351,37.2668208674,36.9991155351,37.9502476033
SBF2,68.8819487298,61.7530200774,68.8819487298,63.5824409404,62.1261363065,72.0728487789,62.1261363065,71.2882497585
SBK1,25.2035722921,19.8980550589,25.2035722921,18.9526054133,25.8333409735,23.319401715,25.8333409735,22.4411548578
SBNO1,111.88654785,99.7933391404,111.88654785,105.644139428,101.683615714,100.177360917,101.683615714,98.7391201845
SBNO2,20.8638464003,19.4310484621,20.8638464003,19.2379626073,19.0548809234,19.8154043327,19.0548809234,19.8412333261
SBSN,50.5466155412,33.2106316077,50.5466155412,37.0025787541,85.4553767639,31.3090877458,85.4553767639,43.200965182
SC4MOL,3954.11842389,3559.07455036,3954.11842389,3460.2546231,3863.23285038,3793.73017389,3863.23285038,3778.07607657
SC5DL,218.983849033,200.594317513,218.983849033,174.817344768,243.864725971,231.262000405,243.864725971,206.656272944
SC65,36.6012824832,28.4228994674,36.6012824832,26.1770139196,31.2947100603,29.0433606294,31.2947100603,31.1785707469
SCAF1,17.2309245512,19.3771513363,17.2309245512,21.0506522161,16.0059552298,20.7454508084,16.0059552298,16.5499425696
SCAI,28.2553631963,24.7875071086,28.2553631963,25.395371544,32.8233496112,29.1158772143,32.8233496112,29.7670648821
SCAMP1,282.337246093,282.509881027,282.337246093,312.931119431,344.970161884,319.556800807,344.970161884,313.472532064
SCAMP2,167.120358953,173.440107751,167.120358953,168.434800489,183.233238602,153.527059773,183.233238602,165.59735138
SCAMP3,296.52325209,264.687630733,296.52325209,280.5415977,272.771445055,295.784532145,272.771445055,229.056211026
SCAMP4,39.1007940376,35.3940468522,39.1007940376,29.2419263201,36.9100893765,33.984481068,36.9100893765,32.8368972266
SCAMP5,21.261311321,21.6591426519,21.261311321,24.0501305046,21.7120569581,21.9948206287,21.7120569581,22.1953074171
SCAMPER,14.4909783514,14.9685793617,14.4909783514,14.8841488373,15.2000353517,15.8269224817,15.2000353517,17.841283363
SCAND1,298.606163812,267.243380134,298.606163812,278.262395622,280.006421863,305.673275837,280.006421863,297.691894094
SCAND2,17.785683577,19.5748781918,17.785683577,18.5748640314,18.0071536377,19.7266214853,18.0071536377,18.561302932
SCAND3,39.3075819882,33.7439092273,39.3075819882,27.7933240987,40.6657252265,44.8143719069,40.6657252265,50.0272254988
SCAP,202.866890995,236.197856688,202.866890995,219.437610037,254.299256787,212.296931489,254.299256787,209.362967748
SCAPER,28.4724050197,28.9533366793,28.4724050197,25.9162902153,30.3973267834,29.099254062,30.3973267834,31.8166986566
SCARA3,23.3285205523,21.940977419,23.3285205523,19.7421365116,26.6851325256,19.7004895696,26.6851325256,19.0623420745
SCARA5,20.9432340559,19.1554491456,20.9432340559,19.8623860824,19.4851203419,19.592582837,19.4851203419,19.1785408818
SCARB1,62.8715739448,70.1454373913,62.8715739448,64.7300141563,76.7120233724,53.2150648142,76.7120233724,57.2646905248
SCARB2,207.316423486,199.116101637,207.316423486,189.123302482,292.672520451,243.193951624,292.672520451,233.639528523
SCARF1,18.6538346666,21.3883954379,18.6538346666,19.4255633765,19.9729394792,19.0505671979,19.9729394792,19.3827838835
SCARF2,13.5248711771,13.1339518907,13.5248711771,14.6916013987,13.1569584387,13.4784019383,13.1569584387,13.1699393219
SCARNA15,57.8145621767,78.1684214824,57.8145621767,64.7716511794,78.8217860916,86.2756352802,78.8217860916,80.6668168181
SCARNA17,21.5055125615,20.7875937102,21.5055125615,17.8862186489,22.3526932926,23.9968072312,22.3526932926,24.9215070264
SCARNA2,17.039305364,15.9294190531,17.039305364,17.6986721174,18.8992381263,16.0993986436,18.8992381263,17.4761329818
SCCPDH,56.1784909417,70.7720956345,56.1784909417,69.2335620617,53.4871576965,51.4455527135,53.4871576965,64.7300141563
SCD,2180.56237333,2586.71399584,2180.56237333,2619.16158518,2593.35017281,2566.5779869,2593.35017281,2958.64175186
SCD5,83.3432127781,80.9180889581,83.3432127781,94.2128780103,101.595884605,116.433090914,101.595884605,107.606454807
SCEL,67.8310298525,97.0773024391,67.8310298525,80.0041679046,46.3976440495,73.0331580334,46.3976440495,59.5670673449
SCFD1,116.693334995,121.993776509,116.693334995,119.07815001,103.596280476,104.55379956,103.596280476,111.871995121
SCFD2,118.327718904,114.807222551,118.327718904,109.644310447,104.225269525,78.2218821934,104.225269525,79.6251835076
SCG2,17.6642719713,15.850054526,17.6642719713,16.0777986519,16.2575239184,18.0224051939,16.2575239184,14.9692537031
SCG3,10.8080632174,11.5796592961,10.8080632174,12.7941167064,11.7580604331,11.3057500227,11.7580604331,12.1123161592
SCG5,911.505133311,682.727700759,911.505133311,616.671166102,976.031585761,1075.9853235,976.031585761,963.479536354
SCGB1A1,15.3709878116,14.6952168816,15.3709878116,15.4408938592,15.4932345651,15.1736470744,15.4932345651,13.8017970801
SCGB1C1,16.0329197388,15.7484436092,16.0329197388,14.1785526184,13.0525387324,12.6031367169,13.0525387324,14.6905052271
SCGB1D1,11.8610236914,12.1075181217,11.8610236914,10.847909159,11.7718364313,11.569545835,11.7718364313,12.0542475999
SCGB1D2,12.1474400055,13.4153869886,12.1474400055,11.0993402985,11.3391912675,10.9513930128,11.3391912675,14.2768723714
SCGB2A1,13.4163314658,12.6284013722,13.4163314658,12.6230956444,13.0266347249,13.2533846237,13.0266347249,12.978219437
SCGB2A2,11.3098589672,12.8038646883,11.3098589672,12.7098819618,11.4553895375,15.104510293,11.4553895375,11.8972982563
SCGB3A1,22.6006645737,21.6969824861,22.6006645737,19.6007081824,20.7875937102,19.5350752756,20.7875937102,20.0251293749
SCGB3A2,15.4598233504,18.2200896155,15.4598233504,15.1852802829,16.1867667208,15.0695345958,16.1867667208,17.7439817637
SCGBL,16.3944657043,16.9192494985,16.3944657043,15.515962724,13.838334743,15.69575325,13.838334743,15.7456662431
SCGN,28.0110852984,27.5406272737,28.0110852984,32.2506742143,31.34400667,33.6521907013,31.34400667,30.24611536
SCHIP1,551.015544943,619.633408402,551.015544943,606.325193513,319.01059198,727.534290707,319.01059198,717.495492867
SCIN,16.2775999963,14.2542798356,16.2775999963,14.9370882616,15.8591405734,15.3299555834,15.8591405734,16.5800043453
SCLT1,33.4684577455,27.6069155231,33.4684577455,29.2745333854,29.0684691019,29.0500959706,29.0684691019,28.9770893649
SCLY,40.5857172878,36.7830687901,40.5857172878,39.7374428445,39.4385274746,34.3680993848,39.4385274746,32.1610896864
SCMH1,29.7284371882,31.0729458553,29.7284371882,29.5898962396,27.158336731,43.832961395,27.158336731,37.3015259469
SCML1,150.08448533,136.733380897,150.08448533,139.44727221,129.980892833,126.223351172,129.980892833,126.351046809
SCML2,53.9164779062,49.4507270462,53.9164779062,58.9955262574,52.8527650498,58.5794790555,52.8527650498,52.0091398258
SCML4,15.3598432958,16.3834070593,15.3598432958,17.0158608884,15.7271469055,16.7474961989,15.7271469055,15.7395179244
SCN10A,18.3872247603,20.5036050216,18.3872247603,19.791886221,18.9218099329,24.4344708351,18.9218099329,20.1728692052
SCN11A,11.9509861085,12.0204799909,11.9509861085,12.2307191687,12.6187211556,12.712299201,12.6187211556,12.840104646
SCN1A,14.136765674,12.8879768782,14.136765674,12.6019426528,13.4712969493,13.6054065889,13.4712969493,13.3229537795
SCN1B,12.9925505348,15.8737708429,12.9925505348,14.2562720282,15.3184053206,15.104510293,15.3184053206,15.1458621328
SCN2A,13.2132278738,14.1191473348,13.2132278738,13.0777507167,14.5260934855,14.2650133482,14.5260934855,12.6019426528
SCN2B,17.6460844078,21.1317414947,17.6460844078,17.7977549837,18.1830766471,18.3616062247,18.1830766471,18.2500180979
SCN3A,11.1225137585,10.854290191,11.1225137585,11.1930303813,11.3861180344,10.8487350113,11.3861180344,10.886731555
SCN3B,19.1345507578,15.0509279677,19.1345507578,15.2516315894,16.298990986,16.6829814492,16.298990986,17.1573778439
SCN4A,19.2409178466,21.9158760241,19.2409178466,19.2680206199,16.5184041401,18.3954106604,16.5184041401,19.9235454788
SCN4B,119.216319593,80.566177066,119.216319593,67.5292716727,356.730403353,93.726486795,356.730403353,90.6438065937
SCN5A,12.9326946374,15.9828801112,12.9326946374,15.0170540656,16.0336019117,16.1235535571,16.0336019117,14.8062491763
SCN7A,13.2781333742,12.8574140128,13.2781333742,11.7671853575,11.9732114337,11.9828915846,11.9732114337,11.9460813628
SCN8A,26.3579157166,20.3087878093,26.3579157166,18.6023055059,19.4495864093,22.546005306,19.4495864093,19.9195390844
SCN9A,11.2550937371,11.1231642673,11.2550937371,11.6841203497,12.17602906,11.3866867263,12.17602906,12.0286297956
SCNM1,180.169242516,186.136052771,180.169242516,192.757513744,164.192313408,165.574383572,164.192313408,167.77873541
SCNN1A,47.614356581,73.0966124529,47.614356581,78.4422846637,44.7493887691,69.5469297585,44.7493887691,63.3136188927
SCNN1B,18.7526865084,22.3142956342,18.7526865084,18.4406226195,21.8077644887,23.9665082815,21.8077644887,21.4821468602
SCNN1D,10.5137107539,10.8648121754,10.5137107539,13.0911404493,12.5161948593,12.0092039033,12.5161948593,11.6776395047
SCNN1G,19.2680206199,33.9974654364,19.2680206199,24.7185411616,19.6440319736,31.1008573604,19.6440319736,34.84179204
SCO1,329.912968726,326.102497937,329.912968726,346.596537616,330.615917959,255.21191129,330.615917959,262.852516997
SCO2,322.362508714,328.058039391,322.362508714,298.461843038,271.952204932,321.545405967,271.952204932,299.65286382
SCOC,1321.8703874,1306.0753915,1321.8703874,1318.15520678,1387.87401865,1375.26479163,1387.87401865,1376.25085809
SCP2,1461.97876638,1553.78983828,1461.97876638,1430.99245109,1750.29318161,1701.58363758,1750.29318161,1564.13065248
SCPEP1,59.0711879472,61.5506421753,59.0711879472,69.7766400507,91.5528202237,77.3945606646,91.5528202237,74.5294714063
SCRG1,15.8689714092,16.4996436259,15.8689714092,16.3363512991,15.4750080737,13.5131495956,15.4750080737,16.9155772198
SCRIB,545.037824169,528.855062391,545.037824169,531.914477642,517.15801338,567.010232352,517.15801338,554.010751838
SCRN1,584.665117579,464.863202787,584.665117579,503.269106314,506.677737695,457.757612794,506.677737695,505.480651626
SCRN2,55.3463167744,55.3999984479,55.3463167744,59.7986566178,62.2493806863,62.3919685288,62.2493806863,55.3999984479
SCRN3,39.7995064691,40.7464183177,39.7995064691,41.5572494983,36.6171421006,40.9040331863,36.6171421006,38.7788449582
SCRT1,14.5354400696,15.276325718,14.5354400696,13.8523697062,14.3059759991,16.3966491255,14.3059759991,16.3581431965
SCT,13.4309454371,13.6478679673,13.4309454371,14.7901673614,14.1751183273,12.6361887454,14.1751183273,15.0762201424
SCTR,13.8567987876,14.4262007008,13.8567987876,14.7938750332,13.7543293594,14.7081199906,13.7543293594,14.268567306
SCUBE1,12.2141151626,11.1383676068,12.2141151626,11.0400551895,11.4861850958,10.628883923,11.4861850958,10.973599703
SCUBE2,29.9142998877,24.9754667968,29.9142998877,19.6539199848,48.625519905,22.6387897312,48.625519905,20.189654693
SCUBE3,21.7712489842,21.8015974594,21.7712489842,23.7217755239,22.2818367383,22.0185024186,22.2818367383,21.7773948066
SCYL1,40.2020180431,38.0218119556,40.2020180431,38.3130267956,38.8646554972,34.3299728787,38.8646554972,38.2045171336
SCYL2,375.169669626,414.190697567,375.169669626,442.016531436,388.59217381,380.027194026,388.59217381,397.759643297
SCYL3,73.8637452328,80.8084813067,73.8637452328,77.4928950763,93.423073111,75.0664394084,93.423073111,76.8998886885
SDAD1,94.1631400479,80.1709562581,94.1631400479,85.9289686692,87.8865251386,74.2570383223,87.8865251386,72.344662862
SDC1,1947.51040384,1548.16948813,1947.51040384,1569.27293131,2444.89193485,1587.84162911,2444.89193485,1695.5666016
SDC2,17.8522873121,16.4229834089,17.8522873121,16.4375803293,17.9800786206,16.7190926204,17.9800786206,18.0164424851
SDC3,49.5564638236,44.5901099961,49.5564638236,45.2504858271,43.4100999146,42.3379304407,43.4100999146,38.1416866647
SDC4,1938.52624213,2679.67963319,1938.52624213,2741.42641671,2135.9369803,2586.71399584,2135.9369803,3020.5716504
SDCBP,1844.95190194,1855.13111981,1844.95190194,1893.78134048,2091.66384115,2076.41257464,2091.66384115,2079.27881431
SDCBP2,167.014006933,405.959930764,167.014006933,387.545958042,493.975605705,521.24104661,493.975605705,675.212263466
SDCCAG1,357.429151913,299.760151153,357.429151913,316.335969803,308.08415991,274.513905652,308.08415991,293.259509182
SDCCAG3,19.9388697074,19.8479529447,19.9388697074,18.1725909581,21.7251033541,20.3225257732,21.7251033541,19.4993543666
SDCCAG8,56.0194558539,54.4410091959,56.0194558539,55.6007037887,51.006749282,60.5781373267,51.006749282,57.0511371662
SDF2,280.215017364,320.923840774,280.215017364,326.576350672,335.388055069,296.52325209,335.388055069,347.30117307
SDF2L1,489.560814538,334.596914316,489.560814538,404.933008195,179.910121317,256.492500117,179.910121317,332.02805613
