SYMBOL,Norm.y.1,Tumour_24h_5micromol_Capryloylsalicylic_acid,Norm.y,Tumour_24h_10micromol_Capryloylsalicylic_acid.y,Norm.x.2,Tumour_48h_5micromol_Capryloylsalicylic_acid,Norm.x.1,Tumour_48h_10micromol_Capryloylsalicylic_acid
HPCAL4,15.7796508599,15.653341722,15.7796508599,18.0427840026,17.826974672,15.7996892536,17.826974672,17.4293954334
HPD,16.3669184082,19.3872047946,16.3669184082,17.5519403519,16.5414674169,16.3175950228,16.5414674169,15.8658570523
HPDL,18.2344688003,15.8632709959,18.2344688003,16.6863035736,14.213382297,16.4996436259,14.213382297,15.4935279535
HPGD,15.720147022,16.6410939574,15.720147022,16.7352164027,16.5125306315,16.1021842149,16.5125306315,15.4202708198
HPGDS,15.3462181687,16.5366661795,15.3462181687,17.3788234334,15.7822897812,16.7653588776,15.7822897812,15.1194576725
HPN,20.7273258098,20.132366349,20.7273258098,17.5519403519,22.0758510671,20.7861191323,22.0758510671,17.6647883789
HPR,13.5776419526,14.0294800532,13.5776419526,14.2255927883,12.4367564004,13.4960858632,12.4367564004,12.2976528843
HPRT1,125.927112504,121.111365601,125.927112504,119.643253802,114.342318228,110.202954716,114.342318228,113.733807949
HPS1,38.3269502396,41.8327022517,38.3269502396,38.5703760243,38.1416866647,38.1118070005,38.1416866647,34.3428606846
HPS3,57.0081965575,49.880791036,57.0081965575,49.8885137646,59.4730585811,55.9226702234,59.4730585811,54.1087726495
HPS4,59.0855600162,68.3634169791,59.0855600162,60.1632689602,58.1529819864,72.4630775849,58.1529819864,74.2293655197
HPS5,500.788881241,564.276139949,500.788881241,513.882651193,609.69500419,662.827184876,609.69500419,536.636216648
HPS6,74.1440741533,71.4933137507,74.1440741533,62.4363309214,69.3195310525,75.2474782862,69.3195310525,64.3403574495
HPSE,33.6703694234,33.359617739,33.6703694234,33.5008810421,26.8776661516,31.1113698444,26.8776661516,46.5629360831
HPSE2,18.6188135089,21.1655356386,18.6188135089,23.2425762637,20.5318410361,22.3285276785,20.5318410361,21.0003116221
HPX,30.5938982427,33.3170413018,30.5938982427,36.1746614189,37.3909928939,37.7413976941,37.3909928939,37.5103018363
HPYR1,18.8799823628,20.4879096353,18.8799823628,20.9410423608,22.1747220059,21.450650423,22.1747220059,23.9370356487
HR,28.6424007233,35.7026629441,28.6424007233,39.4503642857,30.8546117591,39.75736089,30.8546117591,51.4965961371
HR44,15.4430949994,13.9937175698,15.4430949994,15.2252026159,14.0199099364,15.1666776345,14.0199099364,14.5163242759
HRAS,555.014908877,509.915720471,555.014908877,427.395177449,440.433030891,425.375638174,440.433030891,425.462289661
HRASLS,13.5985952676,12.7132950419,13.5985952676,13.8216511799,13.2038814651,12.1866541935,13.2038814651,13.1124789572
HRASLS2,15.8134428934,16.5184041401,15.8134428934,16.9061630383,16.1351962177,16.984038022,16.1351962177,16.9391655348
HRASLS5,18.2160420669,22.6535448888,18.2160420669,22.3374822094,21.9503247463,20.9572135672,21.9503247463,21.2985859443
HRC,13.0146193092,13.633435047,13.0146193092,14.9541909541,12.7711283889,13.5957624946,12.7711283889,13.8567987876
HRCT1,25.2254894231,29.0067271667,25.2254894231,30.0097477787,31.0491835514,31.4771005726,31.0491835514,29.3382863865
HRG,12.7711283889,14.7081199906,12.7711283889,15.1299994633,14.7485713828,14.4597160755,14.7485713828,13.6855880057
HRH1,69.5230057387,64.8634037564,69.5230057387,67.0138944344,78.721912571,65.6799331097,78.721912571,65.5025810937
HRH2,36.7390826111,34.3013324794,36.7390826111,30.6124293433,33.0706441224,37.0494836901,33.0706441224,32.1114717448
HRH3,25.2942179854,26.7000106183,25.2942179854,25.2264170372,26.3158788958,25.488302841,26.3158788958,27.980815008
HRH4,18.9428790629,18.9319319569,18.9428790629,16.9761823626,19.7456786937,17.7977549837,19.7456786937,17.5849372547
HRK,18.384152173,17.3703049617,18.384152173,18.6152752231,16.3219744814,17.0906097252,16.3219744814,16.2850205764
HRNBP3,22.6616641436,21.0474308731,22.6616641436,20.2376399005,24.5862121791,21.2873334164,24.5862121791,21.0821256978
HRSP12,93.7631809126,110.610606302,93.7631809126,127.341686127,106.157100316,102.916064425,106.157100316,86.1601919264
HS1BP3,37.2316936206,37.5103018363,37.2316936206,35.9418076276,35.6579038209,35.0984562408,35.6579038209,34.1227171047
HS2ST1,98.4681893722,107.552378346,98.4681893722,99.7661817901,103.264300958,96.2148758669,103.264300958,98.503069496
HS2ST1 ,16.6637954218,15.0850352569,16.6637954218,15.3491135252,16.1127876679,16.2306288134,16.1127876679,14.6228335379
HS3ST1,65.3059839022,56.7777237588,65.3059839022,59.6014566939,49.4279761355,50.4407405283,49.4279761355,70.8401774053
HS3ST2,695.882156147,364.603422115,695.882156147,273.2187918,210.012780732,196.19028713,210.012780732,236.239684995
HS3ST3A1,12.9603987259,14.7221836707,12.9603987259,13.6657758259,12.8860707481,14.4330195286,12.8860707481,13.8677846918
HS3ST3B1,31.8947287357,28.3617999229,31.8947287357,24.3822154947,22.6485826616,20.7720232033,22.6485826616,21.0907975221
HS3ST4,21.1690464041,23.272101629,21.1690464041,24.0486335022,21.7202298841,22.8029160808,21.7202298841,23.6125256435
HS3ST5,14.1868472321,16.3611277776,14.1868472321,14.400066474,14.4254555521,15.8688723308,14.4254555521,14.9475785487
HS3ST6,19.1820010855,19.9453764999,19.1820010855,21.4583276461,21.3757587934,26.2852592678,21.3757587934,22.5559239339
HS6ST1,37.9502476033,40.4484260833,37.9502476033,40.9128138833,43.1101245944,40.4249840745,43.1101245944,36.6423939347
HS6ST2,12.7066310495,13.2618201663,12.7066310495,13.6930867182,13.2564976556,12.6681517111,13.2564976556,12.1428343033
HS6ST3,14.4336073964,15.8799774845,14.4336073964,13.872353235,14.9331560172,14.9227478588,14.9331560172,14.9771679807
HSBP1,934.292028095,873.483172151,934.292028095,766.31463427,880.028325953,779.793400632,880.028325953,539.479629264
HSBP1L1,184.910896062,185.042008988,184.910896062,189.215363084,210.724823546,196.772374609,210.724823546,164.021507178
HSCB,114.114641235,108.543432575,114.114641235,118.407540113,86.7510146429,110.670284724,86.7510146429,123.093013109
HSD11B1,20.2388508127,16.393191733,20.2388508127,16.136243699,16.8145850586,19.1930803583,16.8145850586,17.9652782266
HSD11B1L,30.7499413833,28.5188464265,30.7499413833,31.4344388279,40.5619297384,38.8186649263,40.5619297384,37.6826542159
HSD11B2,15.2209263274,16.0234319547,15.2209263274,19.1437840803,16.7929829099,18.6499486334,16.7929829099,19.8289918047
HSD17B1,156.818754525,205.448434209,156.818754525,229.688533133,222.958024638,271.426749116,222.958024638,189.040226665
HSD17B10,875.912450492,838.237288931,875.912450492,723.649283572,691.111569534,603.148905703,691.111569534,373.590263632
HSD17B11,49.8026839516,44.6466213668,49.8026839516,29.4465936163,47.9301289222,27.5251181662,47.9301289222,18.9936978079
HSD17B12,93.8954831002,89.4606956223,93.8954831002,106.540761916,103.770640656,95.2563028869,103.770640656,98.1781708867
HSD17B14,16.7749044953,16.2006794671,16.7749044953,15.2971178962,16.6313489896,16.1026346495,16.6313489896,15.0986495656
HSD17B2,27.3432008839,31.2360827591,27.3432008839,32.102728003,30.0232862854,41.7530010439,30.0232862854,57.3252081804
HSD17B3,17.5285326713,18.9608330542,17.5285326713,21.5080328062,21.5809518064,17.1007860089,21.5809518064,18.9444649367
HSD17B4,106.157100316,98.6428512695,106.157100316,103.792527899,102.775574892,99.23480636,102.775574892,90.3379581528
HSD17B6,12.3933060406,12.76213994,12.3933060406,12.0836317381,12.9545871823,12.0392588068,12.9545871823,12.3967569428
HSD17B7,505.480651626,503.508483313,505.480651626,533.729302308,560.522201739,544.769938273,560.522201739,628.759416186
HSD17B7P2,25.7236844784,27.400668766,25.7236844784,25.9705682308,31.3897230492,28.1913961606,31.3897230492,30.9885893634
HSD17B8,147.742387191,152.984033868,147.742387191,147.573529626,157.471740275,160.081304558,157.471740275,154.978843594
HSD3B1,15.662162411,17.5784081788,15.662162411,20.8215500716,16.0488908714,14.9360322797,16.0488908714,19.0858234125
HSD3B1 ,13.9773693856,13.6087504787,13.9773693856,15.1483548794,14.3203209561,14.0827844019,14.3203209561,14.0820752986
HSD3B2,13.1339518907,12.8920695109,13.1339518907,12.6983864492,12.6083348284,13.3628130908,12.6083348284,12.2450501342
HSD3B7,28.0729723671,28.4582357914,28.0729723671,31.1987743237,27.6842937496,29.8932291356,27.6842937496,39.6478768771
HSDL1,141.248212727,176.283863117,141.248212727,131.470865446,158.441837297,130.410296409,158.441837297,216.020354828
HSDL2,80.8084813067,93.7631809126,80.8084813067,95.4251491014,89.9712978257,96.5194630571,89.9712978257,87.2906465592
HSF1,42.9964860429,39.0763925167,42.9964860429,44.8568448664,32.7088236625,41.2725073083,32.7088236625,47.6884917863
HSF2,53.409286939,55.7695040321,53.409286939,48.2917763889,56.7176218005,44.5494540539,56.7176218005,64.237981639
HSF2BP,92.962056366,96.4292554677,92.962056366,82.6470455511,135.734146051,128.785021331,135.734146051,82.0366201128
HSF4,24.7681498265,23.5480656486,24.7681498265,25.6351129175,27.2939961587,20.0519130021,27.2939961587,33.0496360629
HSF5,15.7144036473,15.0428217806,15.7144036473,13.8951650924,15.920564236,13.6066438238,15.920564236,14.7683528657
HSFX1 ,13.8375795964,16.6839010974,13.8375795964,13.6884734742,15.905315158,14.5118606365,15.905315158,16.0970569758
HSFY1 ,11.9027493617,12.6313644992,11.9027493617,11.9682001305,13.1598322395,12.842102494,13.1598322395,12.3106957911
HSH2D,12.510182028,10.6952262085,12.510182028,11.7187405114,10.9876247951,11.7767793651,10.9876247951,11.0936098537
HSP90AA1,4709.111184,4362.35334976,4709.111184,4001.28042366,3707.2917299,3600.59468008,3707.2917299,3333.82085394
HSP90AB1,3333.82085394,3125.55931673,3333.82085394,2958.64175186,2831.43651537,2867.74824024,2831.43651537,2903.44059007
HSP90B1,2877.26953976,2444.89193485,2877.26953976,2492.58497665,2149.227391,1797.50996461,2149.227391,1962.59646452
HSPA12A,34.6785117719,37.6317474764,34.6785117719,38.0542555301,33.6039783636,33.2615546343,33.6039783636,34.1508112505
HSPA12B,18.532726682,18.9516519345,18.532726682,18.5339598753,18.3300682038,22.5495158812,18.3300682038,20.0908176015
HSPA13,310.08516239,299.114020363,310.08516239,494.779097309,237.934101248,279.627640344,237.934101248,582.848706382
HSPA14,199.628144156,180.840875968,199.628144156,178.604530029,162.243823061,144.196133951,162.243823061,157.772214234
HSPA1A,2487.04081459,2099.04953925,2487.04081459,1730.56907837,1986.5731935,1771.08418509,1986.5731935,1422.95505128
HSPA1A ,1543.43830009,1509.28108348,1543.43830009,1195.80865981,1358.49641656,1539.74389572,1358.49641656,1215.54761521
HSPA1L,24.3148017059,25.7269208804,24.3148017059,27.5440225713,24.8776103246,26.138305059,24.8776103246,27.4610764726
HSPA2,537.500702589,411.615967246,537.500702589,174.43532036,314.356373395,288.709163293,314.356373395,170.892917833
HSPA4,958.670428786,853.163267785,958.670428786,744.457231947,853.163267785,807.157956747,853.163267785,616.671166102
HSPA4L,480.584369049,560.522201739,480.584369049,661.736693424,553.14582389,564.952874221,553.14582389,687.532315466
HSPA5,1189.79758766,920.946902087,1189.79758766,1000.07672721,764.396621772,587.492518888,764.396621772,984.435830524
HSPA6,19.444188321,21.6953771288,19.444188321,18.7638099033,19.8623860824,20.9534862159,19.8623860824,20.1427724271
HSPA8,5619.45933407,5066.44744422,5619.45933407,4284.47261071,4122.84242184,4412.04573791,4122.84242184,4165.81178707
HSPA9,275.311562713,287.126740736,275.311562713,304.669427886,245.939647501,239.124264243,245.939647501,359.614131474
HSPB1,4046.9904189,4989.54154249,4046.9904189,5177.03519438,5619.45933407,6252.4315481,5619.45933407,5619.45933407
HSPB11,175.192130273,174.136852811,175.192130273,152.538917984,150.528843331,154.034647776,150.528843331,163.110218926
HSPB2,21.8969293967,25.7940998709,21.8969293967,29.1094674191,34.3175979426,29.8325939116,34.3175979426,26.3858132608
HSPB3,20.5544188684,33.7390915572,20.5544188684,31.8201338081,104.479695609,76.0227138448,104.479695609,23.2883954652
HSPB6,14.2650133482,12.9934984965,14.2650133482,14.16270081,14.0422059322,14.2152964426,14.0422059322,13.1234164944
HSPB7,15.5660814527,15.3557496021,15.5660814527,16.1485561176,14.4023434113,14.8471911806,14.4023434113,16.0811836804
HSPB8,25.53773781,26.0762475277,25.53773781,24.817358903,36.8413016918,32.7730810953,36.8413016918,28.1605483836
HSPB9,16.288336416,12.622255715,16.288336416,14.1760395705,13.7766969133,14.3150881889,13.7766969133,13.5318322751
HSPBAP1,76.0566954277,115.275470733,76.0566954277,126.391103252,135.8502679,133.793172943,135.8502679,186.712623109
HSPBP1,99.8943053285,100.097994127,99.8943053285,96.3815139394,83.0429667848,95.8098724581,83.0429667848,68.5714832041
HSPC072,17.2017496789,15.9324728652,17.2017496789,16.9462907108,18.214916201,18.1981457431,18.214916201,17.3698184333
HSPC157,75.9779385248,72.2119680568,75.9779385248,98.2512907437,89.9398604056,70.5614203753,89.9398604056,91.3926917078
HSPC159,402.867561026,304.98824407,402.867561026,255.423035501,366.500264559,474.124982284,366.500264559,250.888859065
HSPD1,160.718676036,161.019005948,160.718676036,169.020584472,145.457685514,134.516029371,145.457685514,169.813469096
HSPE1,1825.7292542,1794.65395409,1825.7292542,1621.41367718,1525.67408659,1435.27343892,1525.67408659,1311.35203356
HSPG2,62.7149400461,57.2646905248,62.7149400461,62.8715739448,67.9265479922,70.3783422105,67.9265479922,72.298071738
HSPH1,1169.77478912,1205.09266114,1169.77478912,1082.78643778,1087.06252198,1222.43336652,1087.06252198,843.581178806
HTA,26.1088092927,27.136620133,26.1088092927,29.3632363574,25.6419269222,26.5119506552,25.6419269222,27.2111638725
HTATIP2,100.454213322,98.7391201845,100.454213322,104.666884707,132.271680047,118.785099093,132.271680047,118.327718904
HTATSF1,172.930650624,177.615262244,172.930650624,191.364982824,172.28754938,176.704182453,172.28754938,163.695601324
HTN1,15.6708300452,17.2744057349,15.6708300452,15.2664629116,17.9417889226,16.0837651569,17.9417889226,17.0389781134
HTN3,15.0479637139,16.2199886565,15.0479637139,12.745990707,14.363407679,16.4783844368,14.363407679,14.3638292822
HTR1A,18.0644479029,18.5951715645,18.0644479029,19.7421365116,18.0976787772,15.2062758325,18.0976787772,17.9652782266
HTR1B,18.1959956028,20.2008619293,18.1959956028,19.341271778,18.9512374552,19.6623482961,18.9512374552,19.8642780996
HTR1D,15.1231578144,16.7044995326,15.1231578144,16.6863035736,14.2735266175,14.745247336,14.2735266175,15.7903708478
HTR1E,52.8970677675,44.3225791847,52.8970677675,45.9474133146,59.8553384325,44.1351015844,59.8553384325,39.1655436587
HTR1F,15.002696903,15.149627179,15.002696903,18.1955900431,15.017864933,16.5816628894,15.017864933,15.989883347
HTR2A,20.0880390857,17.6308353071,20.0880390857,20.0109996677,18.7328279861,20.3404128834,18.7328279861,17.6146873575
HTR2B,11.6402652999,11.9074270669,11.6402652999,12.0804831476,14.3486279584,13.9087912446,14.3486279584,11.1668872581
HTR2C,16.0799834447,15.2912159664,16.0799834447,14.0521739982,13.9465873035,14.8126030471,13.9465873035,14.3203209561
HTR3A,16.8807951872,15.0733518085,16.8807951872,15.5276743066,16.7273884191,18.4537631688,16.7273884191,15.8529870137
HTR3B,17.8182535329,15.632174947,17.8182535329,17.5919007072,15.2929956964,14.9648617187,15.2929956964,16.0609638973
HTR3C,24.1758140474,24.2890892984,24.1758140474,32.3071636565,26.8509532449,26.6674687718,26.8509532449,27.7680210958
HTR4,19.3553244987,19.3428253652,19.3553244987,19.6391686397,20.6142573839,20.4933011058,20.6142573839,20.6914223579
HTR5A,51.1980638954,44.4060007465,51.1980638954,43.9097090596,45.5055717259,45.5055717259,45.5055717259,45.4089701057
HTR6,17.3298385244,17.4379670617,17.3298385244,14.457100586,17.0450392143,17.6725976631,17.0450392143,15.9485921123
HTR7,34.84179204,36.9199227934,34.84179204,36.8413016918,31.5067978317,36.8585355512,31.5067978317,38.0940473495
HTR7 ,15.6343753578,18.4884893648,15.6343753578,22.0957431026,12.6448980308,12.9501902505,12.6448980308,20.5746181434
HTR7P1,14.1817357386,14.2620827295,14.1817357386,13.701940574,15.5304900635,13.7314095513,15.5304900635,14.6548215283
HTRA1,1013.08424132,1440.15339817,1013.08424132,1499.3971638,1893.78134048,1848.59289716,1893.78134048,1573.97400847
HTRA2,155.714712688,134.710262361,155.714712688,155.414837985,120.692209448,152.294015716,120.692209448,205.309220421
HTRA3,39.3348309448,30.1006607327,39.3348309448,34.1170037494,36.2356809428,36.6092090319,36.2356809428,42.2250871018
HTRA4,17.9717574832,19.8285619141,17.9717574832,17.0142210537,16.6942749183,16.3669184082,16.6942749183,16.8123494131
HTT,53.2619832555,52.5063354868,53.2619832555,53.701087705,61.4974243765,49.3384395858,61.4974243765,51.6041435866
HUNK,16.6287416995,18.2438059642,16.6287416995,19.8262096726,17.9379513615,20.9907074085,17.9379513615,19.8106980706
HUS1,66.5355630798,66.3717714065,66.5355630798,61.1214047714,45.9535989469,55.5224365313,45.9535989469,52.3658961319
HUS1B,12.1400383764,11.391779275,12.1400383764,14.4080138276,11.8822714457,11.0249597747,11.8822714457,13.2164520611
HUWE1,124.778278021,119.44108856,124.778278021,122.234478984,130.694279972,124.918966998,130.694279972,133.030548584
HVCN1,52.4717200877,39.2991175408,52.4717200877,40.1701129637,45.8950197008,38.7110882679,45.8950197008,40.5400250581
HYAL1,124.159455324,127.619565435,124.159455324,159.086370433,151.61125001,162.956863862,151.61125001,179.475352183
HYAL2,147.038168419,152.846509326,147.038168419,170.324014757,190.341633387,226.760631021,190.341633387,240.311961023
HYAL3,23.802976527,23.272101629,23.802976527,18.8571094331,19.3959776033,22.5919914842,19.3959776033,20.0214006457
HYAL4,23.6605631815,21.9141531075,23.6605631815,21.5209303943,22.4394031605,19.1338805136,22.4394031605,23.2731055127
HYALP1,10.689101781,10.380175834,10.689101781,11.8583977076,11.24093947,11.1392479069,11.24093947,11.4215544376
HYDIN,16.8927696431,19.2139395309,16.8927696431,17.2495604832,15.1223673565,17.0046306707,15.1223673565,18.7365089596
HYDIN ,13.2842319583,12.1232779938,13.2842319583,12.5859520921,13.8523697062,13.5362271184,13.8523697062,13.4660108644
HYDIN2,20.7669001668,18.2350852108,20.7669001668,18.2676709468,20.4233763703,19.5896406152,20.4233763703,20.7846446589
HYI,196.305527773,126.783776374,196.305527773,123.071689827,132.19081842,121.03308193,132.19081842,83.901192761
HYLS1,79.5456679629,70.6819510316,79.5456679629,54.643241662,62.149541819,48.6848444334,62.149541819,54.3251705037
HYMAI,24.7812522135,23.5252447606,24.7812522135,20.5892252099,26.2901185769,20.6747130408,26.2901185769,21.4110926835
HYOU1,575.573578446,463.598573303,575.573578446,537.500702589,417.801681292,358.208735232,417.801681292,556.529795405
IAH1,413.61728218,434.473770532,413.61728218,457.218351933,401.277034288,485.517763803,401.277034288,416.027430283
IAPP,19.9114604033,19.8084038685,19.9114604033,20.5398533634,21.3134903129,22.5466691872,21.3134903129,21.2217455112
IARS,2831.43651537,3044.94800984,2831.43651537,3673.21370444,2728.57448409,2991.41401175,2728.57448409,3525.12572493
IARS2,1221.21848322,1240.87181382,1221.21848322,1264.76501192,1249.81772808,1211.53570474,1249.81772808,1235.28457889
IBSP,15.8889443632,15.5361860111,15.8889443632,14.2596322518,14.5738613609,15.9856951829,14.5738613609,13.9558821286
IBTK,109.801792919,115.741445195,109.801792919,115.137134011,101.2635318,115.063475845,101.2635318,124.35622275
ICA1,17.3169920227,17.7913236659,17.3169920227,19.6572065628,16.6893639791,17.4987066279,16.6893639791,24.8567197638
ICA1L,21.7417155845,23.7045879405,21.7417155845,25.3083593538,23.7839221923,25.9076758129,23.7839221923,26.9265400981
ICAM1,27.6715303606,26.0649962289,27.6715303606,24.0987230372,25.7425491987,27.8703788027,25.7425491987,23.1010730186
ICAM2,19.8524328705,18.2207223016,19.8524328705,18.9398549159,19.3024085211,20.9120528442,19.3024085211,18.5974003872
ICAM3,84.356782315,74.3006750936,84.356782315,92.5121753774,63.5593464724,78.9734441361,63.5593464724,147.117042742
ICAM4,13.7309908104,14.4345179712,13.7309908104,14.130140753,14.672844163,14.6918534035,14.672844163,12.8577776563
ICAM5,22.3764519097,28.2523466383,22.3764519097,30.401848535,29.5614471946,32.0405893974,29.5614471946,33.1056340018
ICK,23.4189719909,17.9670342466,23.4189719909,15.0693254697,15.1451266537,15.8960918315,15.1451266537,16.2593691107
ICMT,127.893987534,130.510076858,127.893987534,127.575897611,122.124121096,129.772442698,122.124121096,145.772078723
ICOS,14.7909800834,14.1989267731,14.7909800834,15.4799552027,15.3110425207,17.0733024695,15.3110425207,16.8590799769
ICOSLG,21.8227870328,22.1983023641,21.8227870328,21.7354164694,21.2873334164,22.1953074171,21.2873334164,24.3325131918
ICT1,474.003516207,507.4136341,474.003516207,507.4136341,391.159296695,474.961922316,391.159296695,472.56093763
ID1,206.298258864,409.079595039,206.298258864,517.872002644,343.515086957,335.958917552,343.515086957,449.878011273
ID2,16.479102889,19.4851203419,16.479102889,23.1529908055,21.4286459747,28.1152401794,21.4286459747,22.5051697155
ID2 ,12.1146257594,12.8805473231,12.1146257594,11.6823258072,13.1331985378,12.7058208124,13.1331985378,15.4852075694
ID2B,14.8749963208,19.4121540286,14.8749963208,18.039292689,18.0907817733,19.6488832283,18.0907817733,21.8933781864
ID3,96.3470048006,160.470328736,96.3470048006,221.49193857,236.507854166,406.099378341,236.507854166,302.89590047
ID4,14.6771073456,15.51208431,14.6771073456,14.6123676679,13.6996607196,14.3678719237,13.6996607196,14.7538677881
IDE,183.380033389,188.115671921,183.380033389,200.903257825,176.98180848,167.247085722,176.98180848,177.092458709
IDH1,162.890200323,170.324014757,162.890200323,190.057871793,180.484575578,175.784247822,180.484575578,201.907532783
IDH2,56.7777237588,64.0006043081,56.7777237588,63.7414675122,84.5130990827,74.481930315,84.5130990827,61.0623891559
IDH3A,150.921284106,134.106256233,150.921284106,115.439855048,129.132445174,132.394045197,129.132445174,102.667849221
IDH3B,488.980937386,501.17234501,488.980937386,495.183641939,473.192232504,472.56093763,473.192232504,416.909871935
IDH3G,187.837456758,178.24543084,187.837456758,161.415259614,177.674831668,180.281410486,177.674831668,140.620771649
IDI1,436.354756237,392.651793039,436.354756237,409.55543016,380.258659575,374.45431835,380.258659575,381.748420948
IDI2,67.8731198652,60.7664580252,67.8731198652,54.3406038956,51.7411964831,54.8352638083,51.7411964831,48.7438278512
IDO1,17.4255119526,16.3812589693,17.4255119526,15.1752061174,17.2520184663,17.3741350939,17.2520184663,16.2442135364
IDO2,11.6402652999,10.2010373462,11.6402652999,12.9764268654,11.7718364313,12.2154640505,11.7718364313,11.2261417376
IDS,78.9036438087,70.3161258533,78.9036438087,66.9938816707,66.9463576477,61.3308725937,66.9463576477,65.9703531801
IDUA,18.4775131783,19.6982981795,18.4775131783,20.4806932304,20.5769144983,22.8875021898,20.5769144983,23.2512256775
IER2,807.157956747,1039.28348726,807.157956747,1194.27400447,1152.29865837,1098.44065916,1152.29865837,1203.36520788
IER3,3849.52370639,4068.82257315,3849.52370639,3941.92888255,4329.65057036,2938.90079955,4329.65057036,2810.3199678
IER3IP1,541.895942179,557.738282609,541.895942179,652.287597203,500.497082379,647.968584509,500.497082379,657.6539596
IER5,1223.6845942,1300.02365705,1223.6845942,1333.73158304,1274.11959769,1497.13348988,1274.11959769,1602.78645722
IER5L,44.9504132236,43.1935056238,44.9504132236,48.4434544719,40.6371742127,45.2504858271,40.6371742127,53.1278362388
IFFO1,22.6154959412,19.8955811936,22.6154959412,19.7476969644,21.7202298841,24.0793036102,21.7202298841,22.9459429788
IFFO2,376.636336592,364.45862896,376.636336592,289.094120776,452.944589397,316.839778392,452.944589397,222.236395196
IFI16,1396.47813923,1395.07717579,1396.47813923,1240.87181382,1333.73158304,1017.73101784,1333.73158304,1142.30763487
IFI27,5909.4259362,5342.16078313,5909.4259362,4734.96029496,5652.27106311,4822.60661292,5652.27106311,2562.10164798
IFI27L1,90.8561033787,93.4755593767,90.8561033787,87.0499638761,111.39431884,119.44108856,111.39431884,107.670923304
IFI27L2,224.405942009,233.895992787,224.405942009,208.763115034,241.036593794,245.014462573,241.036593794,173.121249772
IFI30,335.851376231,425.700456643,335.851376231,365.248762814,713.9891615,662.421183358,713.9891615,327.779076551
IFI35,270.886967364,189.440029289,270.886967364,80.9180889581,123.844952997,52.0763476595,123.844952997,30.3197592769
IFI44,204.123789653,201.703646312,204.123789653,56.1203848143,286.089203168,87.2575168258,286.089203168,24.345465817
IFI44L,836.873262032,585.46451442,836.873262032,100.292692063,563.279873298,151.330903795,563.279873298,29.9007696991
IFI6,3673.21370444,3388.60907285,3673.21370444,2914.79074204,3500.29559441,2949.50018976,3500.29559441,1748.13408261
IFIH1,67.0789698401,55.0874256568,67.0789698401,40.5779595364,55.1177884765,40.8972320925,55.1177884765,37.3317874015
IFIT1,1608.59079931,1107.28462428,1608.59079931,202.239932931,1185.46955005,266.425816083,1185.46955005,27.7822558188
IFIT2,39.198791016,37.74654033,39.198791016,36.5936372088,40.0412590346,36.5138656379,40.0412590346,23.7217755239
IFIT3,997.635000701,736.54798415,997.635000701,195.55284267,774.634095683,174.379339902,774.634095683,38.5063012881
IFIT5,328.184668029,275.188764833,328.184668029,149.864437753,305.209641956,142.11428438,305.209641956,108.79094757
IFITM1,2586.71399584,2363.09860067,2586.71399584,1419.6483755,2984.05280549,1896.67123857,2984.05280549,449.51220402
IFITM2,2976.01541352,2877.26953976,2976.01541352,2267.0174528,3077.19109707,2468.2720143,3077.19109707,1695.5666016
IFITM3,4014.65734024,3707.2917299,4014.65734024,3044.94800984,3886.30742703,3215.14274682,3886.30742703,2207.026706
IFLTD1,17.3881452872,17.7533315381,17.3881452872,18.3459798378,16.595034094,17.6585246859,16.595034094,17.4433639665
IFNA1,10.9077978404,11.2505079033,10.9077978404,14.6945488933,13.0266347249,10.9484444355,13.0266347249,13.0440457211
IFNA1 ,23.2425762637,18.5672343345,23.2425762637,18.5627632837,16.3605160418,18.5620991917,16.3605160418,20.0833330049
IFNA10,44.6652409672,40.419922625,44.6652409672,42.1949094464,39.8686611499,42.3207800983,39.8686611499,39.6941236893
IFNA10 ,16.062887537,16.2629992162,16.062887537,14.606567332,15.3709878116,15.3919231329,15.3709878116,16.9347919299
IFNA14,24.5171954151,19.8015528152,24.5171954151,23.1274847767,23.0639115538,23.1262518426,23.0639115538,18.0741325803
IFNA16,15.2439805386,14.6612564283,15.2439805386,13.9683173227,16.9696145823,15.5182296252,16.9696145823,15.9976397814
IFNA17,15.141688865,23.3471385173,15.141688865,16.5537451465,17.3984699835,16.5173970525,17.3984699835,17.6442910515
IFNA2,10.7303905703,11.2294819007,10.7303905703,11.4631505415,10.5128815522,11.33430691,10.5128815522,11.5186263681
IFNA21,16.0045095292,17.8500028177,16.0045095292,20.8324253399,18.1215403529,18.8295618058,18.1215403529,16.5673048129
IFNA4,18.4303398367,14.5065145615,18.4303398367,15.9476799715,15.6719542766,15.2313754688,15.6719542766,14.0461525969
IFNA5,13.1238359211,14.1004555399,13.1238359211,12.9889841078,12.4106842959,12.2269281859,12.4106842959,12.8425541296
IFNA7,20.5053737229,15.6908284666,20.5053737229,23.9665082815,18.8992381263,16.8126962738,18.8992381263,22.751713887
IFNA8,14.2172458631,12.710301916,14.2172458631,12.9514122203,12.8947275407,14.5747468863,12.8947275407,13.0621539131
IFNAR1,53.5680828147,52.0763476595,53.5680828147,48.5381871583,51.3103203132,51.4260942593,51.3103203132,54.3523812092
IFNAR2,160.551189696,144.196133951,160.551189696,126.223351172,124.35622275,127.575897611,124.35622275,114.00669918
