SYMBOL,Norm.y.1,Tumour_24h_5micromol_Capryloylsalicylic_acid,Norm.y,Tumour_24h_10micromol_Capryloylsalicylic_acid.y,Norm.x.2,Tumour_48h_5micromol_Capryloylsalicylic_acid,Norm.x.1,Tumour_48h_10micromol_Capryloylsalicylic_acid
CLPS,30.9633793208,24.1072865368,30.9633793208,25.5944563747,24.1605166626,23.2660698828,24.1605166626,23.2883954652
CLPTM1,135.925377577,125.826880965,135.925377577,125.131006603,148.410227474,131.735960195,148.410227474,130.590040782
CLPTM1L,258.870434134,215.241248244,258.870434134,247.325556371,228.447802219,226.06491762,228.447802219,229.119523845
CLPX,326.662128998,350.017628081,326.662128998,369.970898283,308.813811102,380.724776634,308.813811102,411.615967246
CLRN1,14.0780152772,15.2776450655,14.0780152772,14.3719132921,13.8666406158,14.5470398355,13.8666406158,14.3315622069
CLRN1OS,20.2310219189,18.2463960736,20.2310219189,17.1987313079,19.3959776033,19.3695181774,19.3959776033,17.7439817637
CLRN3,17.5837432816,14.6994066875,17.5837432816,13.6516179186,14.3754000521,14.0893019467,14.3754000521,19.2828566251
CLSPN,13.3765064409,13.1234164944,13.3765064409,12.0460050395,14.0808680327,13.260536726,14.0808680327,11.0249597747
CLSTN1,804.330755907,643.957310872,804.330755907,670.897075646,742.033351676,703.44625291,742.033351676,605.631317686
CLSTN2,16.288336416,16.7287928904,16.288336416,16.2224090933,18.9512374552,19.5805998644,18.9512374552,18.1200870811
CLSTN3,74.0875443162,91.5858887295,74.0875443162,58.9584289959,67.7616094862,87.5061234589,67.7616094862,75.4562752713
CLTA,258.484382385,241.703330861,258.484382385,245.351566057,264.049253453,246.94527984,264.049253453,241.108115123
CLTB,594.955639592,574.70304426,594.955639592,513.470670264,589.318044935,574.864520188,589.318044935,422.136156944
CLTC,81.3839074444,78.6866264997,81.3839074444,92.13348113,80.6094373678,78.7034453615,80.6094373678,78.8217860916
CLTCL1,33.8757942722,35.3617533553,33.8757942722,32.0682038034,38.8186649263,35.0448906966,38.8186649263,32.9183024817
CLU,36.7642002225,39.8538602613,36.7642002225,44.9094293759,50.4851709761,47.3067929999,50.4851709761,50.5705982015
CLUAP1,58.3690141597,58.8165406381,58.3690141597,59.4292817955,67.7913593,54.4686739696,67.7913593,40.0174135728
CLUL1,10.0172190619,10.6830639314,10.0172190619,10.6952262085,10.593140018,11.0615389448,10.593140018,10.3612318275
CLVS1,20.9660755357,22.9024777764,20.9660755357,20.1904983903,18.9918288525,18.5869493765,18.9918288525,18.4978248008
CLVS2,14.564167102,14.1250032362,14.564167102,15.8401608889,15.1284198841,18.2305784657,15.1284198841,15.8241469154
CLYBL,15.8550898778,17.1000974776,15.8550898778,20.183589896,21.4437466906,21.2592645775,21.4437466906,19.1930803583
CMA1,14.1271568316,14.8552462518,14.1271568316,14.5750815478,13.9246068986,14.5888202937,13.9246068986,12.2238371773
CMAH,16.1922492886,15.2808343172,16.1922492886,15.9061900021,16.1056106764,14.6716934151,16.1056106764,14.5227348959
CMAS,218.310373709,231.894848178,218.310373709,211.373791468,174.017578366,202.177705929,174.017578366,225.162390062
CMBL,191.524791743,201.161784715,191.524791743,204.33010906,186.995697305,182.158814282,186.995697305,175.192130273
CMC1,731.76474636,707.354393636,731.76474636,586.033931825,518.08855093,554.258959382,518.08855093,497.228329483
CMIP,53.8147370807,47.3316412548,53.8147370807,54.4095840279,59.6385423016,54.8225245305,59.6385423016,54.7934664088
CMKLR1,19.3293303231,21.1394123409,19.3293303231,21.6381340342,19.7751092121,19.6010299548,19.7751092121,23.3858285158
CMPK1,382.334744307,369.018613706,382.334744307,414.711729853,409.833288471,405.756061266,409.833288471,431.994858872
CMPK2,260.146941044,154.20522088,260.146941044,23.6567529156,103.985574063,24.5463799398,103.985574063,14.1817357386
CMTM1,15.7703580509,17.6328451225,15.7703580509,15.7112604612,16.6987093803,16.0577466373,16.6987093803,16.7735763673
CMTM2,21.4212754165,22.0375548602,21.4212754165,21.2805203145,22.5353995241,20.2894557093,22.5353995241,22.7796362329
CMTM3,96.6933307941,84.7562784784,96.6933307941,73.0165398169,87.4851651485,81.0232023301,87.4851651485,61.6779069702
CMTM4,126.223351172,133.999382497,126.223351172,163.348250185,167.959269009,141.248212727,167.959269009,152.074874536
CMTM5,16.6132431321,16.8347632796,16.6132431321,17.8694802202,19.1917933774,18.3937571134,19.1917933774,19.9835509026
CMTM6,169.295812692,166.647493058,169.295812692,167.247085722,151.969306707,150.817567399,151.969306707,152.021915242
CMTM7,153.707786508,136.337267088,153.707786508,137.869618148,101.782076496,90.0571583555,101.782076496,143.120265788
CMTM8,49.942435096,46.6275643765,49.942435096,54.3523812092,47.620147703,54.2475859958,47.620147703,62.2782373133
CMYA5,23.606876695,25.1280929596,23.606876695,25.4597860414,21.8421979643,20.9065817703,21.8421979643,21.5248750106
CN5H6.4,17.7024227666,16.0940396555,17.7024227666,19.7530909282,18.0316104995,16.6271905742,18.0316104995,15.3922377166
CNBD1,14.0393269345,13.9041880597,14.0393269345,13.3330324011,14.7098692109,13.795090253,14.7098692109,14.0609328816
CNBP,702.047968889,662.421183358,702.047968889,712.302682195,736.993426361,723.649283572,736.993426361,817.382561665
CNDP1,13.2879595225,16.4345911314,13.2879595225,14.7405785738,14.5163242759,14.34575421,14.5163242759,13.6686197011
CNDP2,115.063475845,112.290180258,115.063475845,130.37752205,119.677563575,121.565698342,119.677563575,132.596757079
CNFN,25.9068452676,30.5059637458,25.9068452676,25.2841204718,26.7024020359,28.8329125171,26.7024020359,26.2779867498
CNGA1,22.2607348249,25.7168013463,22.2607348249,30.7626496176,26.6153152868,45.7574075169,26.6153152868,38.0542555301
CNGA3,13.7918578939,14.7429716791,13.7918578939,13.577417764,12.3085933879,12.5671655016,12.3085933879,10.982992079
CNGA4,11.5428407238,12.1368295472,11.5428407238,13.0074429762,13.3282092397,14.5566506417,13.3282092397,13.2921602753
CNGB1,15.7535166778,16.3672651047,15.7535166778,17.3043715772,15.8714146003,16.435398697,15.8714146003,16.7172265506
CNGB3,14.1049458537,14.3059759991,14.1049458537,14.0262678638,14.7938750332,14.1191473348,14.7938750332,15.9061900021
CNIH,1831.46830412,2085.30428671,1831.46830412,2281.26949191,2068.31306934,2269.64713156,2068.31306934,2512.28961848
CNIH2,24.5931552554,24.6631368632,24.5931552554,32.333257649,27.1059783249,23.6160142395,27.1059783249,30.1496627815
CNIH3,13.7395780035,15.9834297655,13.7395780035,14.7449073966,15.7088797725,13.7693541207,15.7088797725,13.6708775291
CNIH4,311.745339261,324.621632957,311.745339261,330.615917959,321.241537238,345.271071787,321.241537238,306.442526166
CNKSR1,50.26172972,42.3167712277,50.26172972,51.8297567753,39.5786836667,46.6275643765,39.5786836667,63.4334223875
CNKSR2,15.3048040949,14.6047472379,15.3048040949,14.4463083145,15.1244025421,14.3283660376,15.1244025421,15.0693254697
CNKSR3,32.7059392843,30.2322408439,32.7059392843,32.8651372276,28.7361669377,34.3049914583,28.7361669377,35.9042869886
CNN1,22.781714758,26.1119988231,22.781714758,23.0523164011,24.449606232,26.840113536,24.449606232,28.454035299
CNN2,227.646448336,209.180406282,227.646448336,178.500346499,188.994913756,232.08420434,188.994913756,195.876602962
CNN3,1771.08418509,1320.82703839,1771.08418509,1043.90692528,1137.44305106,680.494242394,1137.44305106,394.438665011
CNNM1,20.5544188684,21.4991735831,20.5544188684,22.179790387,24.1512458573,21.5236246654,24.1512458573,21.7443138618
CNNM2,25.9835449395,22.7699524458,25.9835449395,23.4577328761,24.8982663127,23.1567464986,24.8982663127,23.3218914056
CNNM3,42.6887908055,50.5615351446,42.6887908055,52.5248768657,44.6894077457,43.7407467514,44.6894077457,58.0227819801
CNNM4,35.185514778,34.0784548274,35.185514778,43.8750703812,41.0905734224,39.9794281704,41.0905734224,46.4158062057
CNO,342.484662672,309.053969732,342.484662672,319.737320256,322.136992818,287.360136911,322.136992818,276.924282334
CNOT1,105.888996396,116.820864096,105.888996396,114.736975967,115.573397851,118.893566323,115.573397851,105.114341091
CNOT10,93.1385857709,123.95044856,93.1385857709,103.423855628,95.3791732547,105.094393701,95.3791732547,97.3040245534
CNOT2,100.329117724,95.8098724581,100.329117724,93.7631809126,103.824462953,110.048187565,103.824462953,109.239298942
CNOT3,19.9969451382,19.9583960593,19.9969451382,16.6360000048,20.9604360415,18.3090746542,20.9604360415,18.7175518331
CNOT4,39.3701484443,43.6693199473,39.3701484443,39.231835208,40.9231992039,44.2662902217,40.9231992039,43.18665887
CNOT6,504.458056004,546.77632541,504.458056004,567.010232352,540.767566262,514.617023957,540.767566262,580.742212169
CNOT6L,34.2686282085,35.8356311262,34.2686282085,41.7861028958,37.601943955,39.1420523343,37.601943955,44.116798594
CNOT7,296.851881213,292.809438674,296.851881213,271.88363857,289.094120776,254.986160838,289.094120776,243.351986546
CNOT8,363.681489314,368.041924233,363.681489314,363.41434518,387.279412736,334.103353905,387.279412736,363.87736728
CNP,104.278228066,85.2557306143,104.278228066,74.0269151761,98.4126366039,83.8797065744,98.4126366039,70.6964029558
CNPY1,11.5703694272,11.1294597835,11.5703694272,11.6823258072,10.4837107739,12.0010059496,10.4837107739,12.9445469842
CNPY2,270.001724887,260.559295082,270.001724887,245.265367791,253.842775361,237.010682862,253.842775361,235.599860197
CNPY3,49.2301874428,43.2256222957,49.2301874428,46.3543502936,50.26172972,46.6364933352,50.26172972,59.6589019559
CNPY4,45.4708622584,43.6778386289,45.4708622584,37.2562621338,46.6738652581,40.7940155658,46.6738652581,34.4067036811
CNR1,14.9227478588,16.5853111371,14.9227478588,14.6602275998,15.189000494,14.6983342946,15.189000494,15.4888539689
CNR2,19.9224059636,18.7263967372,19.9224059636,18.1407621296,17.5958976254,20.4002137419,17.5958976254,21.9868218884
CNRIP1,17.3121190349,19.2194098865,17.3121190349,16.4328907545,18.7449541061,16.8126962738,18.7449541061,20.9592441393
CNST,48.3424791062,45.3056858186,48.3424791062,43.1240008942,40.3635559079,41.0536823746,40.3635559079,44.3609791122
CNTD1,15.522354219,15.3306406825,15.522354219,15.9176619881,14.6286712498,14.9860109754,14.6286712498,14.5495174815
CNTD2,43.2498243081,28.9206176301,43.2498243081,47.0311435374,34.443531988,31.2236375642,34.443531988,29.963676242
CNTF ,14.8749963208,13.9758451717,14.8749963208,12.7393549344,13.1642648045,13.3536058827,13.1642648045,14.5855627376
CNTFR,27.9195396425,27.1125805977,27.9195396425,27.1726704931,33.3626641727,27.311332016,33.3626641727,33.9160054165
CNTLN,19.8361408701,15.4696619686,19.8361408701,14.468127573,14.8887934593,13.7706695251,14.8887934593,13.9510567315
CNTN1,36.6748985569,26.7329878834,36.6748985569,16.7687400101,20.4806932304,14.7906685098,20.4806932304,14.7081199906
CNTN2,20.2251698463,17.1722767612,20.2251698463,21.8475866997,18.639051194,21.3770437749,18.639051194,18.3701336212
CNTN3,12.1602485754,12.7368338351,12.1602485754,14.1388956667,13.8863293905,12.3310027362,13.8863293905,12.669808812
CNTN4,14.4292622811,13.7778890507,14.4292622811,14.5279935659,13.0550387585,15.6123856106,13.0550387585,14.2241561691
CNTN5,13.3274263542,13.3141853528,13.3274263542,14.2704354652,13.0500979051,14.1770401876,13.0500979051,13.0266347249
CNTN6,11.575604891,11.5612424312,11.575604891,11.4737020493,12.527507381,11.575604891,12.527507381,11.1668872581
CNTNAP1,23.9438511,23.0983763551,23.9438511,26.1077946817,30.9525066613,24.1880024966,30.9525066613,21.8242802454
CNTNAP2,18.8861483869,18.9218099329,18.8861483869,18.4582547355,19.0847557822,16.7062062021,19.0847557822,16.3742879934
CNTNAP3,75.7153862875,54.4686739696,75.7153862875,55.5897000143,45.0951174281,41.1902800273,45.0951174281,42.7883539137
CNTNAP3B,29.8932291356,25.055460233,29.8932291356,21.3044901109,18.4730377847,16.7424784129,18.4730377847,17.5980372239
CNTNAP4,15.9037068928,15.6252848191,15.9037068928,17.1804356309,16.4237834604,16.7597675627,16.4237834604,16.4167279292
CNTNAP5,42.4306272102,35.354189719,42.4306272102,43.1381398923,39.1007940376,41.2256795921,39.1007940376,40.2123262099
CNTROB,30.6017962314,32.0203569167,30.6017962314,32.5707962699,32.8981947774,34.1508112505,32.8981947774,30.3368696889
COASY,261.223884306,300.907233098,261.223884306,304.450166545,301.54147421,335.784473748,301.54147421,295.784532145
COBL,36.9908406876,30.7626496176,36.9908406876,32.4057742544,38.2367598183,34.1291661838,38.2367598183,39.7759085823
COBLL1,40.9417980794,42.5726744202,40.9417980794,45.167095298,55.6999662595,53.1873572904,55.6999662595,51.3505065823
COBRA1,147.150208773,137.342365559,147.150208773,147.883921306,144.033226454,162.567923109,144.033226454,152.846509326
COCH,38.423624797,38.8278852257,38.423624797,33.1674277689,38.0542555301,37.0306564891,38.0542555301,37.4170796701
COG1,47.7810749824,51.9245526589,47.7810749824,55.640402254,46.5253976458,59.6912069498,46.5253976458,82.5093373514
COG2,61.0801285216,60.086623388,61.0801285216,58.0101760316,60.6630438173,55.1177884765,60.6630438173,52.7038860744
COG3,77.0098672948,77.8543949528,77.0098672948,84.5417975733,68.2166184357,55.5059956423,68.2166184357,83.2369573454
