SYMBOL	SPT1657_SPT1663	SPT1658_SPT1664	SPT1659_SPT1665	SPT1660_SPT1666	SPT1661_SPT1667	SPT1662_SPT1668
DUSP26	4518.88106996137	4402.73953601299	3886.7032742161	3749.50864997505	5015.86032222804	3857.91759785524
DUSP27	1371.46599440218	1433.78103677837	1395.42377104597	1162.48369752552	1527.41701393515	1321.56137759806
DUSP28	6101.03604321374	5843.63611143542	5468.1835480682	5278.32886372546	5876.89917836411	5491.96639478683
DUSP3	4710.68754599008	4795.87304609738	4497.78793480871	4306.26761275248	4915.95509609742	4266.75530481661
DUSP4	7745.80142055838	7837.76581643363	6687.79245866434	6616.72663092332	8468.25535305112	6947.63695651554
DUSP5	5777.05204743467	5639.06437541866	4930.49732436241	4593.71482969132	6460.88127337505	5320.09831415339
DUSP6	3006.29321236709	2781.2861674975	2659.41313185274	2432.87344809747	3066.16348650367	2609.269951435
DUSP7	7229.01713281263	7386.81855486624	6115.96742710421	6165.15340052729	7579.40782572406	6376.04538531795
DUSP8	6659.56060035433	6417.32641461287	5788.23487170259	6010.09512262022	6559.75654872082	5499.77858027017
DUSP9	6936.83524704869	6219.87021724017	5977.70525529416	5397.11619943204	6821.36404807316	5982.83204932326
DUT	6902.05168921965	6390.64314469764	5771.16546777543	5515.90353513863	6797.67518002157	5610.4512079508
DUXA	8028.04514694259	7401.04963215436	6920.78982227018	6620.35372514337	8398.2186996812	6691.13686647926
DVL1	6060.28958975686	6072.22279037589	4972.31736398397	5222.10890331471	6772.95636118513	5643.00198079804
DVL2	1979.6813484414	1809.12570025261	1669.38770407701	1704.73428342276	2017.67358752459	1791.59453751225
DVL3	1970.73700499965	1901.62770262541	1745.34655155291	1841.65709022958	2021.79339066399	1920.49559798733
DYNC1H1	552.561661512761	474.072762160591	487.33148212064	404.421005535398	473.777361031807	386.703181425246
DYNC1I1	4963.11679423512	4958.64099258029	4333.9216571079	4335.28436651287	5136.3645640557	4412.58276717226
DYNC1I2	1714.33249300272	1515.60973118508	1442.36463184568	1282.17780678711	1603.63337201418	1158.80751336185
DYNC1LI1	4570.55949873595	4306.67976431816	4048.00914132784	3921.79562542735	4630.65872869348	4097.49128601094
DYNC1LI2	6473.71701995346	6040.20286647762	5263.35070094218	5025.33904187708	6598.89467854519	5562.27606413688
DYNC2H1	12895.7556111323	12180.0232739721	12423.1121781927	12331.2135746096	13002.0987079685	10797.7423688874
DYNC2LI1	6064.26485350875	5840.9677844439	4979.14512555484	5348.15042746139	6230.17229756826	5834.40052513983
DYRK1A	6504.52531403061	6642.35532423131	11117.3027777644	11837.021987128	3904.543425373	3192.57980085759
DYRK1B	2023.4092497122	2024.37074423547	1932.25652455539	1794.50486536895	2296.79025021941	2137.93476060692
DYRK2	2681.31540065005	2405.05206169275	2213.90168935366	2154.49396670876	2404.93508262885	2458.23436542379
DYRK3	2582.92762279076	2476.20744813337	2245.48008661892	2150.86687248871	2720.10002279348	2438.70390171544
DYRK4	4481.11606431841	4464.11105681802	3890.11715500154	3674.24644490904	4486.46561881424	4200.35172820823
DYSF	3679.10660237453	3727.65280715766	2766.9503765939	3123.8348970167	4000.32884836421	3324.08492316045
DYTN	5349.71119410646	5186.33822919025	4523.39204069946	4785.04404979887	5756.39493653645	4752.41283569747
DYX1C1	7252.86871532397	6786.44498177356	6588.78991588676	6099.86570456642	7119.01982489532	6472.39567294579
DZANK1	4195.89089012028	4304.01143732664	3894.38450598333	3753.1357441951	4226.9180210316	3968.59022553586
DZIP1	5527.60424700355	5584.80839325769	5296.63603860016	4733.35795716318	6195.1539708833	5189.89522276442
DZIP1L	1705.38814956097	1558.30296304945	1565.26434012129	1568.71825017094	1620.11258457181	1270.78217195637
DZIP3	11742.9291230841	11074.4464571511	10029.9817476038	9373.31823816012	11909.3209252408	10343.3335799399
E2F1	6182.52895012749	6381.74872139256	5489.52030297716	5173.14313134405	6371.27555509295	6042.72547136218
E2F2	5368.59369692794	5045.80634097004	5023.52557576548	4742.4256927133	5788.32341086686	4534.97367307789
E2F3	4748.45255163304	4192.83114601318	3589.69564588338	3462.06143303621	5048.8187473433	4559.71226044179
E2F4	2924.80030545334	2988.52623050579	2493.83991375921	2445.56827786764	3109.42141946744	2861.8639487296
E2F5	6111.96801853144	5611.49166317292	5561.21179947126	4993.60196745166	6386.72481686573	4971.15402923095
E2F6	7837.23248685185	7626.96798410331	7255.35013924266	6572.29472672773	8348.78106200832	6486.71801299858
E2F7	4981.9992970566	4623.32123397889	4164.93455822894	3538.23041165723	5113.70564678896	4214.67406826102
E2F8	7741.82615680649	7650.09348469651	7423.48376792527	7531.66114793053	7780.24822877015	6619.52516621533
E4F1	1320.78138156557	1267.45532097344	1344.21555926446	1253.16105302673	1490.33878568049	1130.16283325628
EBF1	2955.60859953049	2604.28714372647	2294.98135800771	2353.07737525641	2610.9252395992	2272.04394473756
EBF2	13263.4675081822	12992.9735640561	11136.0791220843	10791.512078199	13941.4138237533	12115.3976537438
EBF3	6918.94656016518	6598.77265003644	6189.36586399104	5462.40389539291	7154.03815158028	6394.27381811241
EBF4	7128.6417230774	6343.50270118073	6022.93917570115	5855.03684471316	7622.66575868783	6327.87024150403
EBI3	3374.00510941695	3258.91669898012	2936.79094566922	3012.30174975021	3513.16212712933	3359.23975783547
EBP	3710.90871238966	3617.36195817471	3177.46954104228	3732.27995242982	3622.33691032362	2943.89189630465
EBPL	6607.88217157976	6217.20189024865	5591.08325634381	5799.72365785742	7372.38771796885	6437.24083827077
ECE1	5805.87270963588	5565.24066198652	5082.41501931421	5119.64349159834	5964.44499507651	5018.02714213098
ECE2	3094.74283084665	3134.39477270904	2821.57246916083	2499.97469116837	3154.73925400092	2796.76240303512
ECM2	8154.25977106511	8005.87041689958	6565.74622058509	6497.93929521674	8752.5217696702	7743.17784490216
ECT2	1594.08076450804	1608.11173355788	1543.07411501597	1374.66870939835	1686.02943480232	1597.59193134268
ECT2L	1716.32012487866	1524.50415449015	1499.54713500169	1196.94109261598	1738.55692482976	1505.14773645651
EDA	2429.87996834299	2266.29905813355	2249.74743760071	2192.57845601927	2569.72720820513	2020.75197835684
EDA2R	7132.61698682929	6935.87129329885	6472.71796918202	6563.22699117761	7147.85844687117	6118.24326436779
EDC4	6989.50749176123	6582.7626880873	5218.11678053519	5389.86201099195	8127.34164326519	7215.85532477682
EDIL3	6442.90872587631	6293.69393067231	5853.95207682219	5638.31796506526	6790.46552452761	6124.75341893724
EDN1	3690.03857769223	3508.84999385278	3400.22526229182	2956.08178933946	4200.13930062545	3551.94033309115
EDN2	1219.41215589237	1287.0230522446	1098.41614271325	1099.00954867467	1136.03571569148	1072.87347304513
EDN3	8093.63699884878	8090.36743829781	6813.25257752902	7232.42587477654	8008.89730300724	7774.42658683551
EDNRA	11588.8876526984	11077.1147841426	10344.91225006	9942.77203070772	12193.5873418599	10248.285323226
EDNRB	9388.57916602707	9191.49704346631	7933.00547515123	8330.5286498962	10146.0451815746	9034.79251148076
EEA1	4586.46055374351	4114.5602209285	3837.20200282732	4131.26031663515	5009.68061751893	4126.13596611652
EED	1547.37141542332	1631.23723415107	1570.38516129944	1405.49901026876	1655.13091125677	1412.70354157034
EEF1A1	2423.91707271515	2129.32493923537	2734.51850913228	2503.60178538842	2044.45230793073	1677.01581708996
EEF1A2	7534.11862577021	7532.6870970695	7391.90537066001	6819.84390724603	7247.76367300179	6366.93116892072
EEF1G	7941.58316033898	7890.24291393358	10797.25145413	10658.2163656123	6320.80796663521	5225.05005743944
EEF2	4540.74502059677	5508.31635283403	5660.21434224884	6870.62322632671	5594.69266331473	6320.05805602069
EEF2K	8960.24449676088	10470.5151147363	9749.19005300188	11202.2804986195	9989.49266227716	10200.1101794121
EEFSEC	4606.33687250296	4497.0204230468	4169.20190921073	4158.46352328551	4667.73695694815	4097.49128601094
EEPD1	1474.82285195133	1370.63063131233	1317.75798317735	1247.72041169665	1601.57347044448	1307.23903754528
EFCAB1	12487.2972606256	12278.7513726584	11052.4390428411	10160.3976839106	13762.2023871891	12351.0652491579
EFCAB11	6421.04477524091	6041.09230880813	6282.3941153941	6231.34787004318	6558.72659793597	5477.64405473405
EFCAB12	3946.44308968916	3905.5412732592	3395.10444111367	3159.19906566217	4215.58856239823	3665.21702259956
EFCAB13	6897.08260952978	6841.59040626503	6648.53282963185	6504.28671010182	7287.93175361101	6041.42344044829
EFCAB14	3495.2506538496	3145.06808067514	3418.14813641535	3114.76716146658	3204.17689167381	3057.16858581306
EFCAB2	13328.0655441504	13724.0951597334	11752.284603855	12143.5114487221	14233.9198466512	12843.2329346082
EFCAB3	10073.3183472902	9617.53991977948	9249.90998813222	8881.84697134356	10325.2566181388	9038.69860422243
EFCAB5	8840.98658420417	8616.91729795835	8538.11584436932	8507.34949312356	8992.50030254066	7747.08393764383
EFCAB6	9664.85999678345	9155.02990791549	8175.39101091701	8221.71582329475	9621.80023208508	8843.39396713897
EFCAB7	12607.5489891203	12866.672753124	12298.5055295244	12166.1807875974	12394.427744906	10985.2348204876
EFCAB9	14033.674860111	13520.4128660472	12283.1430659899	12201.5449562429	15318.4580231001	12569.8064426913
EFCC1	5608.10333797933	5427.37710075783	4752.12205332351	4646.30769588202	5516.41640366599	4671.68691903631
EFEMP1	5962.89562783555	5836.52057279136	5010.7235228201	5086.09287006289	6514.43871418734	5671.64666090361
EFEMP2	12093.7461491885	11423.9972930406	11435.6471610061	11227.6701581599	11609.605246849	9681.90187568395
EFHB	9946.10990722969	9166.59265821209	8206.11593798591	8218.0887290747	10396.3232222936	9197.54637571697
EFHC1	6252.09606578557	5695.09924224064	5387.10387941415	4925.59395082575	6480.45033828723	5704.19743375086
EFHC2	7151.49948965077	7147.55856795967	6720.22432612595	6380.96550662017	7014.99479562529	5855.23301976206
EFHD1	5401.38962288103	5238.8153266902	4987.67982751843	5135.05864203354	5159.02348132243	4383.93808706668
EFHD2	5154.92327026383	4860.80233622444	4686.40484820391	4614.5706214566	5141.51431797995	4231.60047014158
EFNA1	5458.03713134547	5566.13010431703	5311.99850213461	5129.61800070347	6031.39179609187	4826.62859778919
EFNA2	1514.57548947023	1525.39359682066	1686.45710800418	1580.5063063861	1572.73484846863	1326.76950125362
EFNA3	3013.2499239329	2992.97344215832	2718.30257540147	2708.53260882115	2989.94712842464	2675.67352804337
EFNA4	2959.58386328238	2997.42065381086	2908.62642918939	2988.72563731989	3323.65118271661	2477.76482913213
EFNA5	4277.38379703403	4374.27738143674	4686.40484820391	4510.2916626302	4464.83665233235	3305.856490366
EFNB1	6505.51912996858	6348.83935516378	6457.35550564757	6302.98298088913	6795.61527845187	5281.0373867367
EFNB2	4307.19827517321	4167.92676075896	3898.65185696512	3441.20564127093	4754.2528228757	4238.11062471103
EFNB3	5475.92581822898	4953.30433859724	4499.49487520143	4644.494148772	5860.41996580648	4576.63866232236
EFR3A	8410.66428306204	8059.23695673004	7563.45288012804	7699.41425560777	8272.56470392929	7089.55832612952
EFR3B	8724.71011946138	8412.34556194159	7498.58914520481	7306.78130628753	9839.1198476888	8066.08151154681
EFS	2159.56203321444	1860.71335542205	1726.57020723302	1768.2084322736	1889.95969020297	1480.40914909261
EGF	6423.03240711686	5810.72674520664	5760.07035522277	5641.94505928531	6731.75832979106	5615.65933160636
EGFL6	3779.48201210976	3476.8300699545	2975.19710450534	3466.59530081127	3699.5832191875	3290.23211939932
EGFL7	4506.9552787057	4172.3739724115	3827.81383066737	3737.72059375989	4984.96179868249	4048.01411128314
EGFL8	5464.00002697331	4859.91289389393	4626.66193445883	3957.15979407282	5533.92556700847	4575.33663140847
EGFLAM	13289.3067225695	13091.7016627425	11687.4208689318	11315.627192996	14137.1044728752	12029.4636134271
EGFR	6364.39726677647	6198.52360130798	5372.59488607606	5550.36093022909	6724.5486742971	5544.04763134242
EGLN1	6523.40781685209	6425.33139558744	6610.98014099208	6794.45424770569	5853.21031031252	4889.12608165589
EGLN2	3268.66061999185	3174.41967758189	2862.53903858604	3063.08106883089	3436.9457690503	2607.96792052111
EGLN3	6503.53149809264	6725.07346096853	6183.39157261653	6099.86570456642	6734.84818214562	5881.27363803986
EGR1	5831.71192402317	5744.01857041856	5579.98814379115	5423.41263252739	6397.02432471424	5540.14153860075
EGR2	5452.07423571764	5036.91191766496	4197.36642569056	4039.67618757892	5817.16203284271	5031.04745126987
EGR3	1344.63296407692	1320.8218608039	1137.67577174573	1240.46622325656	1688.08933637202	1240.8354609369
EGR4	2007.50819470463	2063.5062067778	1764.12289587279	1747.35264050832	2386.39596850151	1967.36871088736
EHD1	1682.5303829876	1525.39359682066	1731.69102841117	1340.21131430789	1629.38214163547	1374.94464506754
EHD2	1598.05602825993	1578.76013665112	1247.77342707596	1394.61772760862	1763.2757436662	1730.39908455944
EHD3	9450.19575418137	9353.37554761871	8414.36266589736	8319.64736723605	9956.5342371619	8749.64774133891
EHD4	7001.43328301691	6701.94796037533	6278.12676441231	5962.9428977596	6384.66491529602	5700.29134100919
EHF	3297.48128219306	3570.22151465781	3443.7522423061	3338.74022955457	3764.47011863316	3261.58743929374
EHMT1	4234.64971170121	3843.28031012366	3816.71871811472	3336.92668244454	3575.98912500529	3141.80059521589
EHMT2	1949.86687030222	1641.02109978666	1883.60872336296	1812.6403364692	1686.02943480232	1523.37616925097
EIF1AD	1261.15242528722	1210.53101182094	1076.22591760793	766.223653985228	1390.43355954987	1289.01060475082
EIF1AX	10182.6381004672	10631.5041765582	13349.1273412416	13705.882284008	6410.41368491732	5140.41804803661
EIF1AY	4859.75993668597	5043.13801397851	4543.87532541206	4513.91875685025	5024.09992850685	4187.33141906933
EIF2A	7435.73084791093	7940.05168444201	7962.87693202377	8324.18123501111	6962.46730559786	6430.73068370132
EIF2AK1	1579.17352543845	1505.82586554949	1443.21810204204	1336.58422008784	1362.62488835887	1344.99793404808
EIF2AK2	5687.60861301714	5685.31537660506	4955.24796005681	5024.43226832207	6312.5683603564	5511.49685849518
EIF2AK3	2019.43398596031	1829.58287385429	1824.71927981424	1643.07368168193	2383.30611614696	1873.6224850873
EIF2AK4	7538.0938895221	7148.44801029018	5871.87495094572	5715.39371724129	8368.3501269205	7779.63471049107
EIF2S1	1478.79811570322	1444.45434474446	1511.49571775071	1368.32129451326	1415.15237838631	1122.35064777294
