SYMBOL,Tumour_GSM508549.ERN.HER2N_RES,Tumour_GSM508559.ERP.HER2N_RES,Tumour_GSM508581.ERN.HER2N_RES,Tumour_GSM508582.ERN.HER2N_RES,Tumour_GSM508585.ERN.HER2N_RES,Tumour_GSM508587.ERN.HER2N_RES,Tumour_GSM508590.ERN.HER2N_RES,Tumour_GSM508592.ERN.HER2N_RES,Tumour_GSM508632.ERN.HER2N_RES,Tumour_GSM508634.ERP.HER2N_RES,Tumour_GSM508668.ERP.HER2N_RES,Tumour_GSM508669.ERN.HER2N_RES,Tumour_GSM508671.ERN.HER2N_RES,Tumour_GSM508672.ERN.HER2N_RES,Tumour_GSM508673.ERP.HER2N_RES,Tumour_GSM508776.ERN.HER2N_RES,Normal_GSM556167,Normal_GSM556168,Normal_GSM556169,Normal_GSM556170,Tumour_GSM508567.ERP.HER2N_NRES,Tumour_GSM508654.ERP.HER2N_NRES,Tumour_GSM508674.ERP.HER2N_NRES,Tumour_GSM508675.ERN.HER2N_NRES,Tumour_GSM508676.ERP.HER2N_NRES,Tumour_GSM508677.ERP.HER2N_NRES
COL5A2,10.840736537203838,5.250649793262487,7.158028220235166,8.403127322464574,5.997729441598689,4.262560295894169,6.508483139730139,3.963077618231619,7.501470305058947,9.952909622738673,3.498229358792387,5.112718224305446,6.361988695405531,11.742323035260528,6.224416625121686,9.335635404850576,4.205517170980174,2.71837535020885,5.860587767783888,5.456099150688723,11.395767281990091,8.028933320410205,10.964440168261273,13.386835793252978,5.125889307906599,6.528698517106818
COL5A3,5.874354467231657,3.173774317518588,3.805936018180074,4.481067628662239,4.660790891001528,2.655274086880203,3.6394492213490044,4.094235406071504,4.7806789830172125,4.731278253144676,3.030605745445487,3.5321680543138765,3.481989134469788,4.6120823053423,3.811917204050668,4.67390580324295,4.514225222951709,2.620387845931185,3.528270790875299,4.114684491349125,3.4763894707375207,4.640022569324951,2.623757532699,6.783816307152531,5.359166125927037,4.49664333912807
COL6A1,6.101266822978007,3.071253397878749,3.327378312261935,5.5060019616793605,4.6052924975188505,2.3531572638809806,3.6551601421728916,3.17585214206656,3.4634654849987037,5.7999320795732725,2.753262745720369,4.384816512543378,3.877035955820008,7.183078030423622,4.478851350570407,4.569215291860986,3.9840967764761874,3.589301328897257,5.239292255544596,3.9987475357191054,5.764246968072304,4.831666027105801,3.2234168341948544,5.922126650702118,4.258396063321759,4.673953989412335
COL6A2,5.634010566170571,3.3714859060246165,4.175795321286475,6.490528764708574,4.184999688662492,2.362987276009529,4.2719052967048015,3.1721699755436576,3.5547294623035213,6.576594655415476,2.2136532279728014,4.245519281720853,4.013585299799183,8.54853993566959,4.954892831662779,4.185998608699451,4.340785656350746,3.597293031656327,5.631841403717789,4.305349306108419,6.331020066088732,5.762317749061576,3.2498895426890244,4.787552812024888,3.7656230810502764,4.179908795991329
COL6A3,6.58791428220923,6.240027021677126,5.453072974791729,7.01042145675628,4.264271220008745,3.0731344922910546,3.8230313458360614,3.721749184450182,4.193193885566019,8.761965543623175,3.224319552309294,4.941726124786584,6.384260413777668,11.139184950976345,7.6418559352751005,7.068485282164236,4.130683557302241,3.5724792927586777,5.503430847483835,4.410700092241686,10.917596993084459,7.216881988459601,3.8431087436378855,5.370616548848414,3.7946764208717068,4.526749779799534
COL7A1,2.0479933507425536,2.3710407975912386,1.5250752452853875,2.9901719001677156,2.102335652152272,1.6797450479002913,2.20934864029673,1.56788769811099,2.113844771948612,2.5062897742821484,1.454978357217538,2.0142164984384814,1.914642438910356,3.2078137602484103,2.256726673515534,1.7571618512663478,1.8994232959843582,2.041716042908326,1.6606779850059714,2.159917863096678,2.8801356860193263,1.932101863819711,2.5873911561764107,3.824828766872682,2.1355075604457197,1.7529621532020372
COL8A1,2.2722130216877767,3.33244566520366,1.6540101420773201,3.2156293890457732,3.8071345557539864,4.005981418277122,3.110122524493428,4.64475643040852,3.8924796695830057,3.5613895963262987,4.213792011587621,2.731831709372016,3.456279171097821,4.454822900708642,3.405657246136979,4.452761421964147,1.527104094581741,3.204106208206316,3.7208337759682504,4.267044676654445,2.653009996559368,3.3844079599196193,2.8158943786667225,4.861640661290636,4.1339118359468205,2.591269990372258
COL8A2,13.34899063796936,11.125041514128698,8.810689102896564,11.7722163949955,6.771300389785994,3.999902193753946,4.746591856446096,7.65115051549026,9.668008207068224,12.541405424593686,5.743489806651375,6.010218907826684,8.888289715575738,25.438110196208182,8.735286870274146,15.159623885622796,7.8229306732403145,9.673704695396044,10.025499179772845,9.648097130261082,15.063812886408051,13.122700069133316,24.941275889926402,17.680385101842816,8.015130802041055,8.808730557491655
COL9A1,1.7374266922884447,2.99235937637744,3.732132202860211,2.706136770430158,1.472446259614475,2.8276100238384823,8.42413620775951,4.780122768372209,1.5463677127990945,2.261448214386899,2.6474287134767818,2.276017202377158,1.3678190908143066,5.686028104812578,3.4010318947018474,1.4785847333904107,3.176279506336556,3.3406557865745006,2.1633184272076855,3.719061158549671,3.6377980342645144,2.9676299932415295,2.417599368001041,3.675243416940326,3.4424662882348276,1.8119558530984785
COL9A2,2.5743621016759652,3.8247664782856923,4.2006263040424745,7.949369497100345,2.0167791642606763,2.270933248483709,3.8824836208044635,1.8252295104343517,5.455079441940475,2.876181062099049,2.472869876359693,4.433906961433481,9.552862221748807,2.478275474187157,3.0744830717007297,7.249897066650955,2.843884966917457,3.8948236879156735,3.227172162494015,5.1567557867966896,3.611140721502842,3.5395329687668555,2.188709608558209,3.1075360342347293,3.2962133732411076,3.397805095540331
COL9A3,1.3273687433767778,1.2652061404456791,1.052250724979651,5.2384590207670945,1.4510831345731507,0.5927633200048231,8.338841006433833,1.2468041572146549,5.838112992035162,0.6851208488706672,1.008916930460411,0.8706480347660931,1.9595119508139414,3.087149152058569,1.237472542724574,0.8290131317958429,1.0413800219170644,1.6026623104305378,1.1864564018851453,3.3533175618750817,1.406989578924067,0.7772245659453642,0.9529661533466285,0.7547278886217901,1.6095429699636927,1.362442829132843
COMT,2.726431015363272,3.038225143338472,2.715931063786901,2.704856003831372,4.680004620329092,3.0237551375898746,2.1774075226584415,2.7652290006586613,3.054891035218135,3.72220693159313,2.2715668876832273,4.254779652095841,3.031901763407708,3.611310095257843,2.9364022233605853,2.615996365131011,3.708284949529966,3.100369924477906,2.767505513106706,3.450511192485102,2.954180134388387,2.536381830108474,2.775342304649778,2.0052232042017173,1.9225211477685356,3.8612452498150165
COPG2,2.4441541039843417,2.207499968413378,4.200378610956431,2.1682138332747614,2.6257226681339763,3.689855661961713,2.2387334108602506,3.354178387098994,2.325505989285622,2.060847676632881,3.3449429048909654,1.9555266421595436,1.907026062011253,2.2016212500128383,2.440112836311227,2.2880209622195227,2.783468661756189,3.017765446283141,1.859192897548403,3.1695561416126212,4.324018618600429,3.434282827260428,3.9852722420886186,3.0627855321673305,2.9692370034348237,1.970033039934196
COPS2,3.0252664794593844,2.4435871928508637,2.21230367545514,2.533082008161386,4.120006771396611,2.843464041244166,2.686113449924036,3.579200852501088,2.3089613281499575,2.690119484212051,3.172307014408865,3.616892733157279,1.874513128694082,3.596185099492931,2.9640769093443473,3.960763614181805,4.111982227503046,3.1289320707397383,2.8838686639731015,3.4155019207082367,4.391411349009271,3.0191418706176405,2.1885161198773773,2.456528475689709,2.9612076435146024,3.454189918674041
COPS5,4.241308839295354,2.493357967604804,2.9284831588694673,3.4626809493182993,3.3539084801647796,4.996365202924016,3.350119935835362,2.418573473469972,2.7848285326070705,2.454457296453531,4.016270340765587,1.8966887620361668,2.72027578404127,2.4348425376694647,2.8825924301274437,2.679885755420646,2.786823761851565,2.7845421630638576,2.5985952072518455,2.833631224110393,3.4563591722189795,4.198552970353494,2.4672302646162567,1.5003822957635513,2.0691028771969977,3.0568222157878826
COQ2,2.6360755553915403,2.089529222541154,2.271444432494346,2.4379184856978995,3.499760956940066,3.020108703706872,2.487446264428066,2.0392770884630074,2.8794323935343336,3.813232660819744,3.184677357387459,4.156899433984158,2.0861609494497952,2.375312718368921,2.33179521553476,4.018550508319929,2.5475408764300305,2.505107269102983,2.595767568219372,2.672415086366502,1.7266963086663283,2.4238848354777143,3.640315221309341,2.5565984654698437,2.772386840795006,2.0706918986692977
COQ3,1.7391260788561538,2.053828770475127,2.504653458256703,2.375340388998288,2.4565423715346446,4.35916944184213,1.5358298867762044,3.800450698610167,1.8105310472827754,2.1405705093586,2.257162108347176,2.287346549141396,2.0171663221904343,1.9570469793762064,1.5719759147251176,1.819828169637439,2.2854623352064896,2.4932302199417777,2.2436363272317488,3.0374539781099625,1.7921809492915444,1.7539099613207914,1.3030081793211454,1.795932667667047,1.831605931304771,1.9994847431803506
COQ5,2.3835797483826995,2.898690725955711,2.155317608164109,2.3519317728555795,2.108590296404528,2.789706495487093,2.318202521988693,1.6022518704005824,2.6437223273173034,2.512525252918684,3.190975190085222,2.4995868599041486,2.56041179389165,2.4480053695092794,2.6111280108383825,2.4521719896842504,3.127909940739026,2.427598412913133,2.462661282844473,2.5857200604053996,2.925105105569575,2.2704742039889134,2.8810951110306613,2.440339123185403,2.515462651015337,2.9491131075568706
COQ6,2.7991414377849666,2.3681857076509494,2.486659435712735,2.5892384513871716,2.5050356223232706,2.24415069466204,1.9185769654381972,2.458232890096808,2.3189967130226274,2.1844694861590352,4.336394313490618,1.6996353882231912,3.682491743507901,2.5406436283827634,2.1616482071444074,4.0124562805961945,3.7046687626846126,3.9824658863569664,3.596858436953565,3.7177594717767075,2.8511684249473173,2.17147367327021,3.703524589418671,2.618794497823134,2.9663823646850775,3.332431850741162
COQ7,2.548986223331282,2.7449389641752315,2.105017270465575,1.88763619005998,2.29556389844119,2.620199175197951,2.4229815471201377,2.6681376976383953,3.540009841877219,2.2382644114412678,4.5106954756496975,1.7854689763448848,2.191538926854904,3.2780522775521685,2.2829097678698513,4.468626248161785,2.788422019208938,2.919169323169379,2.5948890774902815,2.830796198059416,2.5099229162830192,2.6943813659506137,3.4959890045023334,2.3770861563623584,2.6263401379543145,3.1811868142431883
CPT1A,3.0799085655824414,2.8319831330726672,1.8711528134457287,2.884138865190141,3.8255503100044552,3.396552578226317,2.579452861528443,3.2775660931629966,2.518784929031973,3.397989022492295,3.844938175935936,2.7475007538662157,3.622751690571201,2.9264180210232937,3.3624741839054773,3.8314650284291463,2.402139451837031,2.3435431232120827,3.133391324846519,2.5365057722726974,2.2348082366956095,2.6744798966440113,4.269509872647111,3.69894799207692,3.5519644924124174,5.135358795476518
CPT1C,3.3338333064482817,3.094897194786102,3.3785366274864845,3.397943645467541,3.2638122629442874,1.7645649551344251,1.9874280253479224,3.2460450624894563,3.0518112790770506,4.115820443002009,3.795192846812906,3.9520067281237075,3.6300924778466546,5.212255647313502,3.3751972044187526,2.527721092768594,2.555803547437702,3.174505818113966,3.519604289149834,3.9419717252173556,3.6725078837398364,3.5552312362081415,4.670873260352065,4.2757312433172565,3.288224086768124,3.095248619626869
CPT2,3.1096601359263163,2.5681058044398886,1.553505159274475,3.140486129391849,5.071604084394396,3.9103727244352053,2.967507461309016,2.4665360867907715,2.6572536376226283,2.67299742136741,4.424013151452443,2.5279508690061534,2.0844055165726583,2.7240607233641376,2.95593195539831,5.7794119099264964,3.626276396808379,3.667423817847804,3.44592038013832,4.051244345696217,2.9174082193449746,3.14990409712167,2.338126689314674,2.615260635970749,3.1863314225579344,3.2769883416124026
CRADD,2.4767499798783277,3.38441294309124,2.157529408561456,2.1724905343623586,2.5975503318266493,1.7630963902289924,2.0093260589919923,2.467846453872699,2.946091452702555,3.0357432059478793,3.626825786896171,2.2852200387499573,2.2736935020099454,2.582233812517876,2.788038575936097,2.224353527336681,2.920842849920106,2.6220898884317005,2.198693614255583,2.620603845149137,2.4704818797977253,2.7084307742031233,3.3550609758668055,2.6526053344091975,2.7361061097274124,2.46956780812215
CRAT,3.2835559881495255,2.3448882543685783,2.6493582113624483,2.8492400168658976,4.010635824976163,2.4824435587729394,2.4887306684898047,2.8004289508084326,3.0995052527344504,3.8921332328578573,2.762706610072023,3.291509371213839,3.6154896127603657,3.359532744826649,3.2849579311889494,6.15727029215359,3.709912936567785,2.7303705343652105,3.638763713773237,3.145774521598379,3.416478663511254,5.328074550397578,3.0460777172744424,4.12386560709856,4.125881220061795,6.2045085810900975
CREB1,4.095013082002658,4.0388306528593025,3.607765730936121,4.097199992226543,3.9745710184101535,3.0715259569884568,4.584148492499373,3.765183726109731,3.6520139930146716,3.249645210606532,3.3619399990065473,3.588790081175218,3.406788976398495,3.844269455424418,2.649019825060489,3.780918175372645,2.99491175074258,4.725342460140305,4.4905465114344345,3.980120658312899,3.8344513805310965,2.681112905282474,3.407994786462972,2.7413607120575323,2.4578851630605882,4.739219710411803
CREB3,3.5196569377024214,2.907934013279212,3.7678845773958978,4.562145500430172,3.0771339355890572,2.6001705951350598,5.171613769329192,2.144266966057756,3.6605235933164577,2.9734275875327882,3.9733625724509523,4.216914957806227,2.5600538348705286,3.1127018797764534,2.1927216478492646,3.9690878857025544,3.2576436352379496,3.0418860840860114,3.184081126358574,3.069018299720183,3.29381579896009,3.8749085527892833,2.777428364526104,2.877763421419128,3.087039074027956,3.3656073974090823
CREB3L4,6.357060235681631,11.784673934158238,3.6968246098485418,4.856471715219661,2.477697224115618,3.2608180784381724,2.687873250892545,8.239828162851426,4.282970547258289,3.020020294923517,6.756245634145306,2.578705571382143,7.18359551503067,3.145099710997723,3.513109386207718,9.149230620377336,2.0792526997768697,3.9090063300500986,1.8536196372797984,2.6722814723381503,6.741729686539748,5.936961691282877,3.314769913129495,4.421518179305499,2.9636245381130344,13.383885854829558
CREBBP,4.723371107138044,3.8663273648005374,2.695276607400722,4.617315404779573,3.7402667181619287,3.748611450260565,3.6360936278894536,3.436938381857681,2.9854631362123896,3.6541115373132205,4.302627004390945,4.57114865278311,3.8123395154546924,5.301468325105018,4.881904685074555,3.993447430447573,3.0834622218663372,3.9576639083493035,3.33375640189265,3.850961146317597,4.556222536677729,4.068188544812314,6.378145863436191,4.074584707102013,3.919459820413842,4.566417262251163
CREM,2.9354809903038337,1.7266914981637007,3.241591199721085,2.7930151406523476,3.828457978968847,1.7916057318437293,1.6062961226266894,3.0446202263074995,2.416491284855263,2.8052574906753316,2.7773374428121786,2.3273326192156865,1.8467633129466041,2.2249427739486833,1.9290373105159724,2.314013850286457,2.07835776575374,2.482840555400579,3.20676316476991,3.067626099990152,2.1496867253166148,2.265708163043851,2.30670732952946,1.925418099214713,1.9994606435937619,2.199476852330049
CRHR1,4.607049247893018,3.211370551103568,3.829950350930299,3.117601340681468,3.7979197717440294,3.158831565973423,3.362612997964251,3.1670881211955226,3.752248283881172,3.8808369639366602,2.930003057165861,3.7126075134788925,3.9846975891691887,3.347948413185551,3.513469018925208,3.6959721117773774,3.45757754292076,3.537507522880342,3.9223999819236757,3.5082288286649916,3.4871668907189166,3.4167136763083037,3.7214376084493566,3.676902362563897,3.742493143301119,3.332431663377789
CRHR2,3.671690986293864,3.9118483187800566,3.786173485964682,3.1911634520058656,3.1993640352148076,3.347138734556012,3.700598480185067,3.21796368210903,4.041196498105873,3.6051926380767356,3.4639682678734554,3.681021681260764,3.6194071886345722,3.6628765849962983,4.025116880336096,3.365176770781333,3.1861303724922987,3.1985972944731627,3.2831180587393183,3.203346715312166,3.427445972715901,3.1741525904592063,3.350967014314945,4.5907925397298746,4.3328095359093,2.9326265808186265
CRK,3.9509996929900315,3.5200137375397293,3.9313867876766486,3.7703818548012853,4.01921281907824,3.1840311003635526,3.1869279051804327,3.4822718347108337,3.0153071164201486,3.0998841031549884,3.3048335855146007,5.262089658317678,2.8031479546232823,2.5707711644389137,3.3247677052717384,5.34525870625614,4.085533456777548,3.1861864205284474,3.541594389658063,3.2035661070671093,3.1724383895034216,3.859715938218871,1.4829986180054815,2.5214151256168433,2.9866678134543423,3.8149273745351926
CRKL,2.169229288306086,2.4845481208943205,2.828576686161854,2.9498901516190164,3.4424636752769437,2.4448986842164766,3.1154496488547956,2.17975999062513,2.6680718916456176,2.632679383588986,2.38300122875805,2.2156295224422506,2.5290826890227014,2.9302194305803755,2.7704993996303653,2.668565124089191,2.777734776545797,2.0261759344012824,2.6725795052663086,2.2222124743400715,2.6030778385037623,2.259652334849964,2.116104355515447,3.0243153116784396,2.640712695941089,2.6409891041759996
CRLS1,3.1255257361238065,2.4889603318776823,2.193424560939468,2.4183876138444087,3.04116208432888,1.9984104071694644,2.7205077657817114,2.769784370021447,1.807590077941516,2.232974951735975,2.6039497517766304,2.193388299709772,1.8095559176827416,2.767653847018587,1.8995734125654935,1.762512946951612,3.512535023151962,1.9597132756294304,2.3347316244357055,2.4099163696984354,1.9492573575969099,2.0526228127920714,4.8952561765450096,2.030625027302267,3.0625238607010963,2.3529989286309125
CRP,3.276486461839623,3.0167911070236024,3.2067529500449066,3.1829678376729724,2.9035632983121524,3.018936827060252,3.2762439775006995,3.6599406276143585,2.3585615538787943,3.4068668504623143,3.710226755409516,3.8360400659063254,3.3939149464285414,3.401925088145514,3.5581952138521076,3.3324608429310105,3.3436025629060664,3.6487578435950434,3.9239523576524293,3.612234547684782,3.1729584524066676,3.2554944330002757,3.6860341177456726,3.8911669269257714,3.6856856696564693,3.284272335008868
CRY1,2.7927641748838252,3.3205328462329695,2.812658087195151,3.035911642662022,3.887687385332011,2.6732976505918424,3.2762412177395164,3.459681330943278,4.3668326762174,2.5496467584916287,2.277859968396811,2.147021162372737,3.353485265573536,2.902951172365857,2.528689995111641,3.1214820324172243,2.647952253368209,3.5473948355042664,3.907759488087417,2.746438678180763,3.1428380180505937,3.1441033790597595,2.854620496734147,2.361200882979132,2.2262695580931453,2.9355018794600114
CRY2,3.7597532986385476,3.8361676715099358,3.8185660729620006,3.2598940598232287,3.353153550144547,3.6780848184528225,3.45658313881509,3.1355397036212413,3.3679018839934343,3.747601236812967,3.4193966648618264,3.5816377917547606,4.158679688848591,3.705350446801794,4.08960777254888,3.2734818916534087,4.63094839624712,3.7891150578658013,3.8388390390542164,4.100944127697911,4.288064716432855,4.222157062383527,4.917640265170622,3.9790926760843033,5.779565804829026,3.9532504340228294
CRYL1,2.188672856414687,2.3162389479005587,1.776023903103994,1.7989328112876501,3.814825857367305,1.7635676592982474,2.1980761311178654,2.8816622561599203,3.576183266046087,4.410443982987055,2.403289281013842,2.701567638029156,2.8284871763984807,2.876128448125178,2.590178237353023,3.9907413017749924,3.5797044093492025,3.075733648837118,3.4992357052824,3.0215516054159077,3.1341868669427244,3.198749714143824,2.3515391014900158,1.9296830325528873,1.714637722359494,3.158481054291457
CRYM,3.956359468360271,2.38543470814325,4.362856649567467,3.1443781410103697,2.6722235274484434,1.742867915618871,2.946564452614825,2.5991333993896273,2.439711614564339,2.940498268585291,2.0364335296209988,2.3194534201066204,2.6354444355967077,2.8189713818887534,3.286284251060102,8.539942381672077,2.8422951813558393,3.220945288853063,3.16255342332161,3.998670389848225,2.183688424434447,3.516908674827117,3.4135034933760946,2.5511434413677336,3.1833819159226397,8.236347634564751
CS,1.8468193506880037,2.4930863678056854,3.3262277144677923,2.139021394440089,3.3296542695799904,3.281038872245913,2.2284661995151955,2.45732145299704,2.602512366310995,2.2860508352096196,1.940853643457508,3.270536254317121,2.755607475190199,2.1444464129006917,1.8967154437496432,2.226946603352039,2.8481803844844134,1.8507121031107654,2.4245499187276303,2.160542356882535,2.4175928971999787,2.171791881421889,2.3693189670481227,2.327565423246373,2.97169603804709,2.4241689954271157
CSAD,6.12496413923989,6.102010279155087,3.6765260754662434,3.076651680543304,2.656565672467115,2.6511370595634283,3.8604324878682665,3.3347204314921317,3.2764720039853437,4.058168001100892,3.165149728601893,3.999778754049904,5.031061255370115,4.4532044195042095,3.2799427310497142,3.3405950068047687,4.305819932668864,3.4982508577128653,2.9976502919019494,3.4794900911121784,4.763431699769757,3.189568115678012,2.5271448889533734,3.749623106748568,3.4748008954700738,4.833398339481305
CSE1L,2.1602909638315335,1.8489981724575046,2.1066158815066034,2.0536980569646315,1.206936996922199,2.7161544292322772,2.6845512548626664,2.827301623385147,1.9701498701193587,1.5548195654809183,2.419736896969465,1.8297869672360607,1.6592734028239577,1.5690332759064347,1.8655229559258566,2.1388876285832636,1.752386306490145,2.00502423704442,1.8038096688474734,1.881225708089242,1.6336159184828691,1.551536830835841,3.7759959729230417,1.6862410853378478,1.6814162031641966,1.6915279523353546
CSF1,2.9766909274938897,3.5347960082521537,2.9092026303380383,3.4705540398090737,3.7103087442112477,3.292059202338056,3.490798610538007,2.6342330569302304,3.442594754069629,3.4157319393844414,3.5027032124913773,4.10205303401391,3.71255631779235,3.6418776739744705,2.9762468055373312,3.8706021215298723,3.689522494314385,3.343730504735106,3.8334749550903844,3.6716642161706226,3.181030346335954,3.12265168826392,3.0689586060652716,4.028560979404467,3.834236979062086,3.406099767105986
CSF1R,21.903943877791026,19.051140040325368,13.602420902263304,18.652628771028503,10.318715162408314,11.469334902712353,19.91851706553497,12.969692490827226,11.168464244879575,14.632560756360744,10.715509875140324,12.40556467561471,18.378043851968293,16.199993017518867,20.180420383411743,9.20810068505894,8.13531904887043,8.75553669491445,10.304939402756007,9.090936943253288,19.52248882635735,18.480690594305283,16.889088029497408,16.44911278771271,13.23267195293401,15.229281547046577
CSF2,1.8540540730951687,1.3035496112092888,1.7448101241374203,2.1736348887215495,5.8414007597413,3.532322869763171,4.401695517651108,1.488714895421672,2.1232018381991296,1.6185036991833566,2.225400658606787,1.847301026281407,1.7242096455415254,2.558730916889431,2.491855158938308,2.2329481566501133,3.4247455195348913,3.395958697158836,3.5839535608983204,2.896580475902928,2.2344174816942033,2.9319946613837966,1.9900208845591045,2.5655502685294915,2.1612507312604663,1.910871056741337
CSF2RA,5.363436470177728,2.9942299960780194,5.176139050420967,4.697419168095705,7.168207671413924,8.454072180506241,6.01877142977653,3.0127049122238816,5.871833061157703,5.501550531476501,5.500998585012608,8.271106929576051,5.542216112565813,3.1672029170154725,4.438680235629835,4.0520233376816215,7.511815976507816,4.520326720682751,4.772046360734033,5.094606970421444,4.022652630311431,4.871551375607889,2.423842972957537,3.0119802705161205,3.0757989297582893,5.8804527353827085
CSF2RB,3.1808905112579184,3.15334196879965,3.3226971648689756,3.1109067639302572,3.973456083096896,3.403471471248545,3.220383624511198,3.617441766039692,3.480334694719044,3.0385875429006837,3.7873082711593486,9.709856742880497,3.5321628640916316,3.199481987304665,4.461604408596784,3.405704688978488,3.6692580289572154,3.5379540575714126,4.326979335920371,3.6260021382405645,3.2659477043652694,3.4129932402526433,3.350237551827813,4.213730791198744,3.724887386633687,3.2758721764334506
CSF3,2.277058519343107,3.2781934530143806,1.9211365367716517,3.138224655232741,2.9069912816609222,2.7090398170966465,3.0164560416489548,2.631041446965285,2.0647746155885014,3.2857562226397072,2.2869327427841686,2.690873117538725,2.0661250250948044,2.7555899411898785,2.6437114110102393,2.338799427808901,5.228520330829523,3.320521462071505,3.8200617733668008,2.7773519177218073,2.957767022415636,2.7954020067096335,3.083657437720955,4.1649697766098095,3.7213433086480467,2.2070619950360957
CSF3R,3.5876780569362157,2.8790319363919177,3.3296988275700685,2.832869509946077,3.7412108621827675,3.3740585029907595,3.8327297020258815,3.97874649399621,3.3811260355534345,3.6659107276171645,5.092699031359894,3.8049693054133047,3.4643992358822473,2.610931043746469,3.022823996646117,3.181840596254715,3.9109739744324745,3.611923666353625,3.60697407534947,3.4239379068009312,2.698862686172132,2.86548971808612,3.732523734466224,3.610782764518027,3.631013030491476,3.4408571005266007
CSH1,3.215650787835172,4.2885005370934985,3.4602979557900033,3.488635455597263,3.0966021014393394,3.500804511399289,3.5630154913259418,3.358525748366848,3.1370660955718463,3.8099945896204654,3.6591550122698444,3.7647319968066744,3.7559300780044564,3.6256216587788934,5.487289320194861,3.1515200820546334,3.953307697050888,3.3231674048874287,3.549556071743637,3.4919223758605695,3.6366387762012344,3.7523685590641356,3.340536708725396,4.508037937911671,4.633980594996974,3.2966851415941747
CSK,2.6221598069730687,2.8102280292046427,3.3393910584827844,2.687599848216367,4.934360420378818,4.116093853895005,3.1552697554222453,1.9604941329300474,2.4960772755628207,3.6394676717890313,3.0672097527411033,3.958916900251133,3.5815176897343393,2.603091085302077,3.2925806683630094,3.145654258023924,2.8731105148535905,2.4875941126084933,2.754469518124911,2.398971850246891,2.8421284489543255,3.0780515117366125,3.1459452883518737,3.0269497705615347,3.0138748258598955,2.4255832041973324
CSN2,3.279732718300827,3.1041294703280635,3.111470788804512,4.104926069553295,3.91564644342736,3.6489997261024287,3.5041297085363947,3.405263379801925,3.481709329437753,3.7393051549016363,3.423005527692595,3.1372250778862947,2.6242238856487505,3.822496143500944,3.272670871478451,3.4271028212121077,3.6716715438062306,3.7814452687017686,3.9598285157350683,3.5769992558822103,3.0818872358759064,4.099618252822887,3.1328823762353317,3.632445454495352,4.516937458362737,2.9520950661693113
CSNK1A1,2.809244462620891,4.834261858905966,4.311683066781802,3.524680935761714,3.2990560536625027,3.2300154717575422,3.9038843029141668,3.798285586729649,2.948023595811504,3.1893988262163973,3.2138833837164484,4.753194503330459,3.5005842517287764,2.368992600080089,2.9089545203625033,4.21349780918121,2.7167890279669153,3.1846389656889675,3.511206399647291,2.722328102058149,4.196869916759067,4.947486964642257,1.5400985206563405,2.8548980003866236,2.5100599579396423,4.4996286811381685
CSNK1D,2.8104673893588146,2.9161453616121276,2.358874954186827,2.755637271609388,4.194031281028597,2.2611409237302116,6.380191210549392,2.970324910986585,2.4664655476630526,2.9310704347753624,3.5226296734608353,3.280645768227848,3.758353237021775,4.1988085191851825,2.5289753114527054,4.106763449293769,3.5148380477321006,3.3904570348844665,3.4997250761904675,3.4094579923648145,2.7970683958615052,2.799175230665689,3.117249019470051,2.886939090535599,2.9864819742502657,2.2160978901516364
CSNK1E,2.9481564648121386,3.340549119537398,3.1903004809086974,2.238652941583717,2.156376266530025,2.731828144031642,3.525994152290319,2.7915767159314067,3.1152789754543537,2.3278159049382885,2.6280464392312854,2.471356910636797,2.3041696343409486,3.0096372467117947,2.341663782309197,2.3037020970421604,3.287842539656848,2.942175120506132,2.903649143166501,3.0096024892654576,2.488661167627763,2.374573746435369,2.5826867929854527,2.8758532789232976,2.6903125406706896,3.239814353452992
CSNK1G1,3.491964961953756,3.3085658604198906,3.172896092118174,2.6569682966928116,3.2581915034893387,3.8260324155678336,3.8515474588109266,2.687510327756908,2.4714531511990505,2.826998592531412,3.685862665568226,2.347379286797793,2.7545810796844665,3.0061289263694038,2.8313588007479176,3.9965234237113636,2.6458852813191434,2.5125741435568325,3.3361831934170807,2.905338996161704,2.9960945400609593,2.738473187054605,2.729907066325478,2.9315877356561297,2.9477928178342094,3.165639650302528
CSNK1G2,3.1837099684879266,2.7942103709282287,2.4160520327123245,2.346801516969372,2.7187205389302482,4.540175119178035,4.155312944506003,2.4270431437775764,3.091110321248408,2.6958787764078527,2.4561342467677507,2.4743630013222604,3.649817649669675,2.383951727844318,2.515143071658508,3.265775160487821,2.8999526229904307,2.6039425584153504,2.978739316877388,2.7330936747048735,2.5621945957673398,2.216180827863246,2.143146949338069,2.7681614180069456,2.9138935102883834,2.695750599837745
CSNK1G3,2.3927449335118762,3.0069009944932734,2.612627481628815,2.9507946101103633,3.09985591225188,2.5324166021231584,3.194550174372406,3.0610461619400526,2.4019129217071717,2.446932963656629,3.1488635258304307,2.318004438223802,2.446435720287889,3.0680975950722833,2.3315862980688906,3.416044449915055,2.5425956812146566,3.844402462799553,3.2242202400171553,3.6299824657648183,3.314166452764178,2.8803960826699253,2.5010656015441084,2.574857668812723,2.5574480732618308,2.6760437402080184
