SYMBOL,Tumour55.AVG_Signal,Tumour56.AVG_Signal,Tumour60.AVG_Signal,Tumour64.AVG_Signal,Tumour66.AVG_Signal,Tumour68.AVG_Signal,Tumour69.AVG_Signal,Tumour72.AVG_Signal,Norm_1_AVG_Signal,Norm_2_AVG_Signal,Norm_3_AVG_Signal
"CDK5RAP3",542.3198,725.1584,707.5479,610.078,934.3182,468.6757,846.0544,765.1677,396.6,388.8,321.6333
"CDK6",131.5605,175.4124,240.5249,281.3304,982.8442,441.299,288.7391,150.0142,94.7,101.6,113.8
"CDK7",510.5675,542.5109,877.3784,567.0019,509.0061,1112.517,823.0346,764.6446,84.8,122.8,149.7
"CDK8",127.5847,180.4485,130.6247,140.9898,130.5643,156.2853,140.4426,186.7491,47.7,56.2,85.4
"CDK9",593.8069,287.8909,221.166,340.2379,339.0986,387.573,520.4635,304.1672,157.2,191.1,165.1
"CDKAL1",119.7073,157.5035,130.5565,135.8797,154.9866,140.5317,123.2018,163.0444,52.8,74.4,80.8
"CDKL1",124.1326,148.4972,123.8345,132.81,129.2534,118.7512,210.2852,135.3933,53.6,60.8,50
"CDKL2",134.8823,149.7995,140.5663,153.821,141.6346,137.0975,107.8847,152.8026,37.6,39.5,41.5
"CDKL3",152.0176,186.6588,169.1874,193.6497,177.5895,150.3914,156.9511,156.754,58.8,58.85,77.85
"CDKL4",128.2963,132.5238,131.8181,132.7197,121.8202,130.7359,123.4916,126.6581,44.7,48.2,42.9
"CDKL5",115.3671,129.44,112.2202,119.535,111.8312,111.9788,103.564,115.0182,39.8667,41.7333,38.4667
"CDKN1A",1595.144,1456.117,2346.515,1030.511,2955.765,3256.112,2237.138,2936.715,751.9,739.55,643.1
"CDKN1B",527.1116,438.7259,434.6118,625.8185,520.7795,284.2675,485.5536,503.0723,143.25,156.7,161.65
"CDKN1C",169.8541,201.5666,174.1891,186.9663,285.6461,278.3895,170.9409,180.8259,128.6,183.7,120.4
"CDKN2A",146.6833,163.9782,122.5507,171.0063,213.7029,129.5734,140.6112,133.4658,39.2333,48.1667,39.9667
"CDKN2AIP",206.9865,337.9857,307.9772,305.6251,286.2078,290.1978,243.8108,305.1231,72,98.8,117
"CDKN2AIPNL",2162.534,14539.31,6894.082,11624.45,9814.745,7767.077,6678.354,9202.951,4524.5,5590.55,4300.4
"CDKN2B",156.2961,185.0119,147.0584,178.8281,310.1201,157.436,170.7755,163.9683,56.0333,60.7,63.6
"CDKN2C",120.2294,143.7329,136.422,137.7092,140.5607,136.1245,109.7458,180.419,48.1667,54.6667,52.8667
"CDKN2D",187.8802,244.4737,163.3391,186.1698,204.6851,185.5195,150.1283,189.4126,54.25,58.85,76.65
"CDKN3",467.9475,587.4208,180.5666,441.9868,291.7928,296.2564,139.22,314.0398,41.3,44.7,44.3
"CDO1",129.5339,154.3928,125.1012,138.9975,141.0609,130.8321,127.1495,128.6481,68.9,76.3,69.45
"CDON",114.5086,129.9587,115.3612,124.8129,122.0865,104.881,106.209,119.9742,41.1333,42.3333,41.5333
"CDR1",106.1806,129.1649,110.8971,114.6747,114.4754,111.9173,105.2037,110.7168,33.7,42.6,39.75
"CDR2",535.982,658.9355,747.389,1123.33,665.8846,281.9975,792.4044,470.6254,426.1,457.9,465.2
"CDR2L",1527.95,1130.858,735.5405,1382.708,2632.303,422.8283,641.2122,772.6514,160.3,177.9,209.4
"CDRT1",141.3315,163.5082,146.3961,180.1505,161.4554,142.324,131.3742,146.0863,40.9,47.4333,41.0667
"CDRT15",138.3324,157.877,145.9168,152.2885,150.6074,136.1189,117.1781,148.4837,42.8,41.1,45
"CDRT15P",108.2583,119.6076,103.392,104.7171,108.9729,116.6186,101.0576,118.931,41.9,42.7,43.1
"CDRT4",147.7219,228.6658,186.6644,236.7319,204.718,184.2808,316.2219,154.7488,224.8,188.2,143.8
"CDS1",527.582,744.562,578.527,775.6939,912.6603,674.5238,1002.059,470.9068,253.4,271,199.2
"CDS2",307.238,292.6053,240.1915,243.9908,250.13,227.6074,169.9649,292.8298,162.4,201,159.6
"CDSN",117.5844,134.5859,110.8299,128.2964,124.0595,152.2992,114.5584,125.5799,37.8,43.5,36.4
"CDT1",666.2269,342.461,172.3259,354.505,330.7246,215.2399,148.5823,328.3849,34.7,39.1,43.9
"CDV3",328.8622,397.7361,387.892,488.9515,522.0163,467.524,421.9828,430.1609,92.1,129.35,192.45
"CDX1",138.4101,162.7597,143.4722,139.769,139.7731,151.7234,111.9665,146.0904,42.3,44,42.1
"CDX2",120.047,218.118,113.7297,124.0857,116.2262,105.2603,117.8561,129.5586,39.8,43.3,43.6
"CDX4",115.6877,127.783,114.3995,108.5094,111.5702,114.4088,93.28831,107.6314,44.6,45.6,45.9
"CDY1",126.5839,144.6338,134.1157,128.7854,132.2729,129.5302,111.5761,138.5149,39.8333,43.8667,41.2667
"CDY1B",137.9605,163.3301,139.4557,154.6829,143.4961,138.2658,121.8955,154.1044,38.675,44.825,42.375
"CDY2A",103.4585,135.715,115.9355,115.5116,111.8262,102.5009,105.4962,117.6075,45.8,40.5,40.3
"CDY2B",120.1088,132.7039,116.0975,118.4628,112.0647,107.3526,117.8232,120.575,39,42.7,38.7
"CDYL",171.4904,161.1073,163.3519,159.8702,170.4164,147.8577,212.7221,179.1243,55.7,61.55,57.5
"CDYL2",179.3326,197.1576,194.5894,189.8806,170.4762,167.9699,129.2354,188.8686,44.7,47.1,44.4
"CEACAM1",396.0045,431.7665,638.2126,297.9961,1038.483,246.9994,797.8484,512.4332,95.9333,118.3,209.2667
"CEACAM16",141.6454,147.358,136.1223,143.6487,131.5122,119.6913,110.7933,153.9081,40,46.2,38
"CEACAM19",127.7202,137.0806,125.682,132.815,125.2405,130.025,110.2078,127.3449,44.4,51.6,42.1
"CEACAM20",104.983,113.7492,103.6908,111.8955,101.7202,99.50085,101.4237,104.405,40.6,39.2,37.5
"CEACAM21",144.6302,171.4618,162.0369,190.5737,165.2874,137.0782,134.4153,167.4982,44.3,44,39.3
"CEACAM3",112.3408,127.9629,108.5336,121.5732,121.8441,110.397,115.0189,112.7939,38.4,42.3,37.4
"CEACAM4",152.0897,157.5071,125.3812,137.7009,148.3916,129.192,126.8358,150.5003,47.4,45.1,42
"CEACAM5",230.337,154.9398,137.5787,172.383,159.4803,200.0368,152.4704,135.0709,40.5,45,40.9
"CEACAM6",1068.485,158.7243,246.2098,565.588,156.6307,902.64,1214.998,156.3864,33.7,39.1,40.2
"CEACAM7",129.925,141.385,99.53598,113.6479,121.2202,104.4338,227.585,115.3995,43.3,37.7,41
"CEACAM8",121.718,125.7588,113.3711,126.1352,127.2988,113.3892,106.0361,133.5486,41.5,45.3,45.7
"CEBPA",9724.609,3363.256,2548.769,2261.768,4373.766,399.2243,1634.411,791.3157,446.9,510.2,221.2
"CEBPB",5911.294,3483.82,3746.494,1663.32,6100.049,4917.749,3807.652,2390.03,863.5,1991.6,2422.4
"CEBPD",4313.98,1774.773,1477.576,1368.782,2550.432,3766.86,2135.724,1893.042,1060.8,2456.7,2427.8
"CEBPE",106.7904,122.7815,107.4127,116.7189,120.4718,120.7229,102.3909,112.4426,39.9,47.2,40.2
"CEBPG",774.2673,1099.21,729.0479,964.3876,1044.006,599.9705,832.1006,615.6031,204.2,221.7,267.5
"CEBPZ",1413.354,1412.79,1691.117,2133.014,1434.9,1434.328,2128.367,2271.174,404.3,482.1,616.6
"CECR1",1215.009,175.0614,181.2526,455.5442,319.5429,130.4018,587.2195,1083.628,166.9667,138.2,183.1
"CECR2",124.097,169.328,125.3048,130.5204,125.519,114.5907,114.2348,141.6722,47.3,47.4,40.6
"CECR5",1337.36,670.7267,537.2894,659.9946,504.1639,445.6931,499.0907,536.7609,220.4,258.85,267.75
"CECR6",134.284,139.2153,116.6894,142.1286,127.736,120.5477,123.2924,141.936,43.1,43.9,41
"CECR7",240.0682,327.0822,248.2863,284.4392,281.4368,188.934,277.6203,289.8067,258.4,224.2,147.9
"CEL",327.5827,187.0182,245.7105,284.582,226.8417,167.1128,197.5722,171.3267,197.2,102.7,95
"CELP",124.4474,148.4772,141.606,156.9149,134.3971,121.9675,104.1576,139.5788,41,42,39.7
"CELSR1",144.3483,161.4474,148.6656,130.948,133.2674,131.0426,107.0147,134.1814,62.6,66.1,66
"CELSR2",364.1652,211.7977,239.4018,218.3559,209.8754,349.4757,166.5715,332.7213,61.1,59.4,58.4
"CELSR3",1009.515,499.9048,606.2894,149.4217,401.8911,185.2947,856.1777,208.232,45.8,50.7,41.8
"CEMP1",135.8393,129.1334,115.7857,119.8425,114.8882,113.8642,144.1083,123.6542,39.7,38,39.3
"CEND1",170.947,190.628,144.5192,178.5501,179.565,151.388,124.9234,158.3827,49.7,45.3,45.6
"CENPA",353.4492,193.9903,148.3066,266.5796,226.4113,198.3006,120.788,198.7552,44.4,46.55,44.4
"CENPB",5017.19,1876.521,1252.699,1057.66,1513.778,887.0493,1959.739,1742.755,811.5,1214,955.2
"CENPC1",149.1859,150.0658,134.5527,159.4619,159.2354,133.468,152.3491,177.1449,45.3,52,43.4
"CENPE",192.6898,394.4559,210.8724,412.1131,267.0643,256.8866,183.2011,287.3364,45.5,47.6,44.5
"CENPF",339.7751,306.9131,169.2291,328.1136,489.157,223.1621,157.5462,374.8778,41.1,44.7,46.1
"CENPH",194.1213,175.9556,170.4048,154.2548,172.8118,169.8611,126.2173,181.1227,44.5,43.55,41.3
"CENPI",138.0469,163.1686,129.4704,154.7871,149.8225,134.6184,111.5197,144.0188,42.65,40.4,40.4
"CENPJ",185.7993,402.7099,276.7856,328.5658,259.3191,215.0193,283.0808,279.0609,75.8,74.6,55.7
"CENPK",168.0607,233.22,181.405,223.1292,263.8613,194.9725,170.3202,268.8397,42.7,56.5,58
"CENPL",166.7909,250.6338,188.5918,293.3216,241.052,187.5292,175.4187,222.8326,44,44.5,46.1
"CENPM",564.2237,278.866,171.5805,323.9074,361.5714,191.1257,153.6251,267.498,41.1,45.1,48.7333
"CENPN",482.9567,391.786,311.7319,407.9199,323.8047,399.2821,260.1967,394.0116,56.8,45.1,72.4
"CENPO",140.1653,200.6711,133.7429,168.5546,155.5185,138.2763,127.8731,148.4418,49.9,46.15,41.65
"CENPP",146.3249,158.7589,141.5758,137.0021,135.3616,141.1664,121.8139,127.6073,55.9,56.8,43.6
"CENPQ",201.5769,184.6964,153.1809,178.0606,178.3327,158.4366,145.7646,140.6066,48.1,52.5,51.7
"CENTA1",2178.798,844.3571,1145.499,718.265,939.3425,410.3317,892.8224,2189.51,299.1,350.9,450.6
"CENTB2",172.3578,331.1824,222.9398,319.227,325.1146,263.3417,258.968,253.3299,74.05,81.65,86.8
"CENTD1",114.8093,143.8499,136.4755,130.0625,133.6423,130.8641,109.765,129.4051,46,50.8667,56.0333
"CENTD2",236.4229,167.2531,180.1842,179.6555,171.0142,148.1092,200.4054,173.6392,58.15,64.65,58.05
"CENTG2",406.2773,316.9839,420.9199,309.5087,361.3216,409.4827,272.9187,390.1768,73.8,94.4,103.9
"CENTG3",713.286,517.4949,432.5106,463.2743,356.3409,243.6052,280.4638,621.4424,316.4,285.1,204.1
"CEP110",171.8618,217.6046,167.8325,240.0593,234.1631,183.59,298.8304,204.2072,83.8,98.1,85.1
"CEP120",120.9333,167.3666,137.859,188.5081,159.3899,160.0368,125.219,152.621,38.5,50.1,51.8
"CEP135",211.646,276.7204,277.8484,525.4152,320.9879,300.981,263.4268,349.0782,104.2,141.9,115
"CEP152",149.9969,185.6893,167.1456,214.8392,218.8016,171.4944,158.3151,194.0444,47.3,54,51.25
"CEP164",278.1901,162.5743,175.5291,194.0664,181.5111,153.4122,246.9613,172.6159,114.3,164.1,87.5
"CEP170",141.8759,168.3407,151.6488,148.4904,153.9567,147.158,117.5393,158.09,41.8667,46.0667,46.1667
"CEP170L",127.6442,149.019,132.7671,141.9495,140.727,132.1121,103.5962,141.2345,39.125,42.6,42.05
"CEP192",165.1705,442.6746,296.9773,447.6606,350.0976,250.283,350.4722,387.8632,81.9,85.8,92.6
"CEP250",150.2199,164.2638,154.6706,147.6247,147.7461,143.4055,125.5628,137.0595,51.55,51.65,52.7
"CEP27",574.8743,2301.902,1414.366,1820.518,1619.046,1219.812,2232.619,1289.049,351.7,362.6,300.7
"CEP290",156.1358,182.3556,221.7861,339.2421,180.7118,133.0535,239.7805,204.9086,66.9,64.8,69.7
"CEP350",608.1065,849.3497,726.9812,601.2279,445.8494,387.1278,1064.845,721.3979,119.4,153.3,138.3
"CEP55",446.1322,422.7007,200.8658,494.5785,365.2242,247.5661,242.7809,432.2225,41.4,45.8,53
"CEP57",181.0875,172.5743,153.5092,199.2978,183.3558,147.1281,346.0201,176.3374,53.7,52.7,47.4
"CEP63",173.6034,213.3979,231.0982,243.6412,264.7187,180.8636,228.1637,246.4984,71.8,80,96.55
"CEP68",145.8551,154.101,121.7892,168.9106,129.9184,136.9822,134.768,150.2869,56.6,73.8,69.2
"CEP70",214.7986,215.9377,168.3433,328.0841,265.0166,129.9593,381.9702,224.6292,82.1,92.9,69.8
"CEP72",206.3974,236.0719,189.1423,187.7446,177.2108,178.9413,126.2689,191.3452,43,44.1,38.1
"CEP76",128.6301,173.7899,139.221,162.4889,129.5928,150.8638,109.2078,156.9369,42.1,58.6,45.7
"CEP97",139.0972,176.6349,146.7804,142.5951,145.8731,133.3439,96.76126,140.0911,40,35.5,39.7
"CEPT1",374.9335,349.0425,342.7664,334.0956,462.0468,301.9755,400.1897,289.3558,115.7,142.075,188
"CER1",130.7588,161.9277,125.7996,141.6117,130.7084,119.3587,121.8779,126.7114,37.55,44.35,39.3
"CERCAM",393.3059,172.1488,162.4,160.6752,164.7478,310.7556,140.7296,158.2225,113.2,141.5,107.6
"CERK",152.1225,221.9865,158.6766,207.7627,272.3566,254.5322,211.1974,271.5338,101.4333,112.4333,91.5
"CERKL",128.5006,151.2281,125.7943,136.03,133.696,129.676,120.3366,139.2086,37.75,37.875,38.75
"CES1",125.8522,156.9579,151.0668,158.4759,160.1175,135.348,110.2315,138.6237,77.6,95.1333,55.2667
"CES2",354.0808,372.5399,419.9767,357.5359,412.5339,1015.756,569.5071,539.8727,161.65,195.05,170.1
"CES3",149.7544,159.8767,145.0363,147.4426,153.6291,132.4292,124.7758,152.6588,45.9,47.7,47
"CES4",128.7667,150.0719,133.0988,131.7448,132.0629,133.6089,104.2023,134.4181,43.1,42.15,40.5
"CES7",124.3171,177.715,129.9434,165.1392,148.8212,138.1199,108.4836,145.4923,41.2,35.7,43.8
"CETN1",141.9636,153.0004,139.143,152.0352,137.221,137.6544,119.5117,152.1368,40.6,45.65,40.95
"CETN2",2073.314,2085.863,2075.077,1825.974,2104.889,1701.961,1682.191,1636.277,854.3,943.9,1169.6
"CETN3",356.753,345.2131,490.6774,276.6253,338.8236,251.5276,626.2692,397.7264,73.85,104.3,111.55
"CETP",147.2239,176.8364,146.7824,150.8753,164.524,146.2512,132.169,164.1188,48.45,54,49.85
"CFB",350.9166,178.9901,271.5292,277.3901,1992.518,184.7202,477.3619,261.1062,151,177.6,248
"CFC1",141.1944,169.3023,150.3292,157.6666,141.59,138.5695,112.4213,158.319,44.4,43.35,44.35
"CFC1B",140.3107,157.5054,131.6415,146.0719,158.9135,134.7159,130.7333,136.0198,49.2,53.2,44.2
"CFD",408.7435,951.6584,379.2872,1070.136,1801.328,432.8634,424.4066,621.131,3584.8,5599.4,4662.5
"CFDP1",563.2878,469.4868,737.6126,303.9034,522.9266,805.004,872.723,843.1426,60.2,84.1,98.7
"CFH",132.3422,240.3447,441.2172,396.0843,339.6576,228.6297,491.394,427.3099,162.8,190.325,205.725
"CFHR1",121.9882,133.1149,118.7421,130.6926,111.7633,117.5947,133.4426,116.4414,40.9,45.2,48.8
"CFHR2",144.0771,193.1367,153.1165,167.3093,172.2381,148.4472,144.4533,158.1888,45.8,47.2,46.7
"CFHR3",115.926,138.2047,132.333,119.3658,124.665,111.8074,104.3745,151.298,39.95,40.8,41.85
"CFHR4",114.0917,115.9782,108.6561,129.1938,116.5756,96.18265,105.0365,131.2321,37.4,42.5,35.2
"CFHR5",124.5323,134.5741,117.5627,122.3004,120.2221,121.3161,120.2105,121.3874,31.9,37.1,35.7
"CFI",152.8992,209.8686,167.3452,223.8195,269.985,475.9312,232.6728,179.9917,40.3,53.3,77.5
"CFL1",12521.94,6446.569,4097.084,4959.406,4676.31,5329.893,8768.658,5982.335,820.3,1240.4,1224.9
"CFL2",135.9441,163.7531,133.6625,141.9578,139.3729,141.4576,109.7565,139.89,43.65,52.3,54.8
"CFLAR",267.533,907.4554,531.412,1028.816,988.758,605.7332,1223.409,529.157,268.1,483,363.9
"CFP",144.0665,167.9969,144.6135,160.6125,150.1729,128.1525,127.5976,135.5042,38.7,41.4,45.4
"CFTR",152.6474,164.8823,128.5034,152.5823,144.9337,126.8104,135.1692,153.6629,40.2,42.6,41
"CGA",136.7839,157.4723,132.7634,128.1049,109.0315,148.9228,117.8025,145.3258,34.5,38.8,43.5
"CGB",143.817,180.6167,148.505,165.8053,160.2395,152.1113,129.2917,171.8397,47.3,46.4,46.4
"CGB1",134.3326,169.7225,140.0982,140.7259,145.7899,136.3195,111.0779,139.3674,44.05,46.2,48.8
"CGB2",153.1746,141.7721,146.0835,147.5611,150.2874,158.8439,118.2516,162.504,37.8,41,38
"CGB5",150.3961,158.126,132.1669,143.5035,131.8275,119.4036,119.3163,144.0194,54.75,54.75,48.05
"CGB7",134.1803,155.2292,128.3264,128.9136,137.9189,123.8871,124.2594,133.7573,40.9,41.35,42.45
"CGB8",142.7663,162.1967,136.4493,163.9146,157.7507,124.0456,112.7415,137.95,46.3,43.1,40
"CGGBP1",507.1588,650.3017,598.7545,654.1737,749.8783,544.3444,650.8394,605.1416,191.7333,236.5667,280.8
"CGI-96",247.4987,167.5448,169.4129,192.3779,185.3418,172.1907,139.7098,201.53,43,53.95,47.65
"CGN",1769.346,1123.996,1880.2,2338.483,1508.439,186.532,2468.988,2276.275,677,741.1,480.6
"CGNL1",140.668,205.813,188.9802,184.1779,342.8672,223.5775,265.614,161.1115,350.6,315,259.7
"CGREF1",128.8615,142.7913,133.1218,129.1796,129.0401,130.8736,116.3059,131.8282,38.1,40.5,40.2
"CGRRF1",265.6559,521.5712,294.2167,332.113,275.7828,359.2118,307.9025,349.849,88.6,98.9,139.9
"CH25H",142.0461,174.5509,142.3734,186.1623,173.3937,158.3407,113.0193,167.4016,65.3,69.3,59.8
"CHAC1",120.6988,135.6547,107.0285,112.5403,125.1889,130.7061,108.0809,121.8515,42.1,44,43.3
"CHAC2",127.9312,136.4728,121.4263,155.5179,139.0884,131.4859,99.68498,135.2918,40,39.7,41.2
"CHAD",107.0042,121.6811,104.517,120.0515,109.0152,105.0299,110.2178,123.3751,42.2,44.3,44.3
"CHAF1A",288.389,173.78,130.9249,211.6859,185.622,138.8031,146.5536,161.8743,51.9,54.9,49.6
"CHAF1B",223.6239,287.7014,189.1538,382.7336,298.4579,206.8055,176.8319,200.7594,47.1,49.5,47
"CHAT",130.9524,164.615,135.4914,146.1711,141.1205,137.4933,117.0818,145.0489,44.125,47.275,45.5
"CHCHD1",306.8167,270.5435,342.6919,283.693,290.9546,230.535,424.0645,326.2463,61.8,69.8,102.8
"CHCHD10",1780.558,781.8424,549.4969,1283.282,568.9195,445.6652,2006.917,2330.244,1077.7,1959.4,1148.5
"CHCHD2",10879.15,7463.701,9563.526,6849.008,8003.533,6738.17,7597.473,9814.157,1825.7,2776.5,1894.9
"CHCHD3",288.9503,260.6237,265.9448,357.72,342.1738,299.5721,183.9858,340.2959,67.8,76.2,107.6
"CHCHD4",693.2379,507.3863,395.7621,918.2741,704.5294,544.8232,657.5272,678.4151,178.4,222.9,216.7
"CHCHD5",888.5963,438.2565,346.294,373.7037,439.8258,350.7685,333.7743,615.1525,342,339.5,331.8
"CHCHD6",533.2106,301.5809,349.6509,276.7454,326.7159,255.7901,206.7374,236.291,103.3,146.5,129.9
"CHCHD7",200.4011,331.196,256.4263,333.6213,346.0514,238.1335,288.144,374.6801,93.85,105.4,108.75
"CHCHD8",234.8965,281.4258,283.074,258.3353,223.3483,205.9384,279.6446,248.2578,55.7,66.9,99.1
"CHCHD9",3187.501,2787.783,3116.929,2347.67,2539.696,2384.554,2853.107,3340.536,392.1,490.8,578.2
"CHD1",261.9123,549.2563,610.8785,533.6331,403.8422,521.3466,542.7827,676.1724,160.2,136.3,184.3
"CHD1L",314.2892,295.3191,218.9738,274.2198,270.0902,270.7576,313.9932,295.1983,90.2,102.8,100.1
"CHD2",138.0346,164.8778,147.5464,149.17,147.376,155.9565,126.2426,162.5007,49.3,51.3,64.45
"CHD3",143.7999,180.835,142.9841,157.7542,158.9998,149.2176,213.9902,152.7533,48.75,55.35,50.6
"CHD4",1229.474,898.223,759.9832,807.144,1246.593,525.3941,1378.44,888.9683,579.9,764.5,357.5
"CHD5",139.1741,183.3869,149.531,157.6544,154.5555,137.7223,122.7811,171.4548,43.3,63.4,51.2
"CHD6",223.8513,355.9774,359.1819,285.7767,287.2934,195.8906,305.4325,232.9485,68.5,72.6,61.1
"CHD7",530.0061,324.7801,339.5233,423.0757,432.6036,238.3366,515.0442,364.0241,176.8,209.6,177.9
"CHD8",865.4268,584.7847,673.3546,614.6656,541.993,445.1309,323.121,631.4489,304.1,490.4,302.3
"CHD9",707.3203,906.0941,788.6476,494.507,638.3447,667.8546,1998.611,1065.753,910.2,779.1,624.6
"CHDH",146.5355,158.1822,132.7552,152.6364,165.0775,128.2993,110.1596,145.2997,36.5,38.8,39.1
"CHEK1",259.0656,198.3894,156.7859,288.194,231.5065,198.9335,169.5276,266.7263,44.2,53.7,58.6
"CHEK2",194.7836,270.4451,150.6931,233.3431,202.793,156.9042,159.8434,202.3387,59.9667,67.3333,80.3
"CHERP",426.6113,262.6723,246.2697,283.7451,283.4094,179.7032,373.2368,239.3732,96,114.9,81.2
"CHES1",801.9573,612.1423,794.11,955.7324,759.8802,709.2678,929.6997,512.0917,413.4,646.5,688.4
"CHFR",1280.268,656.8162,785.3302,874.881,1175.724,996.4382,1236.876,891.0523,350.3,517.2,286.9
"CHGA",138.87,170.6875,150.4865,175.9547,163.4978,153.5812,127.1191,210.7112,43.2,40,41.8
"CHGB",109.0307,130.1179,110.1155,109.3121,115.7385,104.6713,99.26833,133.0575,41.2,40.7,36.4
"CHI3L1",149.8844,153.1937,131.6754,199.0358,402.8192,180.9776,119.552,140.7953,47.8,48.7,41.3
"CHI3L2",115.713,132.2345,116.8388,134.1205,147.995,115.6846,115.1934,115.4945,45.95,48.35,46.6
"CHIA",127.9777,174.6488,124.2976,128.1904,137.0687,127.4465,120.311,138.8795,42.7,41.5,39.4
"CHIC1",138.543,143.7319,131.6205,140.0235,144.4191,124.866,125.806,134.052,43.05,50.75,46.05
"CHIC2",926.6989,622.2184,742.6852,684.9739,989.0747,1158.41,558.4033,851.2897,238.6,302.5,349
"CHID1",116.9371,156.3666,116.8789,135.2312,125.6986,128.8563,135.2486,130.7617,42.3,36.6,40.1
"CHKA",329.9778,258.1334,257.7168,358.8727,298.7596,143.6488,198.8358,162.4544,115.86,119.8,107.32
"CHKB",188.3755,232.3784,224.4849,241.6288,306.2969,283.9418,242.5136,324.6343,240.6667,228.1333,175.2
"CHL1",124.7629,146.0426,110.0345,137.6589,133.2185,134.0692,112.6427,127.7118,40.7,39.65,41.55
"CHM",186.0343,256.6593,190.2212,186.8464,241.2797,234.3396,193.7859,257.4816,114.65,123.85,113.65
"CHML",168.0997,180.2273,188.1232,177.2955,157.3873,150.9912,158.6793,170.8613,54.7,51.3,56.3
"CHMP1A",1593.498,576.3223,500.8292,512.9757,679.2627,471.6779,879.0726,531.5898,356.9,432.6,279.7
"CHMP1B",323.1512,817.3454,604.1844,920.692,1077.557,1581.578,670.1827,712.7491,202.6,378.7,477.1
"CHMP2A",1155.452,689.8169,868.3727,1028.439,1010.429,975.4885,822.6378,864.6708,179.6667,238.4333,278.4667
"CHMP2B",1024.078,712.6877,872.9033,989.0928,861.9297,665.1765,1030.738,767.1296,124.3,179.7,348.3
"CHMP4A",789.8279,481.666,514.0641,869.1765,693.3725,545.6444,1089.516,823.3994,270,317.9,323
"CHMP4B",922.2883,938.2682,1106.55,944.9229,921.5716,462.2924,1270.589,854.7312,480.4,702.3,597.3
"CHMP4C",361.57,438.5955,555.6924,501.5558,607.7531,443.6506,942.2952,445.7632,55.1,66.4,71.3
"CHMP5",1082.281,1621.057,1134.426,1129.99,1681.886,1355.521,1143.473,820.3918,97,137,322.4
"CHMP6",338.9907,184.1507,268.5988,275.0326,239.6492,188.4912,205.2787,294.6562,98.2,118.25,71.4
"CHMP7",163.4398,154.2629,172.3173,142.1203,172.028,134.5341,211.7224,164.2041,68.7,88.8,63
"CHN1",119.4763,159.4992,111.5311,160.8227,188.8421,249.2782,118.7773,173.8397,74.2,144.75,58.65
"CHN2",149.4362,233.1669,262.2284,173.8484,203.7638,145.3902,167.1467,287.5233,89.1333,90.3667,68.9667
"CHODL",130.3874,148.9001,121.0499,146.9634,131.2289,137.977,115.0277,132.5671,60.2,66,52.7
"CHORDC1",211.053,196.7554,217.856,231.1552,229.406,195.4969,170.9487,209.1688,43.7,61.3,63.05
"CHP",1175.324,750.465,1645.721,1098.57,1484.73,1037.083,2076.237,1276.642,112.1,154.7,190.9
"CHP2",444.6422,566.9687,1256.485,547.3693,128.1589,126.2475,161.0178,137.0782,138.9,131.5,165.3
"CHPF",882.6181,306.0971,353.0748,319.2944,296.8308,274.8911,392.3209,295.3011,220.8,242.8,183.2
"CHPT1",395.369,781.0828,373.2927,1028.199,930.0638,216.9006,690.7549,341.3972,88.95,175.85,157.7
"CHR415SYT",148.4026,140.9636,155.8947,132.4433,136.5717,155.7366,107.6576,122.908,41.9,45.1,39.3
"CHRAC1",125.4794,165.2925,138.168,161.521,198.4578,165.9802,195.258,185.3433,75.6,95.4,67.8
"CHRD",115.0179,127.8387,107.1227,113.5374,110.2315,116.9588,103.3106,119.8942,45.1,54.8,39
"CHRDL1",113.7314,134.5385,116.3365,124.4446,122.2441,111.129,102.0555,130.6248,40.85,49.6,42.85
"CHRDL2",153.4178,158.3936,153.8811,158.8187,286.2541,149.1875,134.4751,128.8749,44.4,43.4,65.1
"CHRFAM7A",132.1826,150.2952,136.9023,132.3407,141.4007,135.9141,107.0538,134.3486,39.625,44.975,42.425
"CHRM1",111.562,130.9977,114.2682,114.9304,119.8756,107.3144,107.3608,109.139,42.1,38.9,43.4
"CHRM2",131.4372,150.8932,130.466,136.4724,128.2858,130.2988,108.6228,131.9553,40.325,45.775,42.275
