SYMBOL	Normal_A1209_16.CEL	Normal_A1209_17.CEL	Normal_A1209_18.CEL	Normal_A1209_19.CEL	Tumour_A1209_02.CEL	Tumour_A1209_06.CEL	Tumour_A1209_10.CEL	Tumour_A1209_14.CEL
ACAA2	57.31887148	39.57985171	46.8317277	45.96844811	149.0081333	110.3780505	146.6173551	115.3739004
ACACA	222.3856468	216.6193929	223.2050306	219.9598858	370.3547959	437.2023979	429.0834694	481.9351678
ACACB	72.91682022	80.88729281	58.1993645	41.77656223	35.36951336	36.00275823	30.66693758	30.53637666
ACAD10	125.874419	142.380128	126.8789194	104.8849503	82.91930495	95.94188946	104.9558936	96.76332614
ACAD11	234.9932883	248.5647484	198.2242257	176.3173535	119.6647578	180.3607621	159.5000274	176.414866
ACAD8	271.9744836	321.0999831	231.9765407	210.5521931	409.4778603	417.7021888	415.4345872	386.4791964
ACAD9	1118.370597	1153.035164	949.053677	788.8406117	889.9273507	1029.422557	1083.230465	971.5363193
ACADL	79.03200357	67.30611831	45.2855061	51.29946829	18.80556534	20.08191461	20.83745276	19.92441913
ACADM	341.9828864	349.5758273	404.7809416	317.502042	398.7953867	447.9336708	357.6196378	416.5532435
ACADS	161.4110392	143.1731802	159.9472401	160.2952661	209.5406584	165.7787138	162.0306281	154.269076
ACADSB	232.7852082	332.3979788	106.3980708	231.3973584	98.12044665	149.0453694	200.4390912	136.5112507
ACADVL	601.8954733	636.602846	591.8676543	510.8575778	795.8480441	933.8479409	956.7010021	829.2163203
ACAN	47.16282548	42.06334117	44.06111472	58.83635587	57.44313977	49.71991404	45.47981434	39.1946448
ACAP1	48.99075099	67.16670924	60.46614207	57.12687747	49.54982134	41.9882854	49.84280911	49.4917614
ACAP2	453.7307402	492.7291508	452.7288524	502.4318464	384.844956	444.270114	514.8234159	497.5981637
ACAP3	285.4645856	304.6188777	273.3307424	271.3076248	160.7764256	175.0832182	189.7413037	166.9582399
ACAT1	317.5778788	267.8920024	237.6116747	216.7618887	166.350196	239.5894705	200.8431427	256.7403627
ACAT2	168.267018	135.4753751	109.6036911	120.4700142	339.0347528	325.7494008	323.9757689	435.7587975
ACBD3	903.4216348	742.7415113	845.9310885	786.7406262	744.5652712	852.2602295	796.9526899	905.1727411
ACBD4	63.34006991	72.65309368	70.2403499	74.0485274	81.00953186	77.86208812	69.1014925	70.60379188
ACBD5	348.3344954	370.999347	320.7085241	314.652299	191.6964307	269.4576317	281.2416871	316.0437806
ACBD6	64.32174705	75.48559797	68.66803324	65.83910121	74.83566932	74.71671748	86.79487232	72.96253104
ACBD7	35.40088672	30.43271497	46.71432997	37.39804722	26.5786742	25.6196187	28.79066897	29.19576328
ACCS	95.75277753	68.01524624	90.59188878	85.85583126	80.62770788	57.75834792	71.27161468	57.97169918
ACCSL	40.16934547	43.34296669	37.25023369	40.04712132	38.98075712	34.72910866	43.25797456	31.75491147
ACD	80.66345849	82.85904829	93.34017442	77.23392172	80.37047526	86.36068516	65.03360628	75.55212982
ACE	48.99163092	51.23228974	54.80278787	55.33809025	59.9930741	55.53352323	46.02689298	45.72973329
ACE2	33.89828971	33.33375339	29.22356727	27.41687709	56.75753167	57.54943385	71.05386086	60.48199462
ACER1	1851.270028	2043.456482	1592.116619	1785.464076	2064.426756	2384.937695	2434.232304	2207.636741
ACER2	125.8388722	143.7871629	118.0961507	129.3189011	116.2772558	146.0323715	167.5536529	141.1289227
ACER3	123.7003797	163.839508	130.3624952	135.8904579	392.6250983	373.1974381	352.7126436	444.4101461
ACHE	44.68221856	45.13892594	44.30917086	54.98987999	58.03628903	48.92451583	46.52079395	43.10514759
ACIN1	223.0199536	241.2545728	238.4959067	215.2382895	217.9374785	269.119439	254.7353557	263.4203462
ACKR1	47.72564614	42.18540735	37.73373133	58.18093372	50.28965014	38.33567625	38.93828903	41.19619303
ACKR2	43.76431167	49.74604806	51.22911658	47.93968819	76.35198089	110.1737498	83.26211331	129.088341
ACKR3	37.22785588	35.20420415	41.79059134	33.36476	30.77335061	27.25393195	26.80670892	27.68759504
ACKR4	52.76277983	85.86438499	85.6431085	101.4684952	70.84065172	102.8960886	85.55283859	73.45821777
ACLY	389.9833543	457.0605899	316.8249704	396.2690993	1011.370631	962.4888669	961.642813	1239.966278
ACMSD	28.12157011	20.16990827	25.28797276	25.59662168	29.76777142	26.57232229	26.47802703	30.38781106
ACO1	311.9993685	240.7546191	287.5980718	229.0220471	274.0484734	312.0682226	298.3323566	362.8953259
ACO2	451.1183495	494.5665385	437.6383836	405.3621556	569.9040719	568.6684537	665.2121578	569.7251942
ACOT1	173.5343759	98.40628082	146.2149192	128.175721	141.5593316	77.41041976	125.7752132	131.6880223
ACOT11	81.57863901	60.29021314	80.12599525	66.05625135	223.4545773	167.3269894	195.2668881	152.8264644
ACOT12	20.38680654	19.1398676	27.20068499	21.29745105	24.82733946	21.93282739	20.28059421	22.00936821
ACOT13	609.5358108	556.1219648	555.9692634	412.6639453	1027.215044	1464.621397	1259.045524	1097.052297
ACOT2	150.6329381	119.0207655	101.0113328	108.5493909	100.1753933	101.0417217	100.5150668	117.2355216
ACOT4	43.39304739	39.77025136	36.68265188	41.7566384	38.10615495	38.34980118	37.86910251	33.10518988
ACOT6	22.30547716	15.85227982	18.04583463	21.90790324	21.83632995	20.11297995	21.17839043	21.63162257
ACOT7	243.011432	287.8198636	256.2359472	242.9770739	392.2011291	340.1134944	337.5043703	368.7745933
ACOT8	181.5599524	197.091478	168.2938293	157.2940862	167.6403357	188.297483	241.4857785	208.56769
ACOT9	146.4032238	155.2617006	113.4710846	104.0125567	157.9427569	180.0894	230.5541015	254.9375087
ACOX1	841.5654229	1046.650826	875.7292871	800.4368902	763.8709602	961.3929975	899.4391294	888.9980404
ACOX2	42.18360119	40.77582609	38.24624611	46.91864706	54.58332225	41.11340486	52.51331367	43.71366949
ACOX3	204.4494688	277.1860218	211.4682071	199.1456704	282.3640269	357.3445219	326.242394	329.3898789
ACOXL	23.09224819	22.08296869	26.80724443	28.75226523	30.85835084	22.2043098	24.15570265	26.66672147
ACP1	385.1299862	391.8459377	367.3931236	342.1069938	395.3719525	405.4828259	420.1993694	421.2626164
ACP2	141.6594749	153.7684062	151.9521407	129.9429044	136.4286243	135.3011918	132.674755	153.1116419
ACP5	146.1105328	162.1954988	141.6012601	144.1281811	298.452914	326.4282905	329.5636244	418.2991098
ACP6	154.9987415	113.2625063	143.217923	119.1403028	118.21689	138.518738	169.3827738	134.7161014
ACPP	583.7023301	702.0424211	614.3771979	386.0544099	449.1741639	644.7769593	617.2887382	629.2039359
ACPT	100.1418331	107.4269751	126.1536911	146.415695	157.831444	121.6277256	110.7624613	103.7605867
ACR	91.80131555	81.29069393	90.49808201	97.04057271	121.532396	91.45859347	91.45523964	68.02674421
ACRBP	60.18269438	58.19947272	59.88352601	57.75145086	61.71062533	62.07347815	60.15324844	60.12254621
ACRC	42.31757842	36.23114003	32.94287265	33.22153279	38.22472037	32.91981763	34.38784065	42.85840496
ACRV1	29.37444427	31.54484785	31.85397958	33.47849354	91.58554689	62.81998357	109.1264784	110.1280272
ACSBG1	142.9579965	87.54937299	80.79687643	116.9767895	114.9007284	108.3754294	101.738687	105.0177154
ACSBG2	21.24281271	22.11581024	21.21205148	21.29865202	23.84963834	19.88646404	21.7781336	19.36047628
ACSF2	233.7040533	280.9085468	227.913052	142.2839816	65.12337311	76.53813414	87.00989432	60.17493271
ACSF3	83.93873684	94.35720989	92.55652687	84.85996687	77.42463386	71.63886737	63.1209534	86.02924169
ACSL1	772.684425	737.7659753	682.6243276	657.0163749	945.4246982	1002.650525	1057.735565	985.5369551
ACSL3	221.5769128	185.8642736	161.0490186	191.4947692	337.9547013	435.2668499	381.2140886	415.8428312
ACSL4	112.8524798	125.7617565	107.8153571	79.32694578	171.9937638	176.0997071	180.7582264	196.8877102
ACSL5	42.16950841	45.11304033	43.36125638	34.64756067	32.65091056	26.83095548	23.1910249	24.80422953
ACSL6	41.65917704	44.57524588	52.66472149	55.07976403	53.80121738	46.86600551	45.619756	38.93064614
ACSM1	28.15496268	28.51138492	31.57727234	30.99183447	30.33868197	29.87628785	21.03331036	23.17566719
ACSM2A	22.94966528	21.14959797	29.09608221	32.79267745	26.88325007	29.95410011	35.59631985	21.61348994
ACSM2B	35.23484075	47.51806334	45.0813825	45.45905616	61.86754339	61.0875823	38.78576274	40.78477752
ACSM3	56.93612241	49.85091577	55.44083975	33.94238082	58.17378579	73.71046356	106.5711817	65.46676348
ACSM5	28.56694194	28.71796918	32.79424285	34.43298864	32.58807925	33.98719645	35.25357368	29.7758875
ACSM6	23.53548664	25.08596933	22.18018113	22.53068994	26.04947146	17.52119666	26.02245461	15.93140928
ACSS1	151.9798199	164.8809821	175.1719924	164.0346804	97.06139256	85.3523086	94.08057929	73.19210652
ACSS2	293.3352019	301.1133358	276.8989343	231.5168679	313.8382616	363.6777071	395.0666895	430.8669014
ACSS3	45.05036263	15.35529578	45.77416514	27.35711711	21.15078214	24.7850984	22.1087905	21.72628302
ACTA1	219.1426618	235.1407815	269.8442499	229.9343074	260.9293488	250.9428474	221.6089455	211.6905151
ACTA2	95.26130173	114.1563605	107.128003	110.5773167	74.23979359	76.14667989	76.32000384	67.03669474
ACTA2-AS1	56.99676278	61.49084915	59.25540407	52.4824161	54.15819164	52.65587606	47.73461825	29.16029246
ACTB	3518.867043	3184.193605	3141.020511	3159.302734	3740.56071	3780.862162	3490.123679	4265.493127
ACTBL2	14.22997867	13.10483012	13.67174183	18.32038052	21.01427528	20.61872461	15.56616958	21.96184449
ACTC1	33.40770234	33.28570758	49.63609099	44.99497012	39.98564758	40.71003543	38.80190982	45.97168994
ACTG1	4278.13874	4073.509282	4284.61205	3829.858251	3836.930451	3775.57561	3481.027409	3926.256835
ACTG1P17	56.19741765	55.35218258	67.80244224	56.58908382	64.60786866	55.48737203	56.60014289	48.06385763
ACTG2	52.97376373	57.59264145	55.57933609	55.62614724	52.10275607	50.82227171	43.74240998	45.6926241
ACTL10	126.924239	110.0033687	137.526396	170.9177185	169.765406	128.7720085	122.6772456	104.2362428
ACTL6A	288.8145772	281.8598075	234.1053897	225.0026394	256.1721434	311.294758	320.4979542	344.4164549
ACTL6B	48.34500202	45.9447611	55.9748633	54.84556925	72.08695003	48.66350656	52.17565359	37.68673962
ACTL7A	42.93937011	38.24290126	44.67119131	47.02164664	65.64071215	44.25846835	45.76695941	37.2027268
ACTL7B	86.89827904	93.33030913	85.28348193	95.92382962	104.5945486	93.76082735	95.8551798	62.74838013
ACTL8	35.57751463	33.14789454	45.66102761	48.27470336	56.51966289	42.87714357	42.2940653	48.06035833
ACTL9	168.4927081	168.6239012	196.2669261	229.904555	224.0542606	170.8745363	178.4779524	150.9724942
ACTN1	457.9023354	632.1491685	420.4615841	293.8623985	1935.486625	1965.602994	1968.609277	2232.130282
ACTN2	34.42736164	28.12995965	44.11256496	39.21683023	39.63426956	32.80144968	32.74936531	30.75895014
ACTN3	41.2178041	40.02396993	49.15772664	45.25205017	58.77129358	56.19537972	46.69526752	49.15128913
ACTN4	2636.13446	2786.544093	2579.823177	2529.519424	1908.710217	2001.347811	1917.073203	1855.80158
ACTR10	346.706661	364.1422424	325.3518308	330.7634236	281.3096728	294.5065016	335.8558225	335.1096898
ACTR1A	627.3105993	674.174453	633.0752294	636.0810017	764.2235892	757.1740053	835.5187692	879.6340119
ACTR1B	188.3875787	183.1595354	203.1745491	177.8389719	105.365109	130.2481482	146.4140883	119.5965444
ACTR2	1220.589231	1147.125972	1096.40458	1124.827785	1206.662033	1279.262867	1389.219072	1522.676387
ACTR3	2066.029772	2418.934722	2172.300804	2474.180823	2350.095865	2389.136153	2225.188511	2362.877234
ACTR3B	257.9621491	195.6950335	236.8528616	232.0246946	228.2962071	225.8424363	224.4426253	202.9161417
ACTR3C	67.42825127	170.7042062	99.31739956	106.4311569	89.33672032	117.6389864	123.2394626	141.6764577
ACTR5	169.6869542	210.958774	166.4137198	136.6701768	150.1482882	148.6075375	162.8202986	190.1358321
ACTR6	76.89565017	66.987109	68.6743607	64.29021475	62.88251275	76.21919808	84.22669323	80.07204941
ACTR8	191.9565934	212.3988697	157.1685236	154.2677907	213.131371	237.3265678	243.5837574	315.4414404
ACTRT1	18.05311254	17.23541035	17.85400029	19.59924204	20.079479	19.85011772	16.90005109	17.53010207
ACTRT2	77.16624745	72.04865387	70.1312336	71.82966587	104.9770125	100.9114472	90.02382466	79.75175605
ACTRT3	25.37317189	24.01514594	23.54636124	28.18354853	28.3748993	33.85068945	27.3524465	33.66002155
ACVR1	150.1530012	154.6869235	136.7310286	139.0751926	134.0626915	199.6547087	160.640573	180.0429381
ACVR1B	462.586062	449.0456023	456.4996171	404.6659564	273.3372599	331.508522	318.1643529	302.9606511
ACVR1C	49.44498082	45.72386664	54.82858331	55.34489648	65.48319829	63.10568078	51.56157997	59.2035446
ACVR2A	495.8619919	525.8925653	537.7553854	429.6262777	206.4961638	216.2154539	273.4788804	256.930439
ACVR2B	42.53230235	39.99974595	44.3958465	45.63698447	48.43040312	44.30110601	47.10773825	45.73477415
ACVRL1	57.22481297	39.49618196	58.21661959	59.2162285	64.5656077	56.66483109	49.76828129	48.01521445
ACY3	80.78621093	66.54918089	84.88881259	94.58878056	102.829465	73.49511038	82.51184794	89.94147608
ACYP1	92.94818281	91.23492851	79.41602758	92.93485196	90.18541615	98.09751959	83.93804086	101.0768566
ACYP2	140.1434407	142.1878363	136.4483752	115.9646969	132.4706671	126.2303557	140.0312143	120.1178623
ADA	101.4150035	97.18825708	114.9605279	105.4538607	188.7590459	184.184233	201.6310379	194.0680589
ADAD1	16.88111141	16.78559702	18.07061059	24.28511016	20.22263115	20.26382876	19.28969539	18.35722511
ADAD2	144.3861057	133.9656908	149.7260408	150.0493236	166.8864618	145.6244083	150.8414085	114.6381887
ADAL	59.53594622	71.09071131	60.23542458	38.22189712	54.99810381	45.29983224	57.8205631	63.6096687
ADAM10	897.4680574	986.228827	982.7654401	892.599905	1024.592962	1193.544785	1175.879607	1169.136432
ADAM11	66.62838672	59.16705362	90.39273616	91.45551278	92.20019078	67.26822132	74.51943249	59.09056236
ADAM12	38.7286316	36.67690908	31.79120396	31.04359465	30.60991262	33.13809212	34.56575043	24.96141711
ADAM15	574.7386371	573.6534274	546.3418565	619.6043003	599.3665778	610.7389113	530.0977872	615.2939307
ADAM17	371.132514	351.4724464	341.8832383	392.2975229	475.0020993	680.3499185	585.8887894	614.8428946
ADAM18	13.17792024	11.88009342	10.73241618	13.86141943	14.94798585	12.70927635	12.1725675	10.90369663
ADAM19	39.67309041	40.10402044	45.88720984	39.34915004	69.42712722	50.72239226	69.46298872	94.13871565
ADAM2	12.94211643	12.57186156	11.7041442	13.46176223	13.68526674	12.18528291	15.06313593	14.81092621
ADAM20	66.76804646	76.51580159	79.97296901	82.17327561	96.72396939	74.74783151	90.90680071	82.57059628
ADAM20P1	15.57981972	23.70725561	13.96777992	14.07394959	16.92688349	13.91580712	23.89641385	29.26279266
