SYMBOL	Normal_A1209_16.CEL	Normal_A1209_17.CEL	Normal_A1209_18.CEL	Normal_A1209_19.CEL	Tumour_A1209_03.CEL	Tumour_A1209_07.CEL	Tumour_A1209_11.CEL
MARVELD1	278.8998618	220.4049175	253.1317217	202.134963	323.8395498	323.1892066	303.9729565
MARVELD2	226.950465	261.2829164	218.7635996	219.5312633	244.3245174	256.6634708	204.6368916
MARVELD3	91.81869465	74.18150022	98.21464992	89.62824459	101.4523773	111.9632686	111.6362885
MAS1	13.53247342	11.3005268	12.1268898	10.88028923	12.61057181	12.05065856	12.78454179
MAS1L	24.83822825	22.21994657	27.22736886	30.92335861	27.62336884	25.31297222	30.02763405
MASP1	39.12901376	31.17386244	40.42911725	37.82862273	36.9570201	34.41479343	36.14104941
MASP2	39.77537366	40.62074773	36.74686946	40.32530299	40.12204338	42.37389218	35.1216284
MAST1	46.67255537	54.43446898	54.00336292	57.75585228	49.78157357	55.74778112	47.25525345
MAST2	148.4974321	150.2150806	147.6118367	138.6565081	180.4162146	176.6347438	192.2364147
MAST3	248.4967991	275.4677894	226.4480637	239.1680358	278.8882832	293.9942672	183.3790848
MAST4	544.7507772	543.9675393	553.1673614	607.4637673	560.4134149	458.434807	419.7053155
MASTL	242.3350397	264.4024247	219.5082424	278.5697814	263.6713029	201.858322	239.623151
MAT1A	125.0628973	175.1336015	163.124331	55.31148258	53.47358917	54.39307839	44.41612141
MAT2A	1960.682674	1835.760681	1936.990807	2214.67297	2067.587348	2007.72439	1769.759084
MAT2B	154.9266721	158.7416875	151.8256747	136.5141837	143.5795168	147.1762623	158.2745517
MATK	54.11717552	51.14932108	64.37351763	57.72260451	51.00239053	59.73230989	69.64818932
MATN1	63.07566028	53.87567734	52.03464745	52.63254704	54.14339209	66.22004914	61.97294082
MATN1-AS1	79.18669705	70.72586886	65.99618511	65.17742199	56.3174859	54.92544511	52.47017491
MATN2	326.1480778	219.3427941	245.6761685	172.3370794	88.45986802	73.17189037	81.0872202
MATN3	22.7661605	21.88711546	24.91524536	21.70800756	24.16653566	23.84399909	24.31762196
MATN4	60.50047552	63.15099504	72.10800248	75.84335215	63.69399908	82.07719757	63.23536286
MATR3	402.9626719	378.590118	372.1110705	385.8260652	371.6044738	314.3181302	325.0890909
MAU2	295.4298372	301.1064567	288.6524903	278.3025536	332.8416145	271.7471223	300.5147939
MAVS	257.7569454	282.2743861	272.4351123	261.5223057	209.1611713	183.5276972	152.1213078
MAX	391.1741097	442.4587644	415.5077473	395.0244078	355.9009054	318.2500546	308.1571834
MAZ	354.279433	377.8946719	397.9502419	404.9013692	308.3028063	317.58517	271.3294111
MB	37.1273338	41.71398074	47.69399491	48.1403662	46.51021097	51.55601926	36.79639542
MB21D1	33.70839852	27.38573394	23.04000023	22.84924805	62.97037947	59.07183418	48.6408804
MB21D2	411.259999	437.4473428	507.7300367	394.321471	270.7266575	273.8916633	299.1389658
MBD1	258.5739438	262.21439	213.6821505	214.2213333	440.6169787	434.3126132	422.1911577
MBD2	702.6182957	666.5876764	693.9973064	695.0994158	555.4077205	521.2129387	489.8725027
MBD3	172.4215549	139.8339595	154.0503263	175.1439276	117.7670064	141.7359311	122.9277865
MBD3L1	10.27689729	11.25417051	10.61835849	10.23857652	10.0647101	9.377882944	9.171245074
MBD3L2	153.7414549	129.8809325	160.5831301	153.2026696	146.8718398	117.5487321	151.7004665
MBD4	209.5044306	260.8822641	256.4927225	191.1316135	357.1644912	357.4625528	372.8907846
MBD5	162.7405669	166.1181422	159.2534661	134.934314	188.0350115	126.5362874	155.1745853
MBD6	214.7176154	233.4958095	233.4528915	223.0167701	205.0990629	185.7319668	160.5535569
MBIP	1063.412664	844.3133095	1126.672657	1081.140225	793.2527315	805.8821495	830.6450865
MBL2	27.61136629	29.74297961	30.25521472	37.01605003	33.21612323	32.30874552	33.94936121
MBLAC1	113.8436011	131.7955208	144.1176455	140.5320286	130.2025021	135.5320682	148.8029242
MBLAC2	219.4457797	195.4445957	178.851727	151.1876328	138.9674094	130.9637779	120.2292239
MBNL1	1513.256074	1544.456177	1581.635257	1410.283073	713.5011776	612.2549864	646.2622389
MBNL2	1329.085135	1235.1963	1173.812039	1551.179129	631.9568708	521.332325	598.7052792
MBNL3	463.5052261	486.9762899	492.0828859	419.3700699	185.7575657	135.2938039	143.2326621
MBOAT1	277.620388	296.5899517	281.2472418	257.8242375	103.7531255	77.48667017	99.27341474
MBOAT2	751.5009133	926.72067	664.1658381	863.0079698	1529.937413	1558.614772	1564.550623
MBOAT4	17.66986402	17.31581693	18.84777385	21.53555337	23.9653004	31.36249492	25.84231993
MBOAT7	360.235881	358.2774667	347.3574198	389.1127489	351.0612471	382.003002	322.6086596
MBP	285.5845737	223.0275161	189.425202	218.6183411	121.1067309	134.9236517	122.3858846
MBTD1	214.9743589	264.7568976	243.5576213	254.4902087	202.3434145	162.4355242	143.7493309
MBTPS1	529.5873427	473.1818732	463.4448042	410.9689594	404.7412605	395.9559275	318.2692699
MBTPS2	145.593507	150.1062443	139.5568288	125.683093	125.7722692	120.7560587	148.568855
MC1R	93.14996758	93.8010305	88.56865362	97.81161711	74.13962491	86.74494013	63.11704287
MC2R	19.26895066	18.65124008	19.03054327	17.82744996	16.01517907	23.2960168	18.15792933
MC3R	53.36964655	52.4151316	69.49533712	64.33643788	53.61361618	68.01182982	50.5890337
MC4R	23.68295225	22.78712904	22.60490064	24.88815533	28.08738302	23.96259157	24.59458296
MC5R	29.50919277	36.22047846	36.66052267	35.44284215	32.66854525	38.63559891	30.07312731
MCAM	61.26352532	47.90715589	56.34255588	59.18650052	111.224394	131.1566708	121.7047811
MCAT	194.3362445	207.5286439	200.4400067	220.3612739	293.4706756	294.8680288	331.1919318
MCC	639.2220744	628.3220877	533.9713597	681.8590969	616.5836825	487.6039714	510.18463
MCCC1	238.8481827	256.8112196	230.8565146	268.8169072	308.2241984	299.1268244	339.3990057
MCCC2	338.4300243	322.3176599	292.1086565	293.1836562	417.9979543	418.4461767	403.9678874
MCCD1	93.57165243	99.10349012	116.4457196	130.9158282	105.8233399	101.1001542	96.88212006
MCEE	94.73678092	106.60147	101.2019819	106.4015836	119.4061607	118.454344	118.8563303
MCEMP1	56.67116768	50.00134823	50.21863231	63.38705058	49.55569726	59.42639149	57.53497046
MCF2	14.08093223	16.66463236	16.25577502	18.50245327	15.83463351	18.26552256	19.08038884
MCF2L	194.352479	194.7814019	205.599491	206.5370534	87.91230215	126.8670695	92.5148937
MCF2L2	28.39368628	30.53305555	31.23124927	31.43035413	26.44846878	30.65171345	32.15614042
MCFD2	218.7458061	211.6191861	199.760431	152.727389	304.944238	269.1092819	287.7658555
MCHR1	65.03450868	53.46832999	67.41154597	72.21003606	60.16058978	69.81785422	59.40699808
MCHR2	31.5453293	27.36699668	30.77409634	29.40412346	31.08324712	29.57776628	31.40068225
MCL1	918.8685983	713.9261714	916.9071227	1133.385427	858.0109152	807.2098666	678.4062874
MCM10	85.99108417	75.1510241	63.75625383	65.12249808	89.12187281	93.6163997	96.47485777
MCM2	141.430262	130.2648393	107.6453388	111.0197867	97.66201123	101.8170134	115.3817998
MCM3	291.0605517	248.0176409	222.8358178	199.4014632	211.2299067	183.552682	265.4258048
MCM3AP	154.5801787	145.5761012	130.2442568	132.5794242	144.4741108	140.6353667	131.1659564
MCM3AP-AS1	79.21109987	75.54433031	79.56319358	78.09392399	98.35447191	88.76741269	102.6273821
MCM4	360.2383539	324.7796074	354.2147072	336.5707869	252.683148	234.4221576	295.8253649
MCM5	268.2471807	262.9393654	201.4357243	194.4510625	143.5504658	137.9657542	163.2927376
MCM6	146.936018	136.8825641	121.7343732	93.60530021	114.3138929	96.99409496	152.5263459
MCM7	319.9759017	284.9053079	260.3096361	217.3047859	235.3243755	217.7244126	294.1992177
MCM8	198.1174788	179.5354373	139.7294529	130.9629629	147.8423705	145.5782542	148.813694
MCM9	150.1922564	160.8885489	168.5867158	161.8512553	120.0933927	99.61514699	102.0469822
MCMBP	542.1459027	544.16364	575.8493993	588.4532553	397.8024807	405.1197815	396.8801573
MCMDC2	48.21743997	51.45635297	40.5594834	35.06197594	57.420765	42.1963268	69.02267067
MCOLN1	356.8225917	373.3346226	336.2605988	268.4945154	314.5146527	297.2978535	259.662789
MCOLN2	58.15207532	75.71406946	46.11175154	43.52292379	19.43114037	22.59358545	22.2515568
MCOLN3	132.3279067	123.5116945	83.7112651	78.34489621	35.97653706	80.18962512	33.04601009
MCPH1	245.2223625	246.3651017	270.2407094	219.030975	270.4933038	256.4912113	282.5612254
MCRS1	187.0169425	194.9827964	161.3570313	169.8270809	249.8227601	232.3231692	223.158571
MCTP1	36.92675655	24.00851112	31.15969791	25.30171896	81.16050106	68.81385702	78.82294842
MCTP2	138.3271504	134.7837745	113.0097964	125.3836334	255.3311965	204.7336213	253.7207971
MCTS1	112.6837241	131.8047915	111.1231775	82.12109039	203.9092901	213.2709228	231.4005982
MCU	488.3196709	589.2210579	439.3085512	507.8420001	937.0187316	824.2144383	923.4853902
MCUR1	509.2517034	570.2327449	483.4234034	608.816717	651.215787	639.1757929	520.2641917
MDC1	124.5284852	114.7360514	117.6307978	88.73997402	90.93216356	74.19658819	71.82605915
MDFI	252.3059203	225.014061	257.1526815	283.3516354	360.5553633	388.3724627	366.6089057
MDFIC	559.3917338	557.485836	541.8256687	537.8361083	516.7320264	512.3812683	473.3944913
MDGA1	141.9372837	158.1539246	220.4104534	107.8805586	66.87222048	58.09409416	61.96790273
MDGA2	28.99576138	22.98207354	23.48723622	25.28494685	17.97314523	17.19344797	18.8618233
MDH1	323.1695281	390.4273603	294.407737	250.4478157	511.6151682	524.5715997	728.6112907
MDH1B	17.44275568	19.98757973	19.20020111	17.24679118	32.75492812	30.6740687	43.0011952
MDH2	1631.187273	1858.942161	1755.291506	1731.911916	2168.452004	2360.633878	2030.797077
MDK	176.7872768	144.6852418	169.0765904	191.2872024	212.4611814	266.3805101	238.6773683
MDM1	57.81981026	65.73805327	60.48034491	45.53578803	39.09129961	32.94618908	36.57728579
MDM2	492.800552	544.0867971	459.2196202	595.1969638	715.9243746	756.9761908	604.1790784
MDM4	286.9050435	341.7789119	312.8700125	351.9918394	207.3463037	144.7147387	195.0776808
MDN1	247.3789144	223.9388684	223.8713693	284.0615636	176.5319238	112.4073282	127.1891565
MDP1	70.74381142	65.46859634	88.60204868	62.58127615	69.22745851	46.59663966	93.49931274
MDS2	43.98490902	38.05927695	39.86256752	39.0030545	38.53042187	40.06211939	40.27188831
ME1	564.4818327	616.3425575	547.5653121	664.1746104	944.700836	1412.664223	1068.121038
ME2	359.275034	382.6608987	308.438842	169.0704001	236.1923466	280.7517735	249.9264741
ME3	62.65875723	60.29117928	73.52792835	67.49386639	67.57603748	59.21894929	73.93952973
MEA1	526.9908935	594.288983	562.6262937	490.6250329	696.1532222	674.1401422	756.00981
MEAF6	351.3330558	438.3465985	378.4217163	345.4226898	406.0827622	369.5004199	447.360544
MECOM	25.51402255	25.65291806	30.46155683	30.54598312	35.21005126	46.63997134	41.6308896
MECP2	331.469728	309.9230621	315.9769372	295.820239	215.3597694	243.1657064	205.4450509
MECR	176.883417	176.7823259	161.9683443	173.9328023	225.6437506	228.2170604	219.997099
MED1	595.4712054	685.3844362	608.8535004	624.5966896	705.9852499	570.2155341	534.7966475
MED10	249.0700655	233.8730794	218.2290364	161.734153	275.0985083	235.4730307	307.0557145
MED11	277.4565597	266.7031253	240.1051759	164.0581059	325.9476027	301.2569936	398.7597618
MED12	364.1369161	328.4867352	311.648933	294.1695291	268.1509027	227.7451359	190.0870674
MED12L	27.43935322	23.44735076	22.49747334	29.09581049	32.63081289	31.05958299	31.46241798
MED13	975.5442962	990.0124052	958.6719988	942.6462791	729.094524	619.1401312	600.4929288
MED13L	1864.770286	1762.194667	1743.165487	1709.00632	922.520813	823.6059204	748.566891
MED14	734.9928433	692.6209933	693.2491968	689.4572145	549.6992403	405.3464449	434.2588247
MED15	628.630046	614.800707	634.3361648	623.5187452	582.6049021	547.2753463	393.4533463
MED16	198.5929557	233.7241539	213.5346291	223.9255357	170.8215857	180.6469924	133.3398849
MED17	122.0502823	138.9517485	109.7850235	105.2287613	125.0977854	120.106777	86.02655301
MED18	58.35964634	48.19607273	48.50603475	44.68136224	83.14642498	89.72892212	74.66398382
MED19	137.358582	154.9382978	140.083923	148.0637186	163.4094403	151.8169896	147.2793002
MED20	107.5001837	123.2776725	115.884887	110.5689457	120.0209871	148.1536869	139.1282057
MED21	657.5629215	639.7728161	875.4690317	753.7172734	943.8387891	901.9522033	964.0123819
MED22	108.4827743	107.0566967	105.3671076	105.8387354	86.52134663	118.9886785	83.7102266
MED23	463.6441539	503.7421766	479.2550739	467.5829163	420.2160822	308.6042722	328.6738081
MED24	324.9639631	308.6187382	292.0649881	263.8786691	333.3044981	347.0577456	304.94469
MED25	215.3098422	211.0445018	195.1317069	214.3424215	187.2047851	179.4862851	169.7541714
MED26	163.5697381	185.0271081	192.8941602	162.2124108	188.0116158	193.7389218	181.211108
MED27	100.7573516	71.23431562	84.33007657	81.7102754	88.34319773	86.44663888	91.33056346
MED28	283.4271038	300.7487796	363.5008587	296.5055792	319.4180241	326.9972121	240.9346362
MED29	221.9128652	209.6540938	205.5334477	179.6237213	215.8053486	181.1803912	212.9672478
MED30	80.0513958	74.28195872	83.80459451	70.19696081	68.19837451	69.8272532	60.16227753
MED31	167.8862257	153.3878662	146.1726312	155.6744004	199.9447778	177.1888333	235.880514
MED4	244.5142568	232.2255072	241.1341407	236.5179584	260.3589891	242.1185557	263.0051317
MED6	176.1427597	170.0889335	165.6455749	195.7443939	281.6072436	255.8681648	293.4687963
MED7	137.3751191	123.2650629	151.6551473	104.3899696	151.4015996	141.8439243	171.7200886
MED8	233.902883	254.6775832	209.4682513	205.689826	496.4679979	579.0668088	596.0283145
MED9	105.5354068	110.2158356	119.6827444	107.2524822	129.4215129	140.3200704	107.79983
MEDAG	25.39859679	28.0411839	31.07203565	25.81877917	38.3884568	29.16024042	28.55727852
MEF2A	716.2145494	600.2211201	660.0617755	540.3628246	356.9218946	289.0026312	322.7764001
MEF2BNB	302.3282885	404.9024495	340.0884949	321.9250546	520.9815844	455.8590763	502.1366612
MEF2C	102.6651283	85.88078215	71.42933983	68.13908585	52.73082322	61.8401795	74.94992574
MEF2D	264.775522	227.3046495	234.1754855	216.9814127	174.0047822	143.8974018	134.1164131
MEFV	42.81788928	41.08798572	44.45848652	52.09803271	52.10642135	49.10551094	36.93667313
MEG3	76.59660623	54.41505873	60.09552373	64.05528315	61.2158631	72.28058075	71.20532681
MEGF10	36.88536778	27.08501727	32.86060188	42.11772472	37.04913883	38.60846022	29.84098828
MEGF11	101.2313248	106.3156372	100.570824	100.7249583	83.32525272	83.24730965	72.47769302
MEGF6	232.6627324	234.0242657	240.3045706	185.1505665	98.03011223	106.506961	76.68143383
MEGF8	79.20020088	84.38827146	88.86382682	77.48498827	83.35883711	78.53943106	69.45150558
MEGF9	718.6181699	869.9496501	825.4626448	842.054382	643.8653661	484.6625697	403.7774255
MEI1	31.64477194	31.25933655	30.88646435	33.98474447	36.2817569	40.21719017	28.90220907
MEIG1	8.6358521	8.426358518	6.601831858	9.242592563	7.036033629	12.22279196	12.9012041
MEIKIN	14.85980343	17.07558043	19.3775466	15.83004268	16.91045605	17.16813943	16.23008418
MEIOB	10.9374891	11.54625738	12.51802365	12.03349053	11.79469193	13.30332011	13.74602668
MEIS1	201.8331456	207.8221024	184.1583285	176.940611	150.4940135	92.50020374	89.85769591
MEIS2	109.7432351	110.3849048	101.5166069	119.061351	68.1541331	77.76828764	72.69596684
MEIS3	97.85682606	79.87909831	84.98106765	94.61343985	83.93592547	69.00932174	95.8885679
MELK	66.36949676	82.69184636	61.47137738	53.61199383	149.2529797	111.7781245	180.165605
MEMO1	210.0310845	201.9123243	198.0726471	212.0580604	289.1705357	326.4635433	350.5260546
MEN1	114.4656354	110.9661354	120.4280332	113.8873902	107.3959268	120.6248331	96.4148728
MEOX1	68.61928661	70.77769794	61.22280452	70.69944236	55.88472211	71.99666374	58.5357145
MEOX2	47.07876357	23.03397096	40.26824571	24.94016801	31.80565803	26.53531768	29.24589759
MEP1A	17.55513366	16.49550073	19.55824091	22.21771878	20.51096951	22.25731973	27.95031337
MEP1B	13.63680803	12.79936874	13.50707018	16.28998563	15.04359275	14.20349693	13.82667483
MEPCE	355.8699343	322.3516636	288.0195485	343.927049	221.4341045	236.9068793	232.3647268
MEPE	31.14764774	33.14445847	32.56982878	37.59025356	30.3331496	34.19968897	30.53598555
MERTK	26.23208653	23.02666077	25.33003256	30.85780423	38.37603374	31.03733752	42.22870809
MESDC1	228.3805589	225.9269015	251.7104918	251.4598235	235.004209	274.8189767	200.2108267
MESDC2	180.6544729	177.6725051	153.2702045	146.748857	162.2379209	182.4562786	200.2494447
MESP1	162.6934045	154.9080547	194.6594994	199.1621769	175.0213118	206.9138582	191.2465721
MESP2	72.60558389	74.95514537	67.86398141	79.12764198	85.45983842	119.240942	112.5166001
MEST	64.95137183	40.30533906	62.25512186	60.29870362	92.70210968	99.10387932	73.72696232
MET	437.5742563	449.0986313	460.2238714	470.4020051	388.5222348	301.5415949	344.4062913
METAP1	701.6451665	800.4207878	670.31954	689.0569828	1120.399229	1020.838321	1138.731188
METAP1D	53.24519723	41.70649101	45.98884794	42.80322642	49.63615886	42.09074614	49.62134174
METAP2	515.8448875	497.4533243	499.0268671	521.0324456	623.8039165	738.1350065	725.9921663
METRN	186.7961712	159.8278857	207.4226424	191.7657229	185.3247639	201.9299343	204.7709378
METRNL	363.7512803	367.5232364	310.697448	331.6845539	514.8400082	480.8062416	484.0613118
METTL1	77.58060077	67.93059078	62.6303245	52.12147101	85.19616396	77.78552483	109.4563973
METTL10	248.5727594	224.9001558	271.8422796	274.4267258	216.4435904	180.7026297	209.3176173
METTL13	125.8588255	139.1642324	144.9168781	112.5306861	148.5752316	139.4006439	120.6061372
METTL14	337.7327006	352.2161959	300.428954	278.9104847	343.5264691	312.798956	340.4440511
METTL15	146.5893267	136.2075872	141.5340475	120.2060532	91.71410493	72.16172424	93.04733238
METTL16	139.1513849	142.3370846	131.7086317	115.2494022	119.6801406	117.2054149	125.2072363
METTL17	250.6162211	256.1175746	246.4269815	212.6931203	213.9669575	197.9106013	214.2202718
METTL18	80.32118175	64.2200539	77.99276723	63.38348774	133.2306334	119.496996	162.1225706
METTL20	30.29101931	35.45509251	31.07095422	27.18939048	28.50809084	28.48758392	28.32100658
METTL21A	104.0472532	108.4769807	98.99337808	116.0590901	97.44417008	104.7840221	122.3004067
METTL21B	72.30912988	78.15660258	70.52816178	86.8528479	79.92686098	84.77418784	59.31877574
METTL21C	26.25299937	23.98423916	24.43115195	27.77937679	23.47083056	25.17739556	25.24865586
METTL21EP	42.673043	63.46147817	35.94069437	51.64559831	31.62554522	30.85911163	38.17680323
METTL22	97.79577283	104.7441622	94.25350596	89.6848463	118.3103558	89.17566503	107.3773211
METTL23	323.3702875	305.9419604	308.3222495	230.2014011	412.6943073	340.9599371	420.0673618
METTL24	32.63907508	16.04002554	12.99547235	14.04619045	13.16015792	13.11670565	15.56703147
METTL25	156.0123927	192.5568239	124.3223433	130.8967976	160.0994164	147.74935	170.8650037
METTL2A	116.0702048	115.8619443	126.9722914	131.968837	138.6386131	173.6186363	182.91527
METTL2B	138.9535033	132.6774721	129.1279944	137.7630915	177.9815583	130.7236606	173.0870354
METTL3	349.459908	319.267537	285.8468922	210.0459328	256.5933022	239.1087005	298.1190019
METTL4	182.5377373	205.7195782	193.4451719	162.1911285	213.8274441	201.0091334	195.1446857
METTL5	350.2227771	318.0153283	353.2076562	320.6863792	471.0543394	512.4627328	489.8776744
METTL6	131.3351006	183.0736258	139.6500067	112.0581755	234.8853341	226.804872	261.6707318
METTL7A	83.17996119	97.50751497	81.69845304	71.08870343	243.8902671	146.9918254	129.7528119
METTL7B	70.13643553	63.63613145	63.52820987	66.93101938	72.12903872	66.45331801	77.87128603
METTL8	158.9704468	171.2365083	174.8191256	154.6496086	202.505762	182.2086139	195.6423836
METTL9	773.1342431	804.8064536	813.9410158	770.4845572	905.0874308	939.1079661	951.5623263
MEX3B	73.75561629	67.5609023	74.32860292	87.84819202	80.61871868	65.9384087	72.22612361
MEX3C	640.3674368	743.483366	669.0923609	700.0586302	671.7481563	730.8916581	548.426692
MEX3D	439.0542662	423.1399868	439.611308	384.3014307	312.0235192	296.6076393	243.9875988
MFAP1	146.1169766	110.3778212	97.0953644	91.12127857	240.6061455	218.7744229	250.7158762
MFAP2	140.5887086	115.2359569	104.5150984	113.135101	345.7037042	385.3809362	201.8929662
MFAP3	189.2320759	246.2444316	205.4026218	194.3714201	327.1411641	197.2945457	243.078921
MFAP3L	167.910442	193.4467991	161.9976295	167.49654	213.0770987	212.2553254	154.5127035
MFAP4	99.26797828	35.04417966	40.52428518	40.55424819	38.352531	50.13300084	39.02768973
MFAP5	30.83101004	24.79515552	23.91472829	51.63354343	516.9012014	356.5116211	578.2894066
MFF	571.0764598	653.304632	581.3344943	567.0511246	744.9364243	664.2808747	758.8754966
MFGE8	312.194349	220.7992531	209.0940331	196.4603613	494.0028656	501.0176	354.6116194
MFHAS1	228.9143367	253.9367152	286.941798	244.5613772	207.8612525	176.1861796	176.6375268
MFI2	93.42769736	90.49025778	92.65554871	100.9456632	101.0576155	100.7788962	100.0507368
MFN1	314.4562286	286.9316873	276.9909488	315.6050312	485.2595717	422.1940335	431.1088613
MFN2	683.4932817	605.9561674	585.1262144	544.8368587	537.1699418	475.0785271	487.1265138
MFNG	40.53204758	45.42112107	40.38303827	44.06242841	39.72651187	43.33019762	48.09041881
MFSD1	751.2792585	813.6580956	689.5313302	712.737397	924.2812791	1153.678063	1104.911794
MFSD10	224.0711207	244.3258768	226.6244409	222.2789649	316.7200472	364.4522132	256.3445957
MFSD11	206.4904641	248.7139554	179.7584729	165.6113911	218.6746078	190.703793	184.1900535
MFSD12	219.1124029	256.7453502	227.8458458	232.8738072	178.1916064	206.1144779	190.5610266
MFSD2A	1012.815355	654.2604357	904.2094834	1025.257143	473.2386652	373.2862577	312.4427109
MFSD2B	37.75129182	39.08346129	51.30736122	43.08315793	55.74595395	73.42002038	65.03695766
MFSD3	206.1545875	211.3979937	186.9816476	231.2484809	415.8447365	485.1045275	456.1538388
MFSD4	128.8425488	102.6691884	98.28781423	124.3132205	74.03400897	81.94219208	66.80112626
MFSD5	944.3490477	1039.573506	981.497748	1023.889024	1530.049134	1482.985389	1568.119946
MFSD6	1694.044409	1598.902241	1570.128061	1872.157514	1463.122448	1535.997573	1150.358914
MFSD6L	58.10060296	61.82281571	56.10985085	60.62577649	56.50423057	52.08278107	59.38950706
MFSD7	219.781925	298.0421191	212.3338804	243.620299	244.1044653	343.3461235	219.195782
MFSD8	430.4997668	450.9066465	451.8267957	405.5538467	384.8633543	320.6085664	365.7793395
MFSD9	85.55408167	95.76816511	63.86445563	67.52673842	115.8254994	93.85987268	108.5876052
MGA	261.5359448	263.0927918	249.563452	264.4730874	219.6417937	148.8895865	139.1906743
MGAM	17.77693241	23.43752028	20.20315993	22.70929671	18.72900957	21.01417617	19.37294653
MGARP	35.78923519	38.79408258	43.17595329	35.01142743	43.39761088	34.85223946	40.96786378
MGAT1	111.1852403	102.0385542	114.1750672	109.2627054	110.0550157	120.2100677	130.4125508
MGAT2	99.94423303	81.77021664	83.09027929	71.49127668	81.7047482	84.68770208	97.21808984
MGAT3	94.29477169	102.6581911	104.9871289	104.1957286	92.30507528	111.7312962	109.4819681
MGAT4A	122.8056029	135.9840795	106.2979685	119.5030301	40.90275295	36.76002366	62.0822082
MGAT4B	180.1330256	213.9058453	171.3747012	148.6411752	203.0811144	229.2588827	210.5209797
MGAT4C	15.07176375	16.30762787	18.78245097	17.75575539	21.77949496	21.19261552	24.16532497
MGAT4D	11.70117	12.0279018	11.30163113	12.3969073	12.0773581	13.42591273	15.14113164
MGAT4EP	31.05536545	27.68853936	30.13996197	33.63091967	37.33416935	33.55786977	30.67911007
MGAT5	200.6231416	227.1439848	180.1805189	160.0319672	182.6022376	183.8443249	160.7459833
MGAT5B	49.22213454	48.74359756	54.90795327	50.43657168	50.02594065	58.19940997	68.23642108
MGC10814	91.65377773	83.98090901	96.9131667	98.03240531	90.20894522	92.21187496	88.34749681
MGC16025	53.00749687	58.59211238	63.31258567	70.09197309	62.56120538	65.68848948	64.07226024
MGC20647	71.90388968	62.99208059	67.88294945	82.38897071	75.94609715	71.37362534	81.72709829
MGC24103	29.38980863	25.90673591	31.57311867	23.95382478	14.09296618	15.24834319	14.05253992
MGC27345	96.13899859	112.1897139	96.05233763	102.7826627	93.80808233	57.95298979	80.39247435
MGC32805	15.18015535	15.67967554	15.23281168	14.4240217	13.46013487	13.31918148	14.88125047
MGC34796	90.7520652	71.6834705	75.07855623	89.48884381	64.68442006	87.32150337	81.31346881
MGC39584	19.63964625	17.72325902	19.99551262	20.62658377	17.49627777	23.39008374	37.05305442
MGC40069	8.014812049	8.698158903	8.126052117	10.03308217	10.61000992	10.99943118	8.214022754
MGC45922	64.05819522	73.4227924	80.19140642	97.97047182	67.3426716	82.56258596	60.31461078
MGC50722	246.4119049	233.5173921	260.5004954	279.6545325	214.8399063	248.3956565	228.220785
MGC57346	1882.665013	1695.737027	1645.58582	1267.346165	1246.468751	915.127414	848.5271774
MGC70870	53.64148819	92.14872518	65.00091447	50.37780757	56.86815044	65.09491324	91.09652718
MGC72080	807.1877974	796.1479194	531.4755391	543.4262157	895.7719131	835.724909	914.8470041
MGEA5	802.2321515	934.6398727	922.6927182	805.9683196	756.2263567	589.9887166	625.0398241
MGLL	167.3007266	153.0103018	143.3758386	137.9774543	502.4802312	368.2594443	588.237069
MGME1	388.3146749	438.1202525	374.3445707	307.6091035	323.9972954	289.3724762	293.4651339
MGMT	141.8269807	116.6707571	160.1493895	131.4672985	157.1839055	135.3046703	172.2886501
MGP	31.2513298	13.79124475	20.16353138	17.11429084	16.78373351	31.56386793	21.12866006
MGRN1	237.5421892	283.7836652	243.258064	247.6677511	253.2273	235.7707271	206.7707889
MGST1	43.63817906	51.90275391	41.57473776	39.89625212	367.6236702	320.0876679	308.5123946
MGST2	385.6872765	527.5919555	442.402039	374.6134205	529.9141142	529.6110198	754.2429769
MGST3	338.3293339	318.7907628	374.6469751	274.77396	279.9886062	345.4699631	405.8515565
MIA	48.19188327	52.91085234	63.80195087	88.7118996	63.41054039	49.744324	68.85217139
MIA2	10.97199301	9.60387433	10.12740005	9.692635959	12.4997098	9.687861483	14.1936463
MIA3	235.2661597	217.8056435	194.7064907	193.0197267	213.677533	155.0485723	162.5388306
MIB1	175.5165878	195.9089688	154.6783434	130.8279074	122.7267562	107.0477519	125.088467
MIB2	217.9645501	199.2533491	240.9048594	246.4714532	181.4507311	211.8131886	195.0533162
MICA	115.9950752	138.685241	116.0277404	92.65695285	103.4554982	103.1167018	139.2049032
MICAL1	115.1954736	115.337713	119.3497402	109.1669953	73.22804949	82.98290733	80.6958036
MICAL2	310.3382367	355.653866	323.7679431	326.3136828	416.1810872	306.0666108	328.8993327
MICAL3	162.3981153	174.8646675	166.3365752	147.470775	134.2733609	125.9706887	128.5909118
MICALCL	288.8775762	332.9710316	305.99081	290.768208	275.3857549	189.8634659	246.0369482
MICALL1	257.4457597	272.2940153	268.1744618	283.9165378	443.0857649	504.6756373	326.8986583
MICALL2	126.7370924	137.1646167	148.3808986	151.358881	131.6485638	174.40759	149.5785217
MICB	66.09653577	92.39356411	79.24528569	72.98309352	86.79780817	78.76255061	93.53489024
MICU1	280.5706364	314.8278317	263.032899	247.0287072	383.0505707	443.4233822	392.3280685
