SYMBOL	Normal_A1209_16.CEL	Normal_A1209_17.CEL	Normal_A1209_18.CEL	Normal_A1209_19.CEL	Tumour_A1209_03.CEL	Tumour_A1209_07.CEL	Tumour_A1209_11.CEL
DUSP21	19.9865773	18.44775805	17.48980158	26.38953219	28.77392578	27.72869834	24.68694449
DUSP22	336.3496296	430.0327871	321.245321	285.3456357	441.048098	348.7000084	360.1317552
DUSP23	478.3242729	431.7309196	465.5499513	406.1425425	382.442736	343.5497044	367.9707038
DUSP26	54.20276195	49.89146301	55.65370056	62.24476636	58.76861851	69.42978562	61.53216485
DUSP27	48.02648596	43.53557671	48.71794236	53.24751393	51.50975404	59.29797696	44.46641233
DUSP28	99.05885445	92.04591902	105.6980507	94.55687736	107.47819	90.10216091	112.0220706
DUSP3	268.7829422	226.8227633	246.3627341	244.0045062	231.5443045	257.5118372	233.6888508
DUSP4	35.78264094	38.93327981	35.9786348	35.26467082	84.5604407	76.35944052	86.77357162
DUSP5	177.308759	146.0681815	160.7065741	184.5774092	159.4192057	207.4508415	196.8057903
DUSP5P1	40.4900982	33.63613202	48.50236693	39.67261874	39.00610673	43.81759923	38.98834432
DUSP6	67.31522362	61.80264002	100.0674388	87.57559586	552.4334032	648.8376906	308.0396637
DUSP7	1558.779385	1377.884538	1792.9402	1926.701635	1580.872211	1597.930075	1317.52073
DUSP8	130.1326983	137.6823923	106.092301	103.6013437	100.0666585	134.4393969	79.18213012
DUSP9	109.4681597	101.7062684	127.7585888	118.9212802	103.1812385	102.43754	95.58093949
DUT	174.1601473	166.4523646	151.4913145	106.4721166	111.2472063	124.5342318	124.6190248
DUX4	239.9794888	242.1089762	265.4387471	242.4508984	215.0980891	250.4699845	264.7206198
DUXA	14.77744686	14.13562728	15.33283696	11.33889527	13.83687933	12.00853024	15.68460071
DVL1	290.9511025	285.2598808	283.2946309	289.0050313	273.9156613	310.3424827	291.8971604
DVL2	192.5435363	177.8966381	188.2463011	206.8904212	173.4220101	169.160159	155.577115
DVL3	366.7092228	350.6530613	368.1418009	394.887621	331.6413302	300.0421536	262.6740479
DXO	115.6272024	116.0293613	108.9941205	104.1385731	124.8112418	144.212716	122.6265494
DYDC1	18.20954147	17.17143995	17.37387264	17.54726662	22.40032107	20.07078792	15.66267763
DYDC2	21.51652744	20.30897662	22.89008491	18.59184553	21.76242757	21.37036488	29.03401833
DYM	879.5805267	850.7798641	811.4924834	833.4818183	773.8672841	813.7412193	737.5641223
DYNAP	14.73847744	15.60132588	15.68077776	20.311192	16.88014176	16.05171045	20.55080524
DYNC1H1	1051.009363	1056.985084	993.2898981	858.1838146	737.4272909	474.9327853	545.067778
DYNC1I1	89.57515057	53.41777426	63.62746462	63.4150411	37.68487425	37.90158196	39.89553187
DYNC1I2	133.3913778	153.7880634	151.6398005	122.3291016	203.2260635	129.6275764	197.7077145
DYNC1LI1	973.3924584	985.6804901	1017.087234	1099.940116	829.589232	946.559067	718.8670801
DYNC1LI2	405.001019	436.3920664	405.9314144	323.46792	482.5079924	392.0575054	401.732322
DYNC2H1	73.55488193	70.6337185	64.58913582	79.68587749	76.27518606	59.57746926	88.60687326
DYNC2LI1	64.46789768	67.9566896	54.31564219	52.00413187	66.60394162	64.73486197	79.81535877
DYNLL1	1434.173671	1592.06533	1609.719501	1423.87081	2135.709723	2149.689519	2344.701049
DYNLL2	348.4402268	272.9783702	386.3549819	372.1810216	221.9724457	229.5781412	208.493413
DYNLRB1	871.9628602	825.6242196	775.1117364	738.6612395	1175.733523	1106.934836	1156.93024
DYNLRB2	30.16664901	25.33640411	27.59825095	26.23960676	26.51204996	29.89733601	28.37634447
DYNLT1	250.2423844	217.1444057	211.3284268	160.945591	546.6725793	547.1914012	725.3984258
DYNLT3	243.6615285	328.4328275	331.3588274	252.677812	433.3710316	511.5032309	368.4458833
DYRK1A	368.0232801	404.5224439	422.2587524	414.434607	307.3206956	248.6965101	220.5106825
DYRK1B	274.8683656	277.7110896	282.3469443	258.2522563	221.1493956	227.0927631	175.3438749
DYRK2	293.4551578	224.1225636	385.731102	319.3216046	285.3126012	231.3343343	257.6108856
DYRK3	49.85023275	38.95271184	39.56853283	49.05152304	52.41724045	57.0275411	56.48730864
DYRK4	47.19633055	46.94197948	48.54772925	44.45022565	53.76978695	57.0936556	50.10484114
DYSF	33.45670056	29.90825355	36.1632837	32.37872797	34.02890604	44.63075755	38.50472181
DYX1C1	22.45492827	27.93912485	21.09632958	20.99270625	33.80860542	27.21360296	31.75823357
DZANK1	52.13321342	49.62774776	58.80743968	45.32494406	44.25193234	45.37950449	49.66060007
DZIP1	26.60737376	27.03636433	25.81893414	24.46786189	49.1651805	54.88955934	45.84800744
DZIP1L	109.5930917	102.263462	97.35599853	107.4519399	39.92314001	45.11997173	36.70269382
DZIP3	100.7143441	79.69362119	72.40616803	58.12432383	44.73717494	46.28952631	49.06544511
E2F1	134.7017186	161.0759786	165.2601458	156.0068311	177.1722212	191.0411644	172.2183818
E2F2	90.24589109	88.20159656	103.3060079	85.93596622	106.7857391	114.1203648	102.6532729
E2F3	29.24336266	39.5826659	30.35209068	39.91920794	64.28925421	57.67774683	63.87977869
E2F4	392.6909918	359.4211185	324.6688476	372.3859928	519.7358356	478.2001748	454.1512925
E2F5	47.20815314	50.39158279	39.2818115	51.36037684	82.88427382	83.22668572	68.98619458
E2F6	118.9887174	115.9295485	117.7699363	143.3262471	138.1772989	122.2846436	148.0069695
E2F7	60.27976857	64.68298705	61.56310809	49.17610419	75.47327057	62.73281081	58.48069617
E2F8	113.1425411	153.5635024	117.4512911	115.0249653	90.30059434	66.87146165	87.79228836
E4F1	90.06700221	91.10485081	99.97181913	90.43405611	106.0743467	108.5453266	103.6759914
EAF1	472.4813443	427.7469024	440.9743722	458.6014625	805.3647839	668.8376627	686.3718574
EAF2	51.01820125	48.84820442	39.39496962	34.99556778	72.87351668	70.69123102	119.1960161
EAPP	312.503035	283.3995327	333.5738176	295.7937476	340.6289643	345.9899827	380.2765543
EARS2	148.9741191	134.4743645	130.7646231	118.8390105	145.7356679	140.6923494	130.7462365
EBAG9	255.0616873	247.8552866	215.7098692	253.1863479	225.9806066	229.74851	242.7816323
EBF1	61.48774299	32.07765656	37.73786054	41.76178454	32.86549645	30.97571629	33.18067591
EBF2	31.32102589	27.40713672	39.67119668	31.84398176	30.71320665	31.90339453	31.17415646
EBF3	50.33959954	44.88485087	43.33602773	50.06122349	42.38073827	51.35893829	54.97985115
EBF4	128.8161966	110.84991	130.5865722	113.1819923	84.1445029	118.064857	103.6774703
EBI3	48.43530484	62.45801745	59.25105171	69.9037324	56.89999694	74.82815554	67.36007386
EBLN1	13.20517671	14.0936486	16.63115688	16.80110822	14.92197953	16.59094375	15.47136691
EBLN2	39.77187194	49.74089928	40.56515451	44.15127817	41.23608336	27.19680369	45.30664674
EBNA1BP2	232.3500702	186.5169051	167.1013236	160.8691135	361.9191075	405.8457495	424.9111005
EBP	243.6549654	255.3142682	276.7101554	225.1006425	432.681668	487.4684985	515.7364819
EBPL	627.9621186	518.7344635	539.7363145	601.6860087	574.8712059	591.4673104	589.75931
ECD	553.5463	551.9098493	633.5536705	574.1931908	684.2674279	640.3941585	711.9416085
ECE1	368.2087815	452.1448816	368.3170449	387.1108091	349.9763003	338.5470684	285.7534426
ECE2	63.0421031	62.77981636	63.63213699	71.14662262	71.6742989	91.72313063	79.62970541
ECEL1	75.54407572	79.37962677	70.92559278	77.82470179	78.50234678	83.69600863	75.92570371
ECEL1P2	70.79785506	64.47744525	69.1459271	85.02989258	65.14266253	73.59050125	65.56716308
ECH1	1517.309297	1428.979899	1333.515191	1188.959477	2379.483634	2480.493183	2486.220367
ECHDC1	296.1791411	260.1284618	270.5482517	227.8668311	705.9603143	650.8186456	565.7450778
ECHDC2	156.0791967	146.2137549	165.3792977	166.64719	149.7041789	132.4442013	147.4976603
ECHDC3	129.4247234	185.4978133	173.2372909	127.2882407	131.6358271	182.7713953	68.73304805
ECHS1	390.9575362	433.1871543	364.3612651	305.1447895	508.8333541	501.1557622	589.1621811
ECI1	203.6567973	213.7505522	196.1044629	224.9661649	191.3409298	219.2659026	183.785747
ECI2	101.6302245	128.3748662	98.43245678	85.61593503	143.7148933	148.0041624	173.8260988
ECM1	234.6403587	299.6095106	179.6000269	173.9170059	875.5191507	592.156672	569.1152957
ECM2	59.6514197	38.57047013	40.6707542	31.45402897	25.81317209	18.0811159	21.34096499
ECRP	42.49549492	41.98584025	49.47809636	69.38250079	41.07879032	40.88417102	49.96587217
ECSIT	135.0347212	133.7631634	157.9425498	148.4261148	152.9110057	162.2686309	126.3087262
ECT2	125.7075158	128.5323416	128.8819939	120.5593129	122.9549425	112.1620114	137.8686048
EDA	48.76630777	50.42483778	51.32356727	46.32640493	27.6868799	33.44979855	31.9909214
EDA2R	45.60264711	47.20623964	42.70688744	42.10995144	87.22820953	65.24375673	68.00098726
EDAR	41.96712739	42.19607521	42.21244408	56.33709116	34.79022215	44.91829555	45.82019578
EDARADD	101.2836799	110.9445987	110.0305283	96.89730604	76.83413297	66.6846307	69.92339279
EDC3	177.5132226	267.3264721	214.9604174	176.155214	267.6803692	223.3994271	271.8757156
EDC4	287.0812284	264.6792624	287.7133501	303.5009392	247.6775279	213.8049099	205.7892764
EDDM3A	13.93175303	16.60415246	15.17472549	17.20950979	15.90189854	18.30231376	20.429786
EDDM3B	13.21208565	10.95461642	12.16388077	12.25277731	13.68012831	12.92500821	11.27719452
EDEM1	286.0653291	338.597167	315.0787353	275.6963246	432.8080317	413.7374682	298.7214114
EDEM2	119.3838101	129.3810173	115.0202167	115.6951973	180.2967217	181.4363762	168.4954128
EDEM3	276.2705928	321.3177761	250.3542533	298.9484516	396.1447502	395.6515076	330.6330609
EDF1	626.7827879	678.3730467	811.3241404	607.8579563	698.2653309	693.7575621	742.5601727
EDIL3	545.9162763	550.4997623	623.7205285	443.1616673	22.71642161	26.60094956	20.33150405
EDN1	319.6539084	216.5786375	309.6792873	249.2868554	48.27839115	45.35675858	45.62674342
EDN2	114.6280113	129.346785	137.9707527	123.8205386	119.6031888	136.683473	110.5466106
EDN3	58.60994449	59.52488447	63.10641926	57.86344439	58.34803066	61.00545274	58.88195574
EDNRA	168.9718479	49.35108919	67.90644527	48.54009394	116.4771673	47.95952992	95.82351228
EDNRB	130.2420972	161.1708262	109.8288231	123.3548434	30.11966677	30.57034961	23.72087777
EDRF1	195.9715085	197.6141741	175.3788049	181.4188902	179.2504659	143.7696965	149.8420427
EEA1	420.1278976	355.6769717	359.9193123	401.1870475	396.062685	306.0767279	279.5956799
EED	176.6107955	182.8705879	199.7596355	172.5287783	146.8668799	127.5413333	160.5001058
EEF1A1	4280.748558	3941.102743	4348.82075	4391.455794	4014.81484	4081.017199	4345.821233
EEF1A2	205.7069551	215.2872781	232.3758729	218.7471603	246.7813046	325.1725062	205.6573807
EEF1B2	426.3227962	342.7121543	417.0179963	342.0007308	620.9832405	611.9297452	696.6103705
EEF1D	734.3391758	693.034258	694.3360022	689.7626307	656.1192375	653.7064903	718.9279255
EEF1DP3	248.4244868	219.85337	278.7787552	310.8583209	182.9575109	214.9073509	227.03079
EEF1E1	29.35110659	22.73486968	23.62862232	29.1093567	53.38757128	66.57076709	55.69524027
EEF1G	2970.376836	3218.945248	3012.282223	3179.913511	3314.789822	2847.751459	3481.048791
EEF2	3009.073887	3153.566193	2969.599296	2865.884219	2557.371652	2341.295231	1953.253466
EEF2K	819.6972009	845.0821433	805.4823465	976.0445603	119.1248049	92.98699158	78.46547682
EEF2KMT	159.5507885	156.7138492	174.8412597	178.9058753	243.642754	251.3553095	221.5533763
EEFSEC	487.4881819	500.6440555	461.4845196	449.9446835	399.651713	371.2878923	385.072629
EEPD1	105.8350645	154.4700191	131.8611606	115.5465882	125.7760629	100.7533567	74.39183239
EFCAB1	38.631242	57.07958338	33.6816707	26.68012234	33.36080066	28.39079191	33.13049293
EFCAB10	16.41049108	20.42648173	14.69752064	15.48177245	16.59491422	13.62740031	20.52390081
EFCAB11	106.6312376	100.9993348	76.00398159	91.379193	92.3745225	69.89902707	84.36746085
EFCAB12	29.31945472	32.74141187	34.70110691	31.42469244	30.63104116	31.86820964	29.26430636
EFCAB13	36.19626222	33.85472803	21.33462931	20.83111185	31.3106405	31.33677384	35.82076149
EFCAB14	1291.024365	1372.961651	1162.581665	1174.320568	1415.311769	1245.47898	1212.02711
EFCAB2	43.4353451	28.08008083	30.2626878	35.09276936	24.43760327	43.4977551	58.41868162
EFCAB3	12.89403956	14.98729093	11.54734472	11.86710653	10.43471709	12.0505052	13.95672263
EFCAB5	19.25865863	19.42367149	18.78594763	20.05235125	17.97988403	18.45670991	22.18157056
EFCAB6	49.45013773	49.22700122	56.03287295	50.21443701	31.02013812	29.2741893	29.88907147
EFCAB7	76.65952015	83.83407462	57.67731344	54.90362076	51.95786731	53.05570784	65.00769603
EFCC1	182.2814973	167.0489243	181.3412954	184.4084228	170.3390212	164.3455093	160.9885289
EFEMP1	1097.584153	727.5751187	863.7815272	646.4254414	242.0740552	271.5567349	355.8504754
EFEMP2	102.4961399	67.89473741	80.66686467	81.83763826	79.18383094	75.12647686	79.03000267
EFHB	21.52440495	17.723152	14.97086931	16.86746668	24.30645871	23.11348633	31.33489608
EFHC1	225.8104055	173.6795086	203.5187606	157.8776383	138.3570119	101.7653341	125.0808346
EFHC2	151.134542	119.1247505	118.3781583	92.44205845	54.83467485	58.02036803	73.26176887
EFHD1	109.8539794	95.43182557	112.0666047	127.3918704	101.8818497	112.4274774	107.9912988
EFHD2	194.2753467	189.8487537	208.572676	184.3903778	199.5550599	268.9371958	189.9539956
EFNA1	263.8339101	291.05653	222.5694481	210.131321	213.5761506	188.5706187	183.7817028
EFNA2	165.9897773	142.8647613	195.2490588	164.19466	141.2850361	177.9613243	155.3251082
EFNA3	925.796019	928.2590733	575.5239815	840.2303671	640.9016038	672.2768524	562.6901664
EFNA4	418.1746981	458.836158	427.1666887	353.1683779	342.7413338	351.7851748	288.1388696
EFNA5	676.3198069	643.5384077	647.1505938	609.7484533	593.291536	501.6758381	428.695758
EFNB1	274.4852494	227.8642053	270.7175895	207.4996905	279.0159565	262.0422921	234.6486679
EFNB2	343.6582773	304.0643665	311.0557342	403.3454597	201.6731579	264.083348	174.359744
EFNB3	89.91547066	84.86483806	103.3070123	94.81069997	75.0861516	80.95316791	77.01491657
EFR3A	770.8158252	728.0569842	750.259571	800.2691523	771.5421693	707.5553413	629.7797466
EFR3B	50.44441484	44.52959266	56.56501147	47.65539136	186.2565078	157.9463866	194.1848832
EFS	320.9369506	307.8494346	317.3638662	299.9849175	180.2227671	147.8564096	146.2272356
EFTUD1	93.44926111	78.66384282	70.79587682	77.01624607	155.1245665	115.6617625	111.2944908
EFTUD2	623.2895525	613.4619053	546.9303484	522.8438505	650.8309012	601.7940588	555.1345413
EGF	42.36105238	44.37761133	47.98195127	34.4368138	45.77040038	38.92976528	33.92182512
EGFL6	27.05196161	27.37777138	27.05078722	27.36097926	34.39167196	36.6282208	30.47136421
EGFL7	121.4407514	124.130009	137.4427903	134.2072347	115.4787998	137.8545707	134.7370324
EGFLAM	35.76246351	31.2943849	33.73328353	34.06011229	36.28593567	31.86654854	39.18492375
EGFR	1015.373321	1044.101362	1021.262854	1034.42853	555.8616012	488.9902453	408.1077526
EGLN1	794.9233794	745.4875102	749.3907371	610.1258418	356.9358684	291.3968089	312.8486745
EGLN2	143.1291852	155.0202741	134.1231855	175.1377471	163.1046179	149.1336336	135.0065891
EGLN3	2052.050273	2183.832318	2141.836753	1815.271258	1029.649157	668.1135322	808.108372
EGR1	1427.987795	849.222116	2236.703235	3221.21292	928.929694	1129.617823	806.0455284
EGR2	106.4728982	95.18913035	89.54541432	166.1117672	259.3083921	365.0256483	247.2495477
EGR3	388.893666	461.7603041	405.1192367	480.7452323	692.37844	618.5863653	479.4354366
EGR4	158.9604252	132.2124684	174.7741599	208.1313437	152.3300191	166.1802357	159.2302293
EHBP1	202.2457468	179.6029029	162.3798714	189.859754	217.8145242	202.5471646	241.1572784
EHBP1L1	121.4379625	120.357726	120.5181663	118.4325261	135.0214634	127.7242967	125.1875431
EHD1	202.7883602	203.4496569	205.0995144	197.3900044	235.1111579	242.3222588	217.817966
EHD2	472.9237984	486.3455587	447.4360956	403.9870478	451.3183742	435.3444937	366.8552973
EHD3	110.2147425	101.067924	78.89793977	54.33856496	111.1055141	102.4085731	133.6625161
EHD4	205.6581541	190.6741218	221.5774548	170.6897476	319.7085244	325.8288751	263.5400393
EHF	624.1118739	865.6383197	801.8348426	640.3924044	1036.925259	1093.155122	984.9142377
EHHADH	74.88004107	94.90929905	96.54618754	65.28454497	88.00947129	73.21846181	84.49351685
EHMT1	147.6998342	162.2323559	159.0113716	154.5736913	147.455683	141.5359056	145.3606867
EHMT1-IT1	122.7137302	105.654193	106.8456495	143.5774479	95.94084247	97.87805405	99.07623321
EHMT2	145.0132635	156.5251196	157.5194589	158.1852359	113.0587158	117.4131594	110.9511853
EI24	964.2436249	1158.263439	918.7946682	897.9810674	1439.972461	1368.705188	1489.128735
EID1	145.9375132	112.660873	158.234456	138.6815225	127.6858866	126.8493277	156.3015341
EID2	347.298575	348.2611624	361.9689115	438.9497638	337.8171828	342.8574649	334.8887516
EID2B	35.16291467	33.54239729	37.28819974	37.641845	30.03595724	34.0175274	32.46976073
EID3	172.34266	152.583137	151.2465047	170.9147622	204.8701079	137.9953933	212.165136
EIF1	2173.096464	2148.468743	2157.64869	2204.159677	2499.996042	2536.644003	2089.820617
EIF1AD	386.5477537	405.0228442	360.9325961	389.6169295	476.6226458	430.569444	474.2769166
EIF1AX	1285.53519	1230.240411	1237.458428	1333.285636	1219.976607	1401.438058	1401.239237
EIF1AY	17.60652785	17.85475291	15.77036325	17.14288076	17.66092874	18.99121721	19.77485206
EIF1B	181.332723	159.0769847	163.6421222	148.9308807	172.7983233	174.2803325	189.2330254
EIF2A	600.9046689	531.0110912	603.9993735	590.1153846	628.2915215	640.3598466	677.7372442
EIF2AK1	647.7379877	659.2494994	555.6793594	526.4584292	596.9410628	559.8556967	592.1552277
EIF2AK2	178.1603695	185.6911172	193.8910911	136.8498328	310.3006008	276.2571524	158.9211902
EIF2AK3	184.4051481	192.9692321	140.6576223	166.676002	150.4418874	140.0525336	107.7453677
EIF2AK4	302.8237	289.1599972	255.360158	226.5093755	469.4657892	405.7029965	360.4154644
EIF2B1	645.4368353	573.8569142	507.8020448	468.9430335	671.3520318	699.858468	595.1594774
EIF2B2	254.2265951	238.1824903	253.3154592	245.9640904	630.5411261	673.5830205	702.9680997
EIF2B3	100.0546681	96.79157881	84.67171601	90.90073028	136.1996213	139.9293143	154.7566209
EIF2B4	330.095165	369.1188596	307.6307895	289.043543	418.5551408	421.2518918	425.5523032
EIF2B5	159.0043245	149.7781761	141.3160454	130.1032906	160.3076071	149.6384799	139.5322662
EIF2D	309.2025296	338.686915	284.5978381	244.6904382	312.0786765	301.3354971	361.3463102
EIF2S1	485.1583833	496.9046736	456.9755786	494.8492625	703.9241358	710.3368405	785.002566
EIF2S2	249.0225692	226.7205297	253.795104	222.5517239	487.1137778	488.3938598	504.682041
EIF2S3	944.8045292	914.681994	1101.675029	819.2385665	922.9350865	776.6604113	929.3383502
EIF3A	1297.759368	1107.467641	1180.376658	1256.377751	1595.687693	1368.540425	1417.905137
EIF3B	571.4032522	557.4667734	509.3928345	536.0961139	709.3136546	719.666828	649.0496039
EIF3C	102.0770448	90.12368684	127.4644742	148.1029431	84.25891361	145.5683098	140.3540036
EIF3D	963.957002	832.1862908	794.1191836	854.9850424	1060.826596	1159.765767	1232.986967
EIF3E	565.9891721	510.2999613	550.3862859	577.1672068	794.8010088	899.4907961	869.6103929
EIF3F	627.5015919	764.3479713	671.0858949	554.7916359	857.5508927	720.3692547	657.1734016
EIF3G	1248.672696	1261.06396	1159.657245	1033.695728	1223.970477	1249.608898	1133.239441
EIF3H	912.864382	944.8663941	858.9787574	862.2055791	1032.536966	1069.543862	1166.677719
EIF3I	505.9346566	488.784963	401.8403833	415.3183561	744.6290595	713.1855017	670.9674701
EIF3J	506.0098685	558.7004465	498.1186482	533.6777475	677.8814625	757.5814284	649.923398
EIF3J-AS1	191.3070784	165.2767758	176.7656574	163.7856861	193.7200239	206.4917621	194.9128368
EIF3K	887.951695	866.8378783	939.6785722	861.0468406	1078.161658	1330.91092	1545.381478
EIF3L	1318.168594	1252.938342	1258.110935	1019.884903	1458.393727	1299.403203	1651.32645
EIF3M	1276.031714	1240.491423	1241.020461	1133.96216	1719.566277	1792.306327	1848.477589
EIF4A2	665.0441936	878.6430344	699.2361973	717.3602979	452.0815672	431.3122865	548.6493655
EIF4A3	522.8691461	530.4660779	503.3469194	435.5908631	721.1438553	797.9698484	715.2823038
EIF4B	1898.907917	1970.401052	1974.540449	1702.516243	1866.999801	1746.269194	2128.340701
EIF4E	90.48134303	85.91749589	97.59070351	91.44016099	182.4878625	145.8337317	168.9699439
EIF4E1B	163.303088	142.7519892	167.0168584	173.0505996	154.7789269	167.698229	146.9395545
EIF4E2	396.4722425	485.1084525	512.2123479	434.1010321	674.3398642	672.7609623	672.681511
EIF4E3	514.3039536	548.6513941	490.841749	522.9551125	93.7907398	90.8997041	76.58802816
EIF4EBP1	210.6951281	211.1415174	191.8237151	227.2964466	360.8716647	392.3286381	364.3978491
EIF4EBP2	1905.075313	1901.226232	1846.944393	1804.080847	1613.694842	1633.257024	1633.4629
EIF4EBP3	467.8808155	372.7499716	451.5292841	481.4273658	394.5340982	435.8506752	415.467445
EIF4ENIF1	284.4244128	271.1343641	283.1840525	257.7488052	228.3739812	203.6457886	193.6666155
EIF4G1	527.0874708	540.3248488	509.4007335	523.7212756	582.6405569	530.3063225	440.566321
EIF4G2	2196.416677	2514.238444	2361.026571	2444.802654	2667.180278	2565.328999	2026.61154
EIF4G3	674.6820805	475.4278237	478.1746612	443.2804204	560.0203923	462.8176914	452.367031
EIF4H	1530.082008	1371.708808	1384.818126	1358.67876	2055.320989	2119.935841	1774.986378
EIF5	344.9960802	432.3545294	335.4541425	413.189418	691.7295955	609.3473479	561.4930776
EIF5A2	72.42154669	69.72828684	75.01310595	60.70091061	132.9746537	123.3978811	91.38462459
EIF5B	338.3646155	242.6403435	267.3075891	275.7880396	727.7809831	621.0485631	667.8034645
EIF6	783.6292793	659.0005131	841.674584	806.110904	919.9982992	978.8692125	1132.629564
ELAC1	116.2028003	124.568029	140.3963664	93.40502611	92.4613669	82.1969339	91.67635798
ELAC2	364.1922944	376.9062809	310.1592621	345.2636885	511.9686578	472.2040765	437.6369947
ELANE	185.2754561	187.3255957	258.8625485	262.5008959	173.1601716	225.8907609	160.3807446
ELAVL1	559.8614107	445.1547046	411.7102326	422.6523964	344.1095837	370.9836643	328.478528
ELAVL2	17.4842347	17.14229727	16.35950805	19.36846936	33.95033998	23.01373479	42.6039773
ELAVL3	43.97876153	39.39890902	46.38593868	44.58061053	43.71109809	47.43944659	51.7522935
ELAVL4	28.96291927	27.50304289	27.05159511	22.58918871	27.08957119	27.93120177	26.96418177
ELF1	1330.652695	1383.362229	1345.450236	1468.937696	923.7811568	841.0718136	817.1834244
ELF2	302.6191462	298.7119452	290.0657081	282.3564875	181.6856983	135.004798	145.1316939
ELF3	45.2865937	52.00724772	47.51410628	38.16709785	44.69784722	64.06498795	59.85173428
ELF4	238.6395453	194.080684	202.2386087	193.4048907	173.4755872	140.7337592	127.8949464
ELF5	43.60641913	55.31186973	35.05056819	29.68200592	826.0091929	330.421479	863.8712883
ELFN1	99.10254014	96.19587137	113.2431226	116.2039274	94.9300594	95.28953014	95.5008382
ELFN2	95.61367128	99.35110813	96.60348257	90.58857279	85.79396801	100.6718929	92.7310421
ELK1	242.8490164	257.3248554	279.5027025	275.9451353	264.1240063	253.9720616	249.30108
ELK3	222.3389381	174.0354344	163.408534	147.5626297	334.6808082	324.3321678	255.4680044
ELK4	161.6418128	151.094159	157.0645461	152.1294722	101.1678872	104.4047094	91.05549906
ELL	174.6699558	159.3347895	146.2258262	171.9038523	193.5150825	170.9816622	124.8427071
ELL2	682.6348864	684.2295131	809.2636863	705.1808275	1272.686322	1102.707874	938.6939736
ELL3	147.1978285	133.9221418	132.3742773	104.0387515	112.6585748	135.9449022	122.7567221
ELMO1	130.2774619	168.1043917	98.76102375	78.71126305	25.3995439	22.76377271	25.10531991
ELMO2	345.5577658	417.6071707	378.8351071	326.5107506	327.0362189	289.4801267	301.8966262
ELMO3	162.2422794	144.2814006	146.5373097	150.769273	126.9768284	128.4159249	128.7197553
ELMOD1	768.4260867	1004.519596	549.7937475	662.494392	1663.081022	1554.963884	1560.663265
ELMOD2	121.3900172	130.5577575	100.238491	92.46361688	141.7562221	146.9487919	153.3526695
ELMOD3	92.14313655	98.92501203	86.80007881	83.54167601	108.8847426	88.36607395	90.40217052
ELMSAN1	322.8727128	294.5859968	321.0593142	336.5369492	186.290599	176.0421736	163.1174553
ELN	120.3402637	119.6115787	143.0893435	147.5668995	125.3591755	128.7612832	126.1054036
ELOF1	282.8846119	287.7448207	275.4233379	274.6657103	414.9369309	423.8447365	346.1303611
ELOVL1	1190.888191	1358.536941	1166.558938	1027.428914	1526.516278	1547.521007	1640.74469
ELOVL2	25.29049571	20.96770795	26.6167814	27.04147397	24.67060886	24.33936492	26.38828796
ELOVL2-AS1	14.18161063	11.00156837	12.9996022	15.23891794	14.98903019	14.76127046	13.1032896
ELOVL3	33.96816919	35.34068059	41.20839325	41.52136092	509.0934988	555.75002	784.3598333
ELOVL4	826.0873107	1026.085898	843.6102113	845.2765487	1770.51047	1553.074722	1458.401264
ELOVL5	252.6688078	172.9491821	219.6452313	233.8487554	371.5319897	339.7490096	342.8076345
ELOVL6	223.3778125	209.4829604	187.5275252	176.8551691	251.4255063	300.7542659	307.9746766
ELOVL7	1069.46737	1282.662575	838.0964254	970.6997824	2747.810038	2549.914817	2215.171663
ELP2	288.3283454	286.7873678	276.4640395	232.6511885	239.8313375	245.7369647	251.991712
ELP3	286.9123332	303.4420256	281.8314563	277.5578889	336.4033357	277.0673337	333.2437514
ELP4	176.1812737	206.4581337	216.0880109	198.3057284	162.2221083	137.1758242	182.8641868
ELP5	199.9947566	197.257313	185.6762553	170.8393375	205.6914644	230.691453	229.0254542
ELP6	50.40597756	53.03662883	59.92610526	49.39246506	102.248862	81.00655423	88.27846224
ELSPBP1	22.36024125	23.03917925	25.60468478	28.01847727	21.42667954	29.60402422	30.85785401
EMB	373.1190165	469.3744896	341.0472969	346.8713279	312.0543357	283.1105276	361.3991809
EMC1	303.3149349	279.6289022	244.3251794	273.0730614	365.9636086	284.8282643	280.3366653
EMC10	183.4904713	190.9158148	170.7163049	167.1573459	187.0645142	213.2810826	172.2153503
EMC2	330.2732667	283.1174447	273.9040095	278.5056795	378.2184776	362.8389453	338.4291889
EMC3	456.5587763	463.7234596	516.2912218	341.6390949	948.0963142	839.4369806	971.0409472
EMC3-AS1	262.7995176	235.9300991	249.8954562	209.6136428	189.7068896	170.5406731	189.1507282
EMC4	1901.599473	1836.210182	1715.428214	1437.693239	2539.618925	2707.275847	3076.519663
EMC6	206.8430351	211.6308417	193.7923547	251.062559	204.7454179	263.5531057	240.9700578
EMC7	673.9511465	664.1824192	567.104423	577.3824164	721.8450009	778.556882	711.2555519
EMC8	167.3923224	162.0606955	157.8850413	132.3817053	209.4130259	257.1717455	224.563132
EMC9	86.24858244	76.53363925	81.8996491	71.6924592	110.3880625	103.0195659	127.2370999
EMCN	24.95051009	14.8079037	20.57810439	14.81396257	15.77238764	14.27942682	14.51973272
EMD	259.5949717	324.6057911	275.6473242	247.6766036	309.0716872	364.3885029	265.5388876
